EnrolledElectiveBefore,GradeAvgPrevElec,Grade,Major,Class,GradePerm,Course1,Course2,Course3
0,0,76.14,1,2,85.24,0,0,84.8
1,52.97,64.24,2,2,79.21,0,66.54,49.22
1,67.69,69.54,3,2,73.17,0,75.02,66.65
0,0,73.72,3,4,68.98,0,82.76,0
1,69.04,65.56,2,2,85.35,72.77,64.59,0
0,0,74.18,2,4,81.31,0,85.63,0
0,0,53.14,2,1,65.85,0,0,58.45
0,0,71.17,2,2,54.22,80.01,0,0
0,0,69.65,2,2,63.01,0,82.62,0
0,0,49.54,3,2,64.93,0,60.78,0
1,47.8,51.9,2,3,70.98,0,56.28,50.8
1,52.18,51.4,1,2,62.4,60.44,0,54.41
0,0,74.14,2,1,71.4,0,0,83.48
0,0,71.24,1,3,78.92,0,0,80.62
0,0,72.74,3,2,65.54,0,84.7,0
0,0,56.74,2,2,80.12,0,66.49,0
1,54.18,81.39,2,3,62.87,0,76.8,57.94
1,59.1,79.83,1,1,70.65,63.37,0,0
0,0,62.33,2,4,61.65,71.02,0,0
0,0,81.76,1,4,78.59,0,0,90.23
1,79.63,67.49,1,2,71.02,83.09,0,83.17
0,0,52.24,2,1,74.42,0,62.5,0
1,77.18,53.67,2,2,64.43,73.35,60.13,0
1,65.2,77.34,1,4,76.44,69.36,0,80.89
1,71.61,68.96,2,4,62.05,64.91,0,66.98
1,48.38,78.81,1,1,74.46,55.7,0,0
1,61.57,69.12,3,2,75.28,57.07,65.26,0
1,62.01,72.68,1,1,68.98,0,66.25,0
1,50.81,91.24,3,4,56.68,0,65.03,79.52
1,47.66,83.97,1,1,65.2,0,65.17,0
1,37.65,65.67,3,4,82.79,52.06,55.17,0
1,82.44,73.75,1,1,76.97,70.7,0,0
1,45.41,74.94,3,4,91.1,52.17,61.88,0
0,0,77.61,1,3,76.8,0,86.15,0
0,0,70.71,3,3,77.94,0,83.7,0
1,47.06,65.06,2,1,67.86,0,51.29,0
1,69.34,69.96,3,4,77.89,72.12,0,74.16
1,50.53,65.2,3,2,67.02,51.25,66.38,0
1,68.53,86.83,3,4,55.25,0,84.72,72.11
0,0,82.41,1,4,66.03,0,0,91.83
0,0,67.96,2,2,73.95,0,79.43,0
1,45.48,74.28,2,4,86.83,0,60.62,69.86
0,0,68.35,1,3,73.96,0,80.65,0
0,0,81.93,3,2,59.42,89.3,0,0
1,46.21,80.49,1,4,56.97,54.26,62.82,0
0,0,75.69,3,4,76.41,0,86.44,0
1,68.1,78.71,2,4,76.97,80.34,67.37,0
0,0,76.61,2,2,91.82,0,0,83.6
1,84,81.74,1,1,62.69,92.48,0,0
0,0,75.31,1,2,84.38,0,0,86.72
0,0,71.52,1,1,78.49,0,83.84,0
1,53.95,64.23,1,1,71.65,0,49.18,0
0,0,54.28,3,1,71.52,0,63.63,0
0,0,69.72,1,1,56.45,0,0,80.32
0,0,62.59,3,2,67.39,73.41,0,0
0,0,70.6,1,1,66.27,0,0,82.24
0,0,81.4,3,2,53.5,91.78,0,0
1,73.23,71.73,3,2,85.26,80.37,64.83,0
0,0,65.85,1,2,49.17,0,0,78.36
1,51.21,61.47,1,4,67.67,0,55.8,58.24
0,0,55.7,2,4,56.25,0,0,70.4
0,0,83.33,1,1,53.09,92.58,0,0
1,66.86,52.23,1,3,63.27,0,51.94,60.81
1,74.44,60.65,3,1,55.87,0,67.76,0
1,71.56,46.87,3,4,81.79,64.55,55.69,0
1,63.65,66.84,1,4,74.34,0,73.87,55.48
0,0,66.58,3,4,59.95,0,0,79.31
0,0,65.96,2,4,61.26,0,0,73.8
1,52.34,69.37,3,4,52.42,0,63.28,55.01
0,0,61.79,3,2,89.46,73.32,0,0
1,32.88,60.86,2,4,67.9,36.99,39.14,0
1,66.17,88.18,2,4,69.01,82.35,80.82,0
1,52.75,66.66,2,4,82.27,60.07,50.09,0
1,60.04,79.08,1,4,72.45,74.95,62.36,0
0,0,61.63,3,1,69.71,74.67,0,0
0,0,86.13,2,2,74.19,0,0,94.71
1,73.28,85.14,1,3,93.37,0,86.2,81.95
0,0,72.31,2,1,90.79,0,0,82.73
0,0,59,2,3,57.26,0,0,66.74
1,77.57,70.87,2,3,53.08,73.42,67.96,0
1,55.1,70.47,2,4,74.4,0,55.39,59.22
1,59.88,72.4,1,3,50.62,0,63.88,69.21
0,0,60.22,1,4,81.01,0,71.94,0
0,0,54.77,2,1,69.3,64.97,0,0
0,0,71.62,2,2,80.34,0,0,80.96
1,52.39,69.9,2,3,56.57,0,59.55,65.78
1,62.32,70.02,3,1,79,56.18,0,0
0,0,80.27,2,4,85.06,89,0,0
1,59.41,55.25,2,2,72.92,48.08,0,65.3
0,0,80.11,3,3,71.88,0,93.4,0
0,0,62.57,3,3,73.72,0,0,73.53
0,0,66.05,2,4,71.59,0,0,72.83
1,71.53,61.74,3,2,74.36,63.59,0,57.18
1,53.68,70.9,3,4,80.22,60.39,0,65.16
0,0,50.94,3,4,66.74,0,0,57.16
1,73.14,64.32,1,4,64.23,76.62,0,62.87
0,0,64.84,3,4,70.78,0,0,75.28
1,89.21,82.64,1,4,58.25,0,87.81,93.67
0,0,71.51,1,2,61.21,82.46,0,0
0,0,76.96,1,4,82.67,0,0,86.33
1,75.32,70.06,1,3,63.3,0,66.04,70.5
0,0,59.51,1,2,79.27,0,68.62,0
0,0,79.07,3,4,60.8,0,88.3,0
0,0,61.55,3,3,64.96,0,72.33,0
0,0,64.74,3,4,63.87,0,0,76.61
0,0,71.82,3,1,54.82,78.77,0,0
1,55.02,79.46,3,3,68.97,0,64.05,76.41
1,49.18,67.99,3,2,89.46,60.57,63.14,0
1,53.27,85.11,1,3,72.4,0,71.97,77.49
1,33.84,64.29,3,3,91.47,0,48.16,50.31
1,84.91,76.66,3,2,65.3,82.32,87.91,0
1,38.75,70.04,2,1,71.47,0,47.85,0
1,17.97,85.47,1,1,71.99,59.15,0,0
1,42.17,72.14,2,3,72.85,50.87,0,54.34
0,0,51.23,2,2,79.39,0,0,62.76
0,0,80.88,1,4,60.67,0,90.38,0
0,0,69.18,1,4,71.87,0,0,79.41
0,0,64.47,1,4,70.1,0,73.96,0
1,60.38,82.23,1,3,72.74,78.75,0,64.28
1,69.16,66.69,2,1,70.94,66.89,0,0
1,64.29,76,2,2,70.07,68.9,74.97,0
1,74.68,62.32,1,3,77.46,75.99,0,76.64
0,0,61.64,2,1,66.06,74.01,0,0
1,51.79,88.11,3,3,75.68,75.83,0,60.24
0,0,62.13,1,4,77.77,0,67.78,0
0,0,64.15,3,3,72.71,0,0,75.93
1,39.37,52.92,3,3,74.06,43.8,0,48.79
1,67.51,86.3,3,1,68.6,72.06,0,0
1,52.8,73.98,3,3,62.61,0,73.13,73.06
0,0,72.38,3,2,96,80.65,0,0
1,72.14,79.75,1,1,50.94,0,67.32,0
1,42.03,56.71,3,3,58.49,0,40.15,54.08
1,66.1,64.59,1,3,86.27,68.92,0,60.88
0,0,69.09,2,1,64.49,0,0,76.78
1,62.21,54.52,2,4,58.61,0,60.7,65.6
1,45.34,83.11,3,1,83.31,72.82,0,0
1,73.19,69.82,2,3,81.04,76.33,78.93,0
1,69.53,66.77,1,4,71.84,72.94,0,65.78
1,68.14,72.36,1,3,67.58,0,64.58,65.7
0,0,62.47,3,3,66.11,0,69.41,0
0,0,70.45,2,1,59.44,82.81,0,0
1,73.21,100,3,3,72.11,0,88.94,85.75
0,0,76.05,2,1,91.28,0,81.81,0
0,0,86.68,3,1,80.49,0,94.4,0
0,0,66.45,2,4,73.99,76.15,0,0
1,70.45,62.48,1,1,66.78,62.6,0,0
0,0,73.1,3,3,55.52,0,0,84.3
1,69.78,56.58,3,2,68.75,0,54.63,65.63
0,0,46.93,2,1,67.89,0,0,56.13
1,48.5,77.32,3,2,81.93,0,69.78,68.28
0,0,76.41,2,3,60.86,86.09,0,0
1,45.03,78.34,3,4,80.72,56.48,0,65.67
1,39.4,70.28,3,2,83.07,0,47.35,63.98
0,0,89.78,3,1,79.65,0,100,0
1,86.42,69.13,2,1,83.04,0,79.69,0
0,0,64.46,1,4,59.87,0,0,73.48
0,0,39.94,2,3,62.95,0,0,47.94
0,0,69.53,1,4,71.64,0,0,75.58
1,61.69,78.32,3,3,67.7,79.15,65.74,0
0,0,70.07,2,2,69.18,0,0,82.54
1,61.01,81.24,2,2,82.93,72.5,67.22,0
0,0,92.95,2,4,59.09,0,100,0
1,59.46,68.27,1,2,77.12,70.75,0,62.15
1,65.04,82.31,1,1,61.68,0,69.04,0
0,0,54.14,3,2,57.92,64.01,0,0
1,55.92,80.31,3,1,63.65,0,73.6,0
1,64.27,70.63,2,4,69.47,63.86,0,75.78
0,0,67.79,1,3,60.19,0,0,80.25
1,59.57,68.37,2,3,66.74,0,65.31,65.73
1,55.13,68.44,3,2,75.31,0,62.19,55.2
1,52.07,66.91,2,1,64.94,0,56.55,0
1,62.61,71.99,2,4,65.08,0,71.4,69.25
1,68.5,68.26,1,4,85.75,0,73.35,72.91
0,0,58.44,1,4,74.65,64.95,0,0
0,0,74.17,1,2,76.04,84.18,0,0
1,48.93,63.92,1,3,73.42,0,52.99,59.96
1,41.94,80.48,2,4,57.4,0,69.13,53.68
1,66.26,69.66,3,3,65.79,0,67.4,63.18
1,70.32,71.27,2,1,75.03,0,80.46,0
0,0,49.51,3,3,87.72,0,0,57.65
1,80.22,57.43,1,1,72.07,59.99,0,0
0,0,79.4,1,1,86.08,0,0,90.48
0,0,62.66,1,3,54.49,71.55,0,0
1,56.99,64.68,3,1,67.85,56.2,0,0
0,0,67.22,2,3,66.47,0,0,76.97
1,48.9,83.64,2,3,61.73,0,65.76,72.99
0,0,73.74,1,1,80.92,0,0,84.84
1,67.14,83.1,1,1,74.87,81.56,0,0
1,27.63,67.32,2,2,80.77,0,45.44,57.21
0,0,72.13,3,3,66.06,80.5,0,0
1,56.41,57.97,3,1,71.08,0,59.73,0
1,56.3,81.78,3,1,51.4,71.33,0,0
0,0,71.09,3,3,60.26,0,0,78.34
1,58.29,70.44,2,3,82.06,0,63.16,64.19
0,0,73.38,1,2,71.44,0,0,82.76
0,0,84.47,3,2,74.6,94.34,0,0
0,0,67.86,1,3,72.61,77.45,0,0
0,0,86.63,1,4,69.09,0,95.95,0
1,46.56,61.48,1,2,62.84,0,52.41,55.03
0,0,74.22,3,4,76.9,0,0,85.73
0,0,90.09,2,2,84.52,100,0,0
1,62.96,65.1,2,3,88.9,60.53,0,61.37
0,0,72.45,3,3,77.15,80.08,0,0
0,0,78.78,1,4,61.81,0,83.99,0
0,0,68.62,1,1,73.39,80.1,0,0
1,78.86,55,2,3,67.39,0,59.84,70.41
0,0,59.44,3,2,68.61,0,71.38,0
1,40.36,75.81,1,3,76.56,0,54.25,52.73
0,0,78.92,1,1,65.29,0,88.88,0
0,0,77.85,2,3,71.56,83.07,0,0
0,0,81.46,3,3,73.75,0,0,92.57
0,0,70.72,1,4,78.89,0,0,80.22
1,60.47,72.08,3,2,65.85,74.45,66.46,0
1,58.62,54.81,2,4,71.29,0,56.78,59.43
1,80.33,73.17,2,4,71.4,73.88,82.38,0
0,0,76.13,3,1,80.12,0,0,87.7
0,0,64.17,3,2,67.83,0,0,72.78
1,86.92,76.44,2,1,75.3,87.16,0,0
1,60.41,51.84,2,2,64.17,52.72,0,50.88
0,0,77.51,2,4,94.12,0,87.46,0
1,58.43,73,2,2,90.08,60.24,0,75.66
1,80.51,91.11,2,2,59.14,88.36,0,91.54
0,0,84.13,1,4,89.07,0,0,96.28
1,62.3,85.07,1,1,63.83,0,80.12,0
1,36.23,78.17,1,4,85.14,48.07,53.82,0
0,0,76.47,3,4,69.35,88.53,0,0
1,41.81,58.18,2,2,57.21,0,43.39,40.42
0,0,66.65,3,4,74,77.17,0,0
1,55.77,88.27,1,1,73.92,68.49,0,0
1,42.63,55.44,3,4,50.79,0,55.24,55.4
0,0,65.5,3,2,81.02,0,75.71,0
0,0,55.81,2,4,80.44,0,66.91,0
0,0,84.51,2,4,79.74,0,94.71,0
0,0,64.34,1,1,79.24,0,0,76.18
1,73.76,85.45,2,1,64.96,82.53,0,0
1,59.14,65.86,3,2,71.71,53.79,0,61.59
0,0,64.96,1,3,79.34,73.32,0,0
0,0,82.79,3,1,51.23,0,93.26,0
1,53.95,79.39,2,3,82.41,0,70.78,68.39
1,74.24,42.84,2,2,72.8,62.59,66.06,0
0,0,74.51,3,2,66.31,81.32,0,0
0,0,76,2,4,77.32,0,0,87.05
0,0,72.1,1,4,80.27,0,82.48,0
1,77.24,63.42,2,1,78.41,60.34,0,0
0,0,70.28,1,1,73.5,81.17,0,0
1,60.66,66.02,3,2,70.87,0,63.39,55.76
0,0,72.11,1,1,79.13,0,80.33,0
0,0,67.98,1,1,68.95,0,77.96,0
1,63.19,63.78,1,3,64.24,0,62.61,65.06
0,0,71.64,1,4,76.34,0,0,82.57
0,0,78.02,2,1,77.91,0,0,89.05
0,0,72.89,2,3,58.06,0,83.54,0
1,50.36,64.46,1,3,66.59,50.04,0,53.87
1,62.25,73.36,1,1,79.34,0,60.93,0
0,0,80.7,3,4,65.38,0,94.1,0
0,0,85.95,2,2,74.89,95.83,0,0
0,0,82.08,2,1,82.74,93.28,0,0
1,74.95,75.37,2,3,45.55,66.48,0,69.59
0,0,59.91,3,1,54.57,0,70.19,0
0,0,56.34,2,3,77.25,0,69.24,0
1,59.32,67.98,3,1,71,70.5,0,0
0,0,55.91,1,1,62.33,0,67.3,0
1,72.76,62.15,1,3,71.99,0,70.33,60.54
0,0,68.3,3,2,61.1,79.5,0,0
0,0,65.16,1,2,72.04,72.7,0,0
1,61.27,66.72,2,1,68.76,54.47,0,0
1,35.9,56.72,1,3,63.1,44.67,0,56.31
0,0,72.31,1,1,86.43,0,83.54,0
0,0,79.97,2,4,68.57,0,0,86.14
1,71.36,64.52,1,3,65.07,0,60.69,68.29
1,59.85,77.26,3,3,63.31,75.14,59.23,0
1,78.57,96.63,2,4,76.22,94.12,0,86.78
0,0,69.08,1,4,77.49,0,0,75.91
0,0,76.51,2,1,75.07,91.74,0,0
0,0,71.97,2,4,83.4,0,80.71,0
0,0,79.7,3,1,71.17,0,0,89.69
0,0,52.81,3,4,86.49,0,0,62.89
1,21.88,59.43,1,1,80.17,0,39.52,0
0,0,71.43,2,3,47.44,81.81,0,0
0,0,78.87,1,3,71.02,0,83.67,0
0,0,71.31,2,2,66.88,0,0,81.05
0,0,53.35,3,1,57.79,0,0,63.36
0,0,61.76,1,2,72.1,0,70.8,0
1,68.37,62.05,1,3,85.1,0,62.43,59.12
1,43.25,73.89,2,3,60.3,0,62.91,58.93
1,59.47,62.38,3,3,55.31,64.76,0,55.52
1,63.62,63.19,3,4,55.91,0,58.24,63.29
1,76.92,80.85,3,1,77.5,0,86.29,0
0,0,83.35,3,3,77.62,0,0,93.86
0,0,65.87,3,3,81.05,0,73.23,0
1,46.14,74.25,2,1,72.31,0,66.44,0
1,81.18,51.19,2,3,56.05,67.73,70.5,0
1,39.29,71.98,3,1,70.5,45.73,0,0
1,51.96,81.9,1,1,64.21,64.65,0,0
1,66.46,75.27,3,4,89.9,0,64.01,77.92
1,57.75,71.01,2,1,66.01,59.11,0,0
1,44.91,66.11,1,1,70.6,56.88,0,0
1,47.68,63.53,2,4,79.9,58.85,0,50.66
0,0,68.21,3,4,95.96,81.37,0,0
0,0,54.49,2,1,60.01,65.76,0,0
0,0,86.1,3,1,66.22,94.41,0,0
1,58.49,75.64,3,4,62.38,72.09,71.12,0
1,53.99,68.98,2,4,67.59,0,54.02,62.48
1,37.92,63.8,2,4,76.56,49.2,0,45.12
1,73.7,69.3,3,4,68.97,63.98,63.19,0
0,0,77.98,3,3,73.17,0,0,88.31
0,0,80.11,3,3,65.86,89.9,0,0
1,44.05,60.96,2,4,71.39,46.15,0,50.43
0,0,60.26,3,4,57.97,68.27,0,0
1,51.54,90.78,1,1,72.17,77.52,0,0
1,63.41,81.37,1,1,62.97,0,63.69,0
1,84.21,77.09,2,3,72.97,71.46,0,71.65
1,75.13,68.61,3,2,70.04,81.05,64.7,0
1,67.91,79.24,2,1,80.11,81.29,0,0
0,0,57.27,1,2,71.57,67.38,0,0
0,0,85.32,1,1,50.62,94.78,0,0
0,0,69.64,1,2,66.32,0,0,79.44
0,0,77.91,2,1,64.58,0,87.75,0
1,59.07,76.46,2,3,83.58,0,63.28,59.55
0,0,68.68,2,3,72.84,0,0,80.55
0,0,68.25,2,3,70.76,77.68,0,0
0,0,82.22,3,2,68.76,0,0,92.26
0,0,80.26,3,3,62.84,0,89.05,0
1,81.22,52.28,1,4,60.52,0,60.26,69.73
1,62.35,53.08,1,4,88.29,0,66.9,66.01
1,56.75,60.54,3,3,75.37,54.13,0,64.67
1,66.64,61.06,1,3,85.53,63.8,72.16,0
1,63.28,58.81,3,3,62.13,63.58,0,70.42
0,0,72.72,2,3,62.66,0,80.29,0
1,56.21,65.36,3,4,68.21,0,59.44,60.82
0,0,82.06,2,1,62.44,0,92.48,0
0,0,84.53,1,1,70.45,0,0,95.95
1,52.02,69.71,3,3,76.44,0,69.94,55.26
1,45.66,86.83,2,1,55.51,0,67.96,0
1,62.49,70.24,1,3,66.4,63.92,57.04,0
1,79.94,65.65,2,3,82.52,72.15,0,76.24
1,59.27,70.65,1,2,65.69,0,71.11,72.2
0,0,79.45,3,1,76.63,89.83,0,0
0,0,53.86,2,1,51.75,0,0,61.41
1,89.05,67.91,1,2,60.22,74.06,75.03,0
0,0,72.97,1,4,56.67,0,80.5,0
0,0,73.63,1,2,70.03,0,0,82.11
1,63.08,66.32,3,3,75.02,58.72,0,71.92
1,77.42,74.89,3,3,74.13,74.55,66.97,0
1,74.86,72.92,1,3,68.5,0,79.41,70.97
0,0,64.08,3,4,77.59,76.71,0,0
0,0,91.82,2,3,64.47,0,0,100
1,72.1,74.4,1,3,56.9,0,71.35,82.02
1,47.47,66.69,1,2,54.76,65.36,57.57,0
0,0,64.28,3,3,63.18,0,0,72.42
0,0,80.29,2,2,75.47,0,0,92.53
0,0,71.02,3,2,62.48,80.26,0,0
1,81.04,95.48,1,4,72.27,87.26,91.09,0
1,65.04,65.64,2,2,74.18,69.13,65.76,0
0,0,57.57,2,3,65.43,0,0,68.9
1,64.61,69.72,2,2,79.97,0,70.86,66.42
0,0,71.75,3,1,65.58,82.18,0,0
1,33.35,48.82,3,4,77.51,36.88,31.51,0
0,0,66.91,1,3,90.09,77.55,0,0
1,68.52,66.32,2,2,70.5,0,63.96,60.96
1,61.24,66.31,3,1,83.98,0,55.38,0
1,47.68,63.7,1,3,66.98,63.55,61.64,0
1,60.28,56.57,1,2,67.9,63.77,67.08,0
0,0,77.58,1,1,51.39,0,88.4,0
0,0,64.16,1,3,81.78,75.22,0,0
0,0,59.76,2,3,59.91,0,71.81,0
1,34.05,62.4,1,4,71.52,47.89,0,49.06
1,68.83,65.28,3,1,56.08,72.79,0,0
1,65.76,71.09,2,1,62.96,68.88,0,0
1,75.15,76.68,2,1,66.71,0,72.72,0
0,0,60.47,2,3,70.92,0,0,70.49
0,0,65.21,2,3,76,0,77.42,0
0,0,56.54,1,3,68.32,0,0,63.76
0,0,36.08,1,2,67.99,45.05,0,0
0,0,71.56,2,3,82.47,0,77.73,0
0,0,85.2,1,1,46.51,96.86,0,0
1,61.29,75.22,2,4,71.84,0,59.83,60.01
1,92.86,64.93,2,3,74.3,74.46,0,83.63
0,0,70.96,1,2,68.44,0,0,78.96
1,58.72,58.25,1,4,81.46,67.55,50.57,0
0,0,68.78,3,1,71.65,0,78.76,0
0,0,65.72,1,4,80.31,0,0,77.71
1,78.15,61.47,3,4,82.82,61.21,65.96,0
0,0,74.06,3,4,78.83,0,0,80.51
1,35.93,96,2,1,78.24,63.14,0,0
0,0,86.65,1,2,60.09,95.74,0,0
0,0,69.28,3,2,79.62,0,0,78.72
0,0,78.84,1,2,51.6,87.54,0,0
0,0,78.63,3,3,69.88,92.09,0,0
1,69.86,63.52,3,2,74.64,64.97,56.93,0
0,0,76.44,3,4,80.69,0,85.56,0
0,0,55.59,1,2,63.92,0,66.1,0
1,60.58,61.95,2,3,71.27,67.75,56.12,0
1,69.4,72.39,3,2,72.93,72.4,68.43,0
0,0,65.85,3,4,57.86,73.72,0,0
0,0,87.56,1,3,77.36,0,98.3,0
1,72.67,76.48,1,1,72.79,0,76.08,0
0,0,66.18,2,1,73.75,75.68,0,0
1,45.1,65.29,2,1,55.59,0,60.73,0
0,0,71.87,3,4,68.37,0,80.37,0
1,60.57,59.44,3,3,65.72,62.83,0,61.03
0,0,75.96,3,1,84.2,0,0,87.95
1,34.61,56.25,1,3,78.92,36.39,0,36.19
1,70.94,76.23,1,4,78.31,0,67.05,73.62
1,70.49,68.35,3,2,81.57,78.6,70.97,0
0,0,74.15,1,3,54.72,0,0,82.74
1,43.47,59.87,3,2,66.62,50.31,49.02,0
0,0,72.45,3,1,67.47,81.58,0,0
1,47.46,94.12,3,2,73.29,72.04,0,71.89
1,45.87,65.43,2,2,80.1,0,60.96,61.6
0,0,73.17,2,2,77.08,82.77,0,0
0,0,85.06,3,4,83.84,0,0,98.09
0,0,77.62,2,4,80.1,87.65,0,0
1,69.12,74.32,2,3,86.65,74.42,81.08,0
1,47.41,59.86,1,3,80.83,54.31,46.97,0
0,0,57.22,3,1,73.09,0,0,67.51
0,0,70.53,2,2,59.83,83.4,0,0
0,0,65.37,1,4,64.46,79.42,0,0
0,0,69.81,3,3,61.11,0,0,80.9
0,0,72.06,1,1,60.52,79.37,0,0
0,0,63.24,3,3,55.33,0,0,74.57
1,56.16,74.94,3,4,83.83,65.7,0,64.31
0,0,88.59,2,3,66.02,0,95.63,0
0,0,59.91,3,4,68.96,0,0,71.17
0,0,65.3,2,4,69.78,74.56,0,0
0,0,69.5,2,1,59.76,0,80.26,0
1,97.33,81.4,1,1,75.61,99.14,0,0
0,0,58.14,1,3,68.35,67.87,0,0
0,0,59.35,3,2,64.06,69.56,0,0
0,0,48.36,1,4,77.43,0,60.46,0
1,65.34,65.6,3,4,68.78,67.24,73.92,0
1,52.84,76.8,1,1,69.97,62.64,0,0
0,0,80.65,3,1,53.28,0,0,91.75
1,58.58,73.57,1,4,76.66,59.56,57.47,0
0,0,63.99,3,1,63.85,0,69.31,0
0,0,77.06,1,4,53.67,86.78,0,0
0,0,72.04,3,1,68.93,0,81.11,0
1,32.3,50.79,3,3,78.5,0,32.98,49.21
0,0,57.72,1,3,59.62,0,66.44,0
0,0,85.12,3,3,74.94,0,93.91,0
0,0,73.22,1,1,80.26,83.55,0,0
1,32.42,56.25,1,4,62.58,0,45.46,40.31
1,89.5,78.2,1,4,80.65,75.53,84.7,0
1,57.06,80.61,2,3,69.66,78.58,77.45,0
0,0,65.65,1,2,81.3,0,75.4,0
0,0,76.58,2,2,64.37,0,0,87.46
1,74.01,32.6,3,3,72.82,0,50.8,58.31
0,0,79.74,3,3,49.16,0,92,0
1,73.04,81.75,2,4,65.24,0,69.31,84.12
1,62.76,58.75,2,3,89.68,67.04,0,58.1
0,0,72.82,3,1,51.59,85.04,0,0
0,0,66.62,2,4,61.66,0,74.21,0
0,0,68.97,1,2,69.07,0,79.31,0
0,0,65.75,1,4,81.2,75.57,0,0
0,0,56.68,1,1,57.36,0,0,67.01
0,0,88.9,2,1,66.58,98.42,0,0
0,0,66.9,2,2,83.42,76.58,0,0
0,0,71.05,1,4,80.81,0,80.34,0
1,62.9,59.91,1,3,56.27,0,69.91,63.23
0,0,59.63,3,2,63.73,0,65.62,0
1,75.02,74.13,2,3,60.52,84.16,83.9,0
0,0,75.26,2,2,85.51,0,0,84.67
1,47.77,78.78,1,3,62.36,56.78,59.73,0
0,0,81.04,2,3,75.62,0,92.61,0
0,0,67.9,1,4,66.17,0,0,77.28
0,0,65.56,1,1,72.74,0,0,77.97
1,57.26,77.47,1,3,76.25,71.56,0,75.5
0,0,63.63,2,3,73.88,71.56,0,0
1,60.11,78.72,2,4,70.65,0,64.89,61.16
1,73.3,73.75,2,4,66.64,70.26,75.43,0
0,0,81.55,2,4,59.68,0,0,93.46
0,0,76.7,2,4,85.47,0,85.34,0
0,0,59.46,1,4,75.01,0,68.45,0
1,62.03,61.34,1,4,56.69,0,57.14,65.94
0,0,77.32,2,2,68.26,0,85.85,0
1,87.89,89.07,2,4,81.39,93.65,0,95.87
1,35.61,56.77,3,3,71.07,37.04,38.11,0
1,57.98,70.23,3,4,52.68,0,59.84,72.86
0,0,72.82,3,3,75.54,80.55,0,0
1,65.03,54.74,3,4,59.99,64.72,53.62,0
0,0,74.78,2,3,52.24,0,0,84.86
0,0,69.07,2,3,77.85,0,0,81.93
0,0,49.03,3,4,72.94,0,59.28,0
0,0,86.22,1,3,76.77,96.88,0,0
0,0,61.37,2,3,88.59,73.82,0,0
1,69.13,57.17,1,4,55.63,55.58,0,58.64
0,0,74.2,3,1,63.38,83.72,0,0
0,0,75.57,2,1,72,82.06,0,0
0,0,77.36,2,2,80.3,0,0,87.17
1,51.66,66.14,2,1,54.97,0,49.92,0
1,60.4,69.89,2,2,57.89,0,67.12,70.82
0,0,62.69,1,2,70.28,72.62,0,0
1,52.94,56.9,1,4,65.3,49.64,0,45.83
0,0,80.79,3,3,60.6,90.02,0,0
1,72.27,68.97,2,2,70.25,0,78.84,80.34
0,0,68.18,1,4,63.46,0,0,80.15
1,81.47,50.01,3,3,54.08,0,66.56,60.17
1,81.93,68.22,1,4,47.59,69.64,74.1,0
0,0,61.58,1,2,49.28,0,76.42,0
1,50.43,68.25,2,4,79.79,58.43,54.63,0
0,0,67.81,3,1,80.15,0,0,78.53
1,58.1,65.54,2,3,63.09,0,64.59,54.81
0,0,79.39,1,1,71.38,0,0,91.88
0,0,74.47,1,4,75.44,83.51,0,0
1,37.36,81.27,3,3,51.08,66.73,58.02,0
0,0,56.75,1,4,79.67,62.95,0,0
0,0,63.51,2,3,66.83,72.68,0,0
0,0,69.6,1,4,66.18,0,0,81.15
1,48.56,65.93,2,4,61.79,0,65.38,65.19
0,0,69.21,2,3,58.89,0,0,79.01
1,99.31,58.18,3,1,78.66,0,71.72,0
0,0,62.84,3,1,60.49,72.15,0,0
0,0,53.58,3,4,93.15,0,0,65.07
0,0,61.1,2,3,85.07,0,68.74,0
1,48.39,76.94,2,2,71.81,62.88,0,71.3
0,0,67.86,1,2,66.91,77.19,0,0
0,0,85.06,1,4,80.66,0,98.14,0
1,55.53,64.04,2,4,57.43,53.97,0,56.58
1,46.16,71.19,2,2,65.75,66.75,64.83,0
1,38.23,57.87,2,3,56.25,57.48,0,46.1
0,0,96.01,2,3,60.28,100,0,0
1,60.64,68.21,1,3,68.22,0,70.94,61.81
0,0,78.3,2,3,54.81,0,0,85.7
1,61.39,74.13,1,4,70.86,68.89,70.36,0
1,58.51,64.16,1,1,65.51,0,67.42,0
1,44.24,56.69,3,1,77.32,0,55.72,0
1,55.41,71.56,1,1,79.57,0,64.34,0
1,53.42,64.43,1,3,65.82,55.99,53.61,0
0,0,68.44,1,2,64.23,78.53,0,0
0,0,76.51,2,1,68.23,0,0,88.06
1,68.07,70.78,1,3,78.37,73.79,72.96,0
0,0,73.77,1,3,61.63,0,0,79.84
1,56.99,71.5,3,3,79.75,68.56,55.12,0
0,0,55.33,2,1,68.44,0,0,64.77
0,0,83.96,2,3,74.91,0,91.31,0
1,67.31,81.76,3,1,55.81,83.58,0,0
1,47.41,58.64,3,2,51.19,0,52.45,56.15
0,0,75.05,1,3,77.06,79.57,0,0
0,0,63.38,3,1,58.44,0,0,71.94
0,0,62.53,3,2,56.21,72.56,0,0
1,55.93,69.95,1,4,55.05,53.85,66.78,0
1,40.24,87.48,3,3,63.03,60.11,64.8,0
0,0,80.58,2,4,95.48,0,94.12,0
0,0,76.05,3,1,51.82,0,0,83.69
