EnrolledElectiveBefore,GradeAvgPrevElec,Grade,Major,Class,GradePerm,Course1,Course2,Course3,Course4,Course5,Course6,Course7
1,66.31,62.19,3,2,54.9,0,0,0,0,69.38,61.06,0
1,63.7,75.98,3,3,74.48,0,0,0,0,0,77.65,60.8
1,50.62,64.94,1,4,78.38,0,0,0,0,57.81,0,59.33
0,0,63.12,1,1,77.97,0,0,0,0,72.25,0,0
0,0,67.9,2,3,60.2,0,0,0,0,78.7,0,0
1,59.78,80.52,1,2,61.49,0,0,75.42,0,62.83,0,0
1,55.49,79.08,2,4,67.96,0,64.99,0,0,0,0,67.96
0,0,59.07,2,3,82.31,0,0,0,0,0,71.94,0
1,31.61,98,1,4,71.25,0,0,59.54,0,0,0,65.84
1,57.33,66.74,3,3,64.04,61.5,0,0,0,0,62.19,0
1,63.76,58.48,2,4,82.46,0,0,0,0,62.46,0,55.08
0,0,78.88,2,3,74.05,0,0,0,0,0,0,89.92
0,0,66.38,2,3,69.3,0,0,0,0,0,80.38,0
0,0,91.54,1,4,71.51,0,0,0,0,0,100,0
1,55.85,78.47,1,4,78.44,0,59.65,63.06,0,0,0,0
0,0,68.01,3,1,47.38,0,0,0,0,0,77.33,0
0,0,85.75,2,1,85.32,0,0,0,0,0,94.47,0
0,0,78.49,3,2,63.14,0,0,0,0,91.27,0,0
0,0,57.71,1,3,69.5,0,0,0,0,0,0,65.89
0,0,78.88,2,2,62.47,0,0,0,0,0,0,86.34
0,0,64.84,1,2,73.06,0,0,0,0,0,0,77.57
1,51.09,69.17,2,4,65.65,0,0,0,0,67.66,59.48,0
1,29.82,71.31,1,3,69.64,50.78,0,0,0,48.41,0,0
1,68.85,61.21,1,2,76.08,0,0,0,0,59.59,0,61.18
0,0,56.67,3,3,74.07,0,0,0,0,0,0,62.66
0,0,73.68,3,2,75.37,0,0,0,0,0,0,82.58
1,83.77,56.12,1,4,69.09,0,0,0,0,76.93,69.09,0
1,69.72,44.25,2,1,67.79,0,63.12,0,0,0,0,0
1,42.91,61.64,3,1,64.77,45.02,0,0,0,0,0,0
0,0,73.31,2,3,67.49,0,0,0,0,0,0,87.21
1,73.06,67.3,1,3,66.27,0,0,0,0,74.44,68.51,0
0,0,82.67,3,3,53.87,0,0,0,0,0,0,90.84
1,79.44,71.84,1,2,67.31,74.7,0,0,77.27,0,0,0
0,0,62.34,2,2,82.23,0,0,0,0,0,0,72.56
1,68.05,65.6,3,4,73.68,70.67,0,0,0,0,0,70.81
1,66.07,55.63,3,3,70.98,54.87,0,0,0,0,51.47,0
1,62.87,80.86,2,4,74.59,0,0,0,67.36,0,0,70.57
0,0,56.19,1,2,50.01,0,0,0,0,0,66.41,0
1,53.19,60.8,2,4,52.63,0,0,0,0,62.67,47.28,0
0,0,68.4,1,4,70.29,0,0,0,0,0,0,76.31
0,0,70.02,1,2,36.08,0,0,0,0,0,78.62,0
1,68.44,54.97,2,2,96.67,0,0,0,0,60.8,56.99,0
0,0,60.94,1,1,60.34,0,0,0,0,0,0,71.39
1,52.49,72.65,3,2,79.24,62.07,0,57.37,0,0,0,0
0,0,81.3,3,1,67.35,0,0,0,0,0,0,89.49
0,0,73.49,3,2,72.58,0,0,0,0,0,84.13,0
1,86.62,69.74,3,4,78.3,81.21,0,0,0,0,87.84,0
0,0,54.38,3,3,62.64,0,0,0,0,0,62.02,0
0,0,63.83,3,1,72.41,0,0,0,0,0,77.06,0
0,0,75.21,3,3,64.92,0,0,0,0,0,0,87.67
0,0,80.81,3,4,99.25,0,0,0,0,0,0,88.18
0,0,78.89,1,4,69.71,0,0,0,0,0,0,90.78
0,0,71.38,3,4,56.36,0,0,0,0,0,80.67,0
0,0,82.05,3,1,69.54,0,0,0,0,0,0,95.21
0,0,98.81,1,1,75.71,0,0,0,0,100,0,0
0,0,64.06,1,4,64.79,0,0,0,0,0,0,76.78
1,48.33,62.37,1,4,59.65,0,0,0,0,59.99,0,55.55
0,0,85.18,1,2,83.99,0,0,0,0,0,0,97.52
1,38.3,72.35,1,4,71.35,0,0,0,0,0,59.66,49.57
1,36.26,71.12,1,4,57.17,46.85,0,0,0,0,45.04,0
0,0,73.92,2,3,80.19,0,0,0,0,87.5,0,0
1,63.39,63.46,2,2,83.99,0,0,0,0,0,68.48,57.51
1,51.76,59.65,1,4,71.05,0,0,0,0,0,63.71,57.63
1,43.52,62.23,1,3,70.06,0,0,0,0,55.09,0,60
0,0,82.46,3,4,53.07,0,0,0,0,0,0,90.43
0,0,55.63,3,2,73.47,0,0,0,0,0,0,63.83
1,68.01,74.99,1,4,66.1,78.1,0,0,61.52,0,0,0
1,64.77,64.42,3,1,68.92,0,67.1,0,0,0,0,0
1,66.52,66.47,3,2,70.24,0,0,0,0,65.32,65.43,0
1,68.1,77.43,1,2,80.73,74.32,82.67,0,0,0,0,0
0,0,78.44,3,3,64.84,0,0,0,0,0,0,84.39
1,54.37,73.43,2,1,75.92,0,59.44,0,0,0,0,0
0,0,51.27,2,3,73.36,0,0,0,0,0,58.18,0
1,33.88,85.71,3,1,58.48,0,63.83,0,0,0,0,0
0,0,83.1,2,1,70.15,0,0,0,0,0,96.98,0
0,0,70.91,1,1,71.56,0,0,0,0,0,80.01,0
0,0,70.1,1,1,77.61,0,0,0,0,82.28,0,0
0,0,88.01,1,4,71.97,0,0,0,0,99.28,0,0
1,54.89,79.47,1,2,68.27,0,59.19,74.07,0,0,0,0
1,41.05,69.71,2,4,86.65,0,0,0,0,61.83,0,51.92
1,18.34,67.08,1,4,69.5,0,0,0,0,0,39.22,35.93
1,77.28,68.06,3,3,78.11,82.08,0,0,0,0,0,74.22
1,51.16,81.77,1,3,60.91,0,66.69,0,0,0,0,69.79
0,0,80.4,2,2,66.38,0,0,0,0,0,0,87.76
1,61.97,53.87,3,2,91.12,0,0,0,0,0,57.52,49.92
0,0,74.65,3,1,74.01,0,0,0,0,0,0,85.21
1,54.75,78.64,3,2,49.51,0,66.42,0,0,0,0,61.59
0,0,54.94,2,2,61.5,0,0,0,0,0,63.17,0
1,67.58,69.97,3,1,76.41,0,75.83,0,0,0,0,0
0,0,52.23,1,3,61.23,0,0,0,0,0,60.79,0
1,36.26,71.29,1,1,71.12,51.27,0,0,0,0,0,0
1,93.65,49.17,2,2,56.19,0,0,0,0,66.45,0,69.89
0,0,63.18,2,4,85.07,0,0,0,0,0,72.52,0
0,0,63.89,1,4,81.4,0,0,0,0,0,0,71.78
0,0,62.91,1,2,69.37,0,0,0,0,74.39,0,0
1,81.08,84.52,3,3,86.63,87.06,0,0,0,0,78.12,0
1,84.27,75.36,1,1,81.74,0,83.78,0,0,0,0,0
1,47.63,66,1,3,74.32,0,0,0,0,56.91,58.91,0
0,0,60.67,1,2,85.93,0,0,0,0,72.99,0,0
0,0,67.61,3,3,59.52,0,0,0,0,0,0,75.73
1,47.79,59.71,3,3,80.86,0,0,0,0,0,57.42,54.97
0,0,79.73,2,1,73.49,0,0,0,0,0,91.73,0
0,0,89.97,3,2,58.2,0,0,0,0,100,0,0
1,68.12,80.53,1,3,57.87,69.4,0,81.05,0,0,0,0
0,0,73.32,2,1,72.57,0,0,0,0,0,0,81.61
0,0,68.34,1,3,74.14,0,0,0,0,0,74.91,0
0,0,65.95,1,2,72.74,0,0,0,0,75.21,0,0
1,67.62,87.45,1,2,65.1,0,0,81.91,0,0,81.97,0
0,0,64.24,1,1,67.9,0,0,0,0,75.45,0,0
1,41.98,85.61,2,1,53.62,63.25,0,0,0,0,0,0
0,0,58.68,2,3,53.67,0,0,0,0,0,70.6,0
1,51.94,67.04,3,4,76.46,61.21,0,0,0,0,0,64.94
0,0,52.86,3,2,66.23,0,0,0,0,0,61.61,0
1,83.64,71.59,1,3,54.29,0,0,86.49,0,0,70.48,0
1,67.53,57.36,2,2,61.53,0,0,0,0,0,56.66,52.64
0,0,86.65,2,1,62.96,0,0,0,0,0,95.72,0
0,0,74.12,1,3,59.81,0,0,0,0,0,83.67,0
1,45.71,75.37,1,3,58.1,61.64,0,0,55.87,0,0,0
0,0,72.83,3,1,52.86,0,0,0,0,0,0,83.38
1,51.58,59.07,1,3,77,0,0,0,0,0,56.69,54.03
0,0,71.24,2,3,74.12,0,0,0,0,0,0,78.57
1,64.62,88.37,3,2,87.8,0,0,0,0,79.27,0,70.18
0,0,70.09,3,4,57.8,0,0,0,0,82.19,0,0
0,0,59.83,2,2,83.26,0,0,0,0,0,0,69.38
0,0,51.48,3,3,72.82,0,0,0,0,60.81,0,0
0,0,62.87,3,2,66.9,0,0,0,0,0,72.34,0
1,64.79,52.38,2,3,57.93,0,0,0,0,0,59.71,57.49
1,57.93,78.31,3,3,68.51,0,0,0,0,0,61.02,63.36
0,0,77.81,3,3,89.97,0,0,0,0,0,0,92.3
1,39.77,61.24,2,3,80.73,0,0,0,0,0,42.17,47.01
0,0,76.14,1,2,85.24,0,0,0,0,0,86.45,0
1,52.97,64.24,2,2,79.21,0,0,0,0,49.05,0,58.23
1,67.69,69.54,3,2,73.17,0,0,0,0,71.99,71.82,0
0,0,73.72,3,4,68.98,0,0,0,0,85.73,0,0
1,69.04,65.56,2,2,85.35,0,0,0,0,69.77,0,59.77
0,0,74.18,2,4,81.31,0,0,0,0,0,83.89,0
0,0,53.14,2,1,65.85,0,0,0,0,0,0,63.57
0,0,71.17,2,2,54.22,0,0,0,0,0,80.92,0
0,0,69.65,2,2,63.01,0,0,0,0,0,0,81.64
0,0,49.54,3,2,64.93,0,0,0,0,56.91,0,0
1,47.8,51.9,2,3,70.98,0,0,0,0,59.39,48.98,0
1,52.18,51.4,1,2,62.4,0,0,0,0,60.38,0,51.82
0,0,74.14,2,1,71.4,0,0,0,0,0,87.35,0
0,0,71.24,1,3,78.92,0,0,0,0,0,0,82.4
0,0,72.74,3,2,65.54,0,0,0,0,82.85,0,0
0,0,56.74,2,2,80.12,0,0,0,0,0,64.74,0
1,54.18,81.39,2,3,62.87,0,0,0,0,63.69,0,71.76
1,59.1,79.83,1,1,70.65,69.26,0,0,0,0,0,0
0,0,62.33,2,4,61.65,0,0,0,0,0,71.99,0
0,0,81.76,1,4,78.59,0,0,0,0,93.95,0,0
1,79.63,67.49,1,2,71.02,0,0,0,0,0,77.78,71.71
0,0,52.24,2,1,74.42,0,0,0,0,59.75,0,0
1,77.18,53.67,2,2,64.43,0,0,0,0,0,61.28,55.75
1,65.2,77.34,1,4,76.44,0,0,0,76.87,71.51,0,0
1,71.61,68.96,2,4,62.05,0,0,0,0,0,61.26,68.4
1,48.38,78.81,1,1,74.46,68.27,0,0,0,0,0,0
1,61.57,69.12,3,2,75.28,0,0,0,0,0,55.69,63.15
1,62.01,72.68,1,1,68.98,62.37,0,0,0,0,0,0
1,50.81,91.24,3,4,56.68,0,0,0,0,0,68.04,65.68
1,47.66,83.97,1,1,65.2,0,66.71,0,0,0,0,0
1,37.65,65.67,3,4,82.79,61.16,0,0,0,0,0,42.45
1,82.44,73.75,1,1,76.97,0,69.25,0,0,0,0,0
1,45.41,74.94,3,4,91.1,0,0,0,0,0,63.38,69.04
0,0,77.61,1,3,76.8,0,0,0,0,88.53,0,0
0,0,70.71,3,3,77.94,0,0,0,0,0,0,84.27
1,47.06,65.06,2,1,67.86,59.39,0,0,0,0,0,0
1,69.34,69.96,3,4,77.89,70.55,0,0,0,0,77.25,0
1,50.53,65.2,3,2,67.02,0,0,0,0,62.27,48.76,0
1,68.53,86.83,3,4,55.25,0,0,0,0,0,74.96,72.7
0,0,82.41,1,4,66.03,0,0,0,0,0,0,90.88
0,0,67.96,2,2,73.95,0,0,0,0,75.7,0,0
1,45.48,74.28,2,4,86.83,0,57.49,0,0,0,0,57.81
0,0,68.35,1,3,73.96,0,0,0,0,0,0,81.08
0,0,81.93,3,2,59.42,0,0,0,0,0,0,91.96
1,46.21,80.49,1,4,56.97,0,0,59.44,61.29,0,0,0
0,0,75.69,3,4,76.41,0,0,0,0,0,83.16,0
1,68.1,78.71,2,4,76.97,0,70.72,0,0,74.37,0,0
0,0,76.61,2,2,91.82,0,0,0,0,89.16,0,0
1,84,81.74,1,1,62.69,80.63,0,0,0,0,0,0
0,0,75.31,1,2,84.38,0,0,0,0,83.8,0,0
0,0,71.52,1,1,78.49,0,0,0,0,0,0,79.81
1,53.95,64.23,1,1,71.65,0,57.58,0,0,0,0,0
0,0,54.28,3,1,71.52,0,0,0,0,64.46,0,0
0,0,69.72,1,1,56.45,0,0,0,0,81.34,0,0
0,0,62.59,3,2,67.39,0,0,0,0,0,70.49,0
0,0,70.6,1,1,66.27,0,0,0,0,83.61,0,0
0,0,81.4,3,2,53.5,0,0,0,0,0,93.71,0
1,73.23,71.73,3,2,85.26,0,0,66.21,72.58,0,0,0
0,0,65.85,1,2,49.17,0,0,0,0,0,74.89,0
1,51.21,61.47,1,4,67.67,0,0,0,0,62.51,0,50.84
0,0,55.7,2,4,56.25,0,0,0,0,0,0,63.65
0,0,83.33,1,1,53.09,0,0,0,0,0,0,93.76
1,66.86,52.23,1,3,63.27,0,0,0,0,56.15,0,63.59
1,74.44,60.65,3,1,55.87,0,76.71,0,0,0,0,0
1,71.56,46.87,3,4,81.79,0,0,0,0,0,65.2,55.2
1,63.65,66.84,1,4,74.34,0,0,0,0,0,58.03,59.01
0,0,66.58,3,4,59.95,0,0,0,0,0,75.03,0
0,0,65.96,2,4,61.26,0,0,0,0,80.61,0,0
1,52.34,69.37,3,4,52.42,0,0,0,0,0,63.81,67.98
0,0,61.79,3,2,89.46,0,0,0,0,0,0,75.03
1,32.88,60.86,2,4,67.9,0,0,0,0,39.04,42.34,0
1,66.17,88.18,2,4,69.01,0,0,0,0,79.79,73.26,0
1,52.75,66.66,2,4,82.27,0,0,0,0,58.33,65.08,0
1,60.04,79.08,1,4,72.45,66.43,0,0,0,0,75.07,0
0,0,61.63,3,1,69.71,0,0,0,0,0,70.92,0
0,0,86.13,2,2,74.19,0,0,0,0,0,97.55,0
1,73.28,85.14,1,3,93.37,0,75.59,0,0,0,83.38,0
0,0,72.31,2,1,90.79,0,0,0,0,0,81.49,0
0,0,59,2,3,57.26,0,0,0,0,0,0,68.7
1,77.57,70.87,2,3,53.08,0,69.26,0,0,75.21,0,0
1,55.1,70.47,2,4,74.4,71.55,0,62.45,0,0,0,0
1,59.88,72.4,1,3,50.62,0,0,0,65.33,0,0,68.27
0,0,60.22,1,4,81.01,0,0,0,0,0,0,68.29
0,0,54.77,2,1,69.3,0,0,0,0,63.73,0,0
0,0,71.62,2,2,80.34,0,0,0,0,0,0,86.95
1,52.39,69.9,2,3,56.57,0,0,0,0,58.56,0,67.18
1,62.32,70.02,3,1,79,0,71.04,0,0,0,0,0
0,0,80.27,2,4,85.06,0,0,0,0,0,0,89.19
1,59.41,55.25,2,2,72.92,0,0,0,0,0,51.09,61.53
0,0,80.11,3,3,71.88,0,0,0,0,0,0,91.9
0,0,62.57,3,3,73.72,0,0,0,0,70.82,0,0
0,0,66.05,2,4,71.59,0,0,0,0,0,0,77.43
1,71.53,61.74,3,2,74.36,0,0,0,0,63.13,76.54,0
1,53.68,70.9,3,4,80.22,63.7,0,0,0,0,63.21,0
0,0,50.94,3,4,66.74,0,0,0,0,0,0,58.99
1,73.14,64.32,1,4,64.23,0,0,0,0,62.15,67.03,0
0,0,64.84,3,4,70.78,0,0,0,0,0,0,75.51
1,89.21,82.64,1,4,58.25,84.79,0,0,75.96,0,0,0
0,0,71.51,1,2,61.21,0,0,0,0,0,84.74,0
0,0,76.96,1,4,82.67,0,0,0,0,88.17,0,0
1,75.32,70.06,1,3,63.3,0,0,65.42,69.77,0,0,0
0,0,59.51,1,2,79.27,0,0,0,0,0,0,71.03
0,0,79.07,3,4,60.8,0,0,0,0,0,91.69,0
0,0,61.55,3,3,64.96,0,0,0,0,0,73.73,0
0,0,64.74,3,4,63.87,0,0,0,0,69.35,0,0
0,0,71.82,3,1,54.82,0,0,0,0,79.92,0,0
1,55.02,79.46,3,3,68.97,72.73,0,0,0,0,0,66.1
1,49.18,67.99,3,2,89.46,0,0,0,0,0,67.64,57.65
1,53.27,85.11,1,3,72.4,0,0,78.61,0,72.92,0,0
1,33.84,64.29,3,3,91.47,43.08,0,0,0,0,57.73,0
1,84.91,76.66,3,2,65.3,0,74.35,0,78.43,0,0,0
1,38.75,70.04,2,1,71.47,0,61.7,0,0,0,0,0
1,17.97,85.47,1,1,71.99,0,48.9,0,0,0,0,0
1,42.17,72.14,2,3,72.85,0,0,0,52.09,0,0,47.79
0,0,51.23,2,2,79.39,0,0,0,0,0,62.83,0
0,0,80.88,1,4,60.67,0,0,0,0,90.31,0,0
0,0,69.18,1,4,71.87,0,0,0,0,0,0,84.78
0,0,64.47,1,4,70.1,0,0,0,0,0,0,73.48
1,60.38,82.23,1,3,72.74,0,66.88,0,74.73,0,0,0
1,69.16,66.69,2,1,70.94,64.81,0,0,0,0,0,0
1,64.29,76,2,2,70.07,69.96,0,0,79.95,0,0,0
1,74.68,62.32,1,3,77.46,0,0,0,0,60.02,0,62.69
0,0,61.64,2,1,66.06,0,0,0,0,0,0,71.96
1,51.79,88.11,3,3,75.68,64.01,0,0,0,0,0,66.8
0,0,62.13,1,4,77.77,0,0,0,0,68.54,0,0
0,0,64.15,3,3,72.71,0,0,0,0,74.73,0,0
1,39.37,52.92,3,3,74.06,48.35,0,0,0,0,47.04,0
1,67.51,86.3,3,1,68.6,80.94,0,0,0,0,0,0
1,52.8,73.98,3,3,62.61,0,0,0,0,0,55.54,70.68
0,0,72.38,3,2,96,0,0,0,0,81.32,0,0
1,72.14,79.75,1,1,50.94,66.09,0,0,0,0,0,0
1,42.03,56.71,3,3,58.49,0,0,0,0,0,51.87,48.28
1,66.1,64.59,1,3,86.27,0,0,0,0,55.96,67.69,0
0,0,69.09,2,1,64.49,0,0,0,0,0,79.86,0
1,62.21,54.52,2,4,58.61,0,0,0,0,0,55.98,49.33
1,45.34,83.11,3,1,83.31,0,65.64,0,0,0,0,0
1,73.19,69.82,2,3,81.04,0,0,0,0,79.56,74.39,0
1,69.53,66.77,1,4,71.84,0,0,0,0,68.22,59.31,0
1,68.14,72.36,1,3,67.58,0,64.34,75.5,0,0,0,0
0,0,62.47,3,3,66.11,0,0,0,0,0,72.51,0
0,0,70.45,2,1,59.44,0,0,0,0,0,0,81.54
1,73.21,100,3,3,72.11,88.43,0,0,0,0,89.71,0
0,0,76.05,2,1,91.28,0,0,0,0,0,0,85.55
0,0,86.68,3,1,80.49,0,0,0,0,0,97.91,0
0,0,66.45,2,4,73.99,0,0,0,0,0,0,75.77
1,70.45,62.48,1,1,66.78,0,64.09,0,0,0,0,0
0,0,73.1,3,3,55.52,0,0,0,0,81.03,0,0
1,69.78,56.58,3,2,68.75,0,0,0,0,56.62,0,60.58
0,0,46.93,2,1,67.89,0,0,0,0,0,0,54.99
1,48.5,77.32,3,2,81.93,0,0,0,63.58,0,0,69.34
0,0,76.41,2,3,60.86,0,0,0,0,86.33,0,0
1,45.03,78.34,3,4,80.72,54.93,0,0,0,0,0,63.84
1,39.4,70.28,3,2,83.07,0,59.08,0,0,53.66,0,0
0,0,89.78,3,1,79.65,0,0,0,0,0,99.45,0
1,86.42,69.13,2,1,83.04,75.48,0,0,0,0,0,0
0,0,64.46,1,4,59.87,0,0,0,0,0,75.47,0
0,0,39.94,2,3,62.95,0,0,0,0,48.73,0,0
0,0,69.53,1,4,71.64,0,0,0,0,0,0,79.1
1,61.69,78.32,3,3,67.7,66.67,0,0,0,0,61.47,0
0,0,70.07,2,2,69.18,0,0,0,0,0,79.25,0
1,61.01,81.24,2,2,82.93,0,0,67.5,0,63.01,0,0
0,0,92.95,2,4,59.09,0,0,0,0,0,100,0
1,59.46,68.27,1,2,77.12,0,0,0,0,63.37,64.64,0
1,65.04,82.31,1,1,61.68,74.17,0,0,0,0,0,0
0,0,54.14,3,2,57.92,0,0,0,0,62.96,0,0
1,55.92,80.31,3,1,63.65,69.13,0,0,0,0,0,0
1,64.27,70.63,2,4,69.47,0,74.63,64.07,0,0,0,0
0,0,67.79,1,3,60.19,0,0,0,0,0,0,80.37
1,59.57,68.37,2,3,66.74,0,0,0,0,0,57.38,70.83
1,55.13,68.44,3,2,75.31,0,0,0,0,55.64,0,68.18
1,52.07,66.91,2,1,64.94,0,66.52,0,0,0,0,0
1,62.61,71.99,2,4,65.08,0,0,0,0,0,65.59,77.14
1,68.5,68.26,1,4,85.75,0,0,0,0,68.05,71.25,0
0,0,58.44,1,4,74.65,0,0,0,0,0,66.28,0
0,0,74.17,1,2,76.04,0,0,0,0,86.3,0,0
1,48.93,63.92,1,3,73.42,0,0,0,0,62.36,60.62,0
1,41.94,80.48,2,4,57.4,0,0,51.98,63.05,0,0,0
1,66.26,69.66,3,3,65.79,77.74,0,0,0,0,68.14,0
1,70.32,71.27,2,1,75.03,68.28,0,0,0,0,0,0
0,0,49.51,3,3,87.72,0,0,0,0,0,61.32,0
1,80.22,57.43,1,1,72.07,74.18,0,0,0,0,0,0
0,0,79.4,1,1,86.08,0,0,0,0,0,0,87.45
0,0,62.66,1,3,54.49,0,0,0,0,0,73.68,0
1,56.99,64.68,3,1,67.85,0,59.56,0,0,0,0,0
0,0,67.22,2,3,66.47,0,0,0,0,77.03,0,0
1,48.9,83.64,2,3,61.73,58.84,0,0,65.18,0,0,0
0,0,73.74,1,1,80.92,0,0,0,0,0,84.49,0
1,67.14,83.1,1,1,74.87,0,81.4,0,0,0,0,0
1,27.63,67.32,2,2,80.77,0,0,0,0,54.09,54.01,0
0,0,72.13,3,3,66.06,0,0,0,0,0,0,83.21
1,56.41,57.97,3,1,71.08,57.38,0,0,0,0,0,0
1,56.3,81.78,3,1,51.4,73.39,0,0,0,0,0,0
0,0,71.09,3,3,60.26,0,0,0,0,0,0,85.13
1,58.29,70.44,2,3,82.06,60.66,56.44,0,0,0,0,0
0,0,73.38,1,2,71.44,0,0,0,0,0,83.3,0
0,0,84.47,3,2,74.6,0,0,0,0,0,0,93.45
0,0,67.86,1,3,72.61,0,0,0,0,0,77.35,0
0,0,86.63,1,4,69.09,0,0,0,0,97.76,0,0
1,46.56,61.48,1,2,62.84,0,0,0,0,0,57.26,56.98
0,0,74.22,3,4,76.9,0,0,0,0,86.22,0,0
0,0,90.09,2,2,84.52,0,0,0,0,0,98.9,0
1,62.96,65.1,2,3,88.9,0,0,0,0,73.91,0,68.36
0,0,72.45,3,3,77.15,0,0,0,0,0,0,80.81
0,0,78.78,1,4,61.81,0,0,0,0,0,87.27,0
0,0,68.62,1,1,73.39,0,0,0,0,0,0,78.09
1,78.86,55,2,3,67.39,0,0,0,0,0,73.7,61.95
0,0,59.44,3,2,68.61,0,0,0,0,0,68.11,0
1,40.36,75.81,1,3,76.56,0,0,63.86,66.4,0,0,0
0,0,78.92,1,1,65.29,0,0,0,0,0,0,86.77
0,0,77.85,2,3,71.56,0,0,0,0,86.84,0,0
0,0,81.46,3,3,73.75,0,0,0,0,0,89.7,0
0,0,70.72,1,4,78.89,0,0,0,0,81.66,0,0
1,60.47,72.08,3,2,65.85,0,56.98,0,0,66.22,0,0
1,58.62,54.81,2,4,71.29,0,0,0,0,49.76,58.59,0
1,80.33,73.17,2,4,71.4,0,0,0,77.21,0,0,77.61
0,0,76.13,3,1,80.12,0,0,0,0,84.98,0,0
0,0,64.17,3,2,67.83,0,0,0,0,73.95,0,0
1,86.92,76.44,2,1,75.3,0,89.2,0,0,0,0,0
1,60.41,51.84,2,2,64.17,0,0,0,0,65.69,56.5,0
0,0,77.51,2,4,94.12,0,0,0,0,0,86.3,0
1,58.43,73,2,2,90.08,60.71,63.7,0,0,0,0,0
1,80.51,91.11,2,2,59.14,89.11,0,0,0,95.57,0,0
0,0,84.13,1,4,89.07,0,0,0,0,93.96,0,0
1,62.3,85.07,1,1,63.83,63.7,0,0,0,0,0,0
1,36.23,78.17,1,4,85.14,0,65.06,0,0,0,49.05,0
0,0,76.47,3,4,69.35,0,0,0,0,0,85.54,0
1,41.81,58.18,2,2,57.21,0,0,0,0,52.59,0,55.74
0,0,66.65,3,4,74,0,0,0,0,0,75.54,0
1,55.77,88.27,1,1,73.92,69.78,0,0,0,0,0,0
1,42.63,55.44,3,4,50.79,0,0,0,0,0,54.74,45.41
0,0,65.5,3,2,81.02,0,0,0,0,0,0,76.71
0,0,55.81,2,4,80.44,0,0,0,0,0,0,64.02
0,0,84.51,2,4,79.74,0,0,0,0,0,96.97,0
0,0,64.34,1,1,79.24,0,0,0,0,76.35,0,0
1,73.76,85.45,2,1,64.96,0,78.6,0,0,0,0,0
1,59.14,65.86,3,2,71.71,0,0,0,0,0,59.08,57.43
0,0,64.96,1,3,79.34,0,0,0,0,0,0,74.17
0,0,82.79,3,1,51.23,0,0,0,0,93.37,0,0
1,53.95,79.39,2,3,82.41,0,0,0,0,0,64.6,75.61
1,74.24,42.84,2,2,72.8,0,0,0,0,66.83,67.49,0
0,0,74.51,3,2,66.31,0,0,0,0,0,0,82.26
0,0,76,2,4,77.32,0,0,0,0,85.46,0,0
0,0,72.1,1,4,80.27,0,0,0,0,0,0,81.67
1,77.24,63.42,2,1,78.41,80.05,0,0,0,0,0,0
0,0,70.28,1,1,73.5,0,0,0,0,80,0,0
1,60.66,66.02,3,2,70.87,0,0,0,0,53.86,70.74,0
0,0,72.11,1,1,79.13,0,0,0,0,0,0,84.1
0,0,67.98,1,1,68.95,0,0,0,0,0,79.83,0
1,63.19,63.78,1,3,64.24,0,0,0,0,57.26,66.59,0
0,0,71.64,1,4,76.34,0,0,0,0,0,82.62,0
0,0,78.02,2,1,77.91,0,0,0,0,87.13,0,0
0,0,72.89,2,3,58.06,0,0,0,0,0,0,82.16
1,50.36,64.46,1,3,66.59,0,0,0,0,53.31,0,61.15
1,62.25,73.36,1,1,79.34,0,76.02,0,0,0,0,0
0,0,80.7,3,4,65.38,0,0,0,0,0,92.18,0
0,0,85.95,2,2,74.89,0,0,0,0,94.52,0,0
0,0,82.08,2,1,82.74,0,0,0,0,91.18,0,0
1,74.95,75.37,2,3,45.55,80.84,66.15,0,0,0,0,0
0,0,59.91,3,1,54.57,0,0,0,0,0,67.9,0
0,0,56.34,2,3,77.25,0,0,0,0,0,0,63.99
1,59.32,67.98,3,1,71,60.55,0,0,0,0,0,0
0,0,55.91,1,1,62.33,0,0,0,0,62.85,0,0
1,72.76,62.15,1,3,71.99,0,0,0,0,60.78,0,76.56
0,0,68.3,3,2,61.1,0,0,0,0,0,0,76.85
0,0,65.16,1,2,72.04,0,0,0,0,0,74.29,0
1,61.27,66.72,2,1,68.76,71.52,0,0,0,0,0,0
1,35.9,56.72,1,3,63.1,0,0,0,0,44.7,0,48.14
0,0,72.31,1,1,86.43,0,0,0,0,0,0,86.28
0,0,79.97,2,4,68.57,0,0,0,0,0,88.71,0
1,71.36,64.52,1,3,65.07,0,0,0,0,0,66.13,65.49
1,59.85,77.26,3,3,63.31,0,0,0,0,0,69.79,65.7
1,78.57,96.63,2,4,76.22,89.99,0,0,0,80.6,0,0
0,0,69.08,1,4,77.49,0,0,0,0,0,0,83.6
0,0,76.51,2,1,75.07,0,0,0,0,84.49,0,0
0,0,71.97,2,4,83.4,0,0,0,0,84.57,0,0
0,0,79.7,3,1,71.17,0,0,0,0,0,86.32,0
0,0,52.81,3,4,86.49,0,0,0,0,0,61.38,0
1,21.88,59.43,1,1,80.17,0,49.17,0,0,0,0,0
0,0,71.43,2,3,47.44,0,0,0,0,0,79.63,0
0,0,78.87,1,3,71.02,0,0,0,0,0,0,89.01
0,0,71.31,2,2,66.88,0,0,0,0,0,0,81.61
0,0,53.35,3,1,57.79,0,0,0,0,61.35,0,0
0,0,61.76,1,2,72.1,0,0,0,0,71.74,0,0
1,68.37,62.05,1,3,85.1,0,0,0,0,0,62.71,56.31
