EnrolledElectiveBefore,GradeAvgPrevElec,Grade,Major,Class,GradePerm,Course1,Course2,Course3,Course4,Course5
0,0,71.06,1,1,68.93,0,0,0,0,82.22
1,44.51,70.28,3,3,81.15,52.72,0,0,59.6,0
1,53.45,65.74,2,4,56.2,0,0,0,61.48,62.58
0,0,84.22,1,3,55.49,0,0,0,0,94.9
1,53.91,74.56,2,4,81.62,0,69.49,0,71.44,0
1,51.97,64.71,1,1,82.51,62.61,0,0,0,0
1,60.38,68.92,3,2,63.48,0,0,0,68.11,74.21
0,0,62.59,2,4,50.86,0,0,73,0,0
0,0,63.92,1,1,75.97,0,0,0,0,75.72
1,60.32,63.59,2,4,74.87,0,0,67.71,0,69.76
1,61.49,58.66,3,3,70.43,0,0,0,61.61,64.39
1,63.41,77.77,3,4,75.05,67.29,0,0,0,61.09
1,44.75,67.09,1,3,75.58,0,0,55.9,0,51.82
0,0,75.54,1,1,66.68,0,0,0,82.87,0
1,64.63,63.3,1,1,58.91,62.01,0,0,0,0
0,0,69.4,3,1,85.57,0,0,79.02,0,0
1,72.98,62.89,2,2,71.97,0,0,71.93,0,60.83
0,0,77.2,1,1,60.27,0,0,0,86.13,0
0,0,67.52,2,1,77.2,0,0,0,79.4,0
0,0,62.69,3,4,78.13,0,0,70.59,0,0
0,0,53.58,2,2,84.19,0,0,0,66.67,0
1,70.49,72.76,1,4,74.24,0,74.39,0,80.81,0
1,44.08,62.92,1,2,65.53,0,0,57.65,54.19,0
1,56.66,69.84,1,4,66.58,0,0,60.66,0,56.58
1,47.12,65.08,3,3,81.04,0,0,0,51.23,64.43
1,60.76,79.54,3,3,64.9,67.23,0,0,67.33,0
0,0,75.44,3,1,86.3,0,0,0,86.81,0
1,79.9,74.47,2,3,69.97,72.78,0,0,86.07,0
0,0,63.84,1,3,62.61,0,0,0,70.68,0
1,60.9,74.66,3,2,71.01,0,0,59.14,75.28,0
0,0,87.15,3,4,77.16,0,0,0,0,97.91
1,48.57,61.68,1,2,69.89,0,0,46.42,50.8,0
0,0,71.72,1,2,77.54,0,0,0,81.73,0
1,74.05,53.51,1,3,59.88,0,0,53.91,0,64.27
1,52.12,83.99,2,2,68.52,58.14,0,75.76,0,0
0,0,66.02,2,4,79.79,0,0,0,0,77.3
0,0,77.83,3,3,67.14,0,0,84.32,0,0
0,0,52.77,2,2,59.43,0,0,63.92,0,0
1,67.08,87.98,3,3,68.76,71.33,0,0,74.59,0
1,73.96,66.43,1,2,54.52,0,0,76.83,68.67,0
1,57.37,75.46,2,3,66.84,0,65.26,0,65.76,0
0,0,71.51,3,3,53.15,0,0,0,82.96,0
0,0,67.45,3,4,53.7,0,0,0,79.34,0
1,47.15,86.86,2,4,87.24,0,65.84,0,0,60.77
0,0,53.52,3,2,72.52,0,0,0,65.44,0
0,0,72.99,1,2,81.49,0,0,0,83.22,0
1,53.94,79.11,3,2,57.87,0,59.88,0,0,70.62
0,0,69.7,1,1,66.39,0,0,0,81.52,0
0,0,68.82,2,1,72.41,0,0,0,79.46,0
0,0,68.57,2,4,65.19,0,0,76.12,0,0
1,62.85,57.72,3,4,59.87,54.79,0,0,59.9,0
0,0,70.38,2,2,68.04,0,0,0,83.53,0
1,87.34,75.13,2,2,69.64,0,81.52,82.31,0,0
0,0,70.69,1,1,79.66,0,0,0,0,77.73
1,42.23,67.28,1,4,68.16,0,0,62.6,63.5,0
0,0,65.1,2,2,76.44,0,0,74.51,0,0
1,79.94,67.21,2,2,75.11,0,0,0,82.4,73.98
1,47.74,82.58,3,4,68.87,74.18,0,0,0,65.38
0,0,49.13,1,4,67.99,0,0,0,0,58.03
0,0,70.4,2,1,74.6,0,0,78.29,0,0
1,29.29,66.72,3,3,76.52,47.14,0,0,0,56.78
0,0,84.56,1,1,68.8,0,0,0,95.29,0
1,74.51,70.55,3,4,83.75,0,0,0,79.38,72.68
0,0,84.85,2,4,40.05,0,0,0,0,97.53
1,56.04,48.76,2,2,77.09,0,0,48.54,54.56,0
0,0,74.6,2,2,75.93,0,0,0,0,83.81
0,0,72.8,1,4,86.27,0,0,82.41,0,0
0,0,83.91,1,3,75.3,0,0,0,97.45,0
0,0,53.59,2,2,64.1,0,0,0,58.86,0
1,79.88,68.45,3,2,55.1,0,0,72.86,0,81.07
1,63.08,70.66,2,1,62.03,68.09,0,0,0,0
0,0,65.04,2,1,74.73,0,0,0,74.79,0
1,95.09,82.17,1,2,75.5,94.56,0,0,0,80.99
0,0,66.61,3,2,74.18,0,0,0,73.88,0
1,56.11,90.35,3,2,63.48,0,0,0,71.28,73.16
1,65.47,80.54,1,2,62.69,63.76,0,0,63.48,0
0,0,79.51,3,4,81.17,0,0,91.6,0,0
1,83.89,75.59,3,3,70.04,0,0,0,76.48,70.25
0,0,59.36,2,1,57.84,0,0,0,67.92,0
0,0,65.69,3,1,72.76,0,0,74.15,0,0
0,0,75.73,1,2,73.19,0,0,0,0,88.75
0,0,76.78,2,2,46.28,0,0,88.87,0,0
0,0,83.07,2,4,65.97,0,0,0,0,92.33
1,44.9,65.33,1,2,71.51,0,0,54.28,0,51.07
1,85.22,61.4,3,1,80.22,0,82.98,0,0,0
0,0,78.59,2,2,72.87,0,0,0,87.89,0
0,0,61.9,3,4,53.58,0,0,73.9,0,0
0,0,78.73,3,2,72.27,0,0,0,89.76,0
0,0,82,3,3,56.27,0,0,0,0,93.27
1,67.22,74.56,1,4,61.13,0,62.34,0,0,77.13
1,100,66.42,3,1,77.79,92.14,0,0,0,0
0,0,70.41,2,3,65.71,0,0,0,0,77.74
0,0,75.93,2,4,56.32,0,0,0,87.9,0
1,64.13,70.1,1,2,80.6,0,0,59.1,0,64.93
0,0,91.98,2,3,70.31,0,0,100,0,0
1,67.61,60.09,3,3,56.18,67.18,0,0,62.39,0
1,58.26,59.97,2,1,73.23,54.55,0,0,0,0
1,45.79,60.23,1,3,77.19,0,0,57.29,60.25,0
1,63.67,64.1,3,2,53.34,0,0,57.86,70.76,0
1,81.02,48.21,3,4,71.47,0,0,0,68.46,62.04
1,53.84,63.7,1,2,75.65,0,0,0,51.42,51.56
1,67.93,63.47,2,4,65.66,0,0,62.64,0,69.75
1,63.69,70.79,3,2,77.44,71.9,0,0,68.72,0
1,72.95,74.18,2,2,61.98,0,0,0,63.8,83.26
1,47.93,57.6,3,1,78.51,51.36,0,0,0,0
1,95.2,79,1,2,62.27,0,0,77.66,0,94.87
0,0,88.02,2,1,74.56,0,0,0,96.93,0
0,0,67.92,1,4,70.99,0,0,76.44,0,0
1,74.07,85.74,1,4,68.51,0,0,0,78.08,73.74
1,64.45,71.99,3,1,70.29,75.26,0,0,0,0
1,72.45,89.89,1,1,68.65,0,75.47,0,0,0
1,52.56,81.17,2,2,79.69,0,0,57.47,65.88,0
0,0,54.36,3,4,64.93,0,0,0,67.51,0
0,0,70.19,3,1,61.65,0,0,84.49,0,0
1,83.54,80.54,1,4,75.54,89.87,0,0,76.95,0
0,0,70.31,3,3,84.26,0,0,0,80.46,0
0,0,69.63,1,3,64.16,0,0,0,0,76.98
1,50.13,82.7,3,4,89.61,0,0,0,69.38,59.69
0,0,62.9,2,2,68.37,0,0,0,0,73.09
1,63.38,70.18,1,3,54.9,0,60.84,0,0,73.65
0,0,73.24,2,3,71.74,0,0,0,0,81.4
1,90.21,66.66,2,3,87.98,0,0,82.71,83.17,0
0,0,69.8,2,3,63.92,0,0,0,78.57,0
0,0,77.75,3,1,87.14,0,0,0,0,85.75
1,47.04,74.33,2,3,70.19,63.08,0,0,0,69.63
0,0,61.91,2,4,65.04,0,0,73.23,0,0
0,0,58.96,3,2,69.6,0,0,0,0,70.99
0,0,62.11,3,2,71,0,0,73.98,0,0
0,0,70.01,1,3,81.28,0,0,81.26,0,0
0,0,68.4,3,3,59.96,0,0,78.52,0,0
1,75.97,61.68,3,3,78.91,60.15,0,0,0,66.39
0,0,64.02,1,4,71.13,0,0,0,76.27,0
1,66.5,54.8,1,3,78.76,0,0,58.54,0,62.74
0,0,74.18,1,3,64.68,0,0,86.3,0,0
0,0,69.6,2,1,73.76,0,0,0,0,79.87
1,80.78,57.4,3,2,58.15,0,0,65.21,73.47,0
1,55.45,70.29,3,2,78.25,0,64.74,0,0,70.03
1,66.62,83.43,1,1,70.26,0,82.12,0,0,0
1,62.68,62.6,1,4,70.03,0,0,67.83,0,67.92
0,0,83.15,3,4,74.31,0,0,0,95.33,0
0,0,66.77,1,1,64.77,0,0,0,78.68,0
1,64.34,71.98,3,4,75.46,0,0,0,63.27,69.15
0,0,70.98,3,1,84.59,0,0,0,85.27,0
1,57.02,84.02,3,2,60.23,0,68.2,72.2,0,0
1,61.41,71.58,1,4,74.07,0,0,0,73.16,69.97
1,42.79,58.58,3,4,71.46,47.34,0,0,0,49.55
1,54.63,56.89,2,2,77.69,0,0,50.2,0,57.05
0,0,54.67,3,3,69.66,0,0,63.03,0,0
0,0,52.88,1,4,80.7,0,0,0,61.66,0
1,53.67,70.46,3,1,75.59,56.22,0,0,0,0
0,0,60.42,2,2,96.21,0,0,0,0,68.15
0,0,69.19,3,2,69.4,0,0,0,0,79.58
1,63.02,62.96,2,3,76.08,0,0,66.71,69.61,0
1,68.11,62.29,2,4,54.77,0,0,57.62,72.82,0
1,32.73,65.19,3,3,80.42,0,0,0,56.11,39.79
0,0,77.04,1,2,75.28,0,0,87.22,0,0
0,0,79.29,3,1,79.51,0,0,0,0,90.34
0,0,73.71,2,4,71.06,0,0,0,0,84.71
1,85.11,60.1,3,4,65.38,73.93,0,0,0,77.43
1,62.42,76.44,3,3,73.97,73.61,0,0,61.53,0
0,0,76.89,1,2,58.66,0,0,0,80.74,0
1,48.14,72.75,2,3,79.27,61.6,56.77,0,0,0
0,0,63.96,1,1,65.33,0,0,74.91,0,0
0,0,77.09,1,2,53.74,0,0,0,0,88.08
0,0,74.23,3,4,72.98,0,0,0,0,83.38
1,63.22,38.83,3,1,77.78,0,44.34,0,0,0
1,61.46,76.44,2,3,61.37,74.61,67.17,0,0,0
0,0,50.86,2,1,82.8,0,0,0,0,61
1,70.52,76.64,2,1,56.87,0,65.42,0,0,0
0,0,68.46,2,3,62.15,0,0,76.93,0,0
1,43.54,81.94,1,1,60.44,62.98,0,0,0,0
0,0,69.02,2,2,62,0,0,81.28,0,0
0,0,61.13,2,4,62.29,0,0,71.91,0,0
1,44.32,68.53,3,3,69.71,0,0,0,47.96,60.62
0,0,80.6,1,1,53.92,0,0,0,85.01,0
0,0,70.26,2,1,76.44,0,0,0,79.94,0
0,0,68.86,1,3,72.07,0,0,0,0,78.37
0,0,77.44,3,1,88.08,0,0,88.39,0,0
0,0,72.1,1,2,67.02,0,0,82.9,0,0
1,56.9,69.94,1,4,58.03,0,0,65.67,65.22,0
1,49.83,83.66,2,3,64.11,0,0,0,70.44,70.13
1,71.31,85.55,1,4,58.02,0,0,82.75,84.24,0
1,75.98,76.13,2,2,74.04,0,77.45,0,80.8,0
1,74.78,67.14,3,2,71.01,0,0,78.76,63.49,0
1,71.5,84.97,2,4,65.13,88.11,0,0,0,87.85
1,66.04,81.83,3,2,53.59,69.37,70.7,0,0,0
1,33.36,77.19,3,3,75.01,45.55,0,0,0,48.69
0,0,57.84,2,3,69.18,0,0,0,67.22,0
0,0,71.41,2,2,84.01,0,0,82.33,0,0
0,0,62.56,1,3,83.15,0,0,0,0,70.87
0,0,68.41,2,2,84.15,0,0,0,0,78.09
1,81.5,72.4,3,2,73.07,72.52,0,0,77.66,0
1,66.28,71,1,1,59.93,77.89,0,0,0,0
1,66.53,65.25,2,4,67.29,0,0,73.03,64.18,0
1,51.01,82.73,1,4,67.94,0,59.29,0,0,59.86
0,0,53.04,1,2,70.73,0,0,0,63.7,0
1,47.19,77.3,3,3,69.7,72.05,0,0,0,72.08
0,0,51.43,3,2,73.36,0,0,60.19,0,0
0,0,73.83,3,2,74.66,0,0,0,0,85.44
1,57.66,61.13,2,1,86.96,63.9,0,0,0,0
1,75.74,78.78,3,4,61.12,0,0,0,80.97,73.23
1,100,70.86,1,2,94.51,0,0,0,79.98,86.34
0,0,72.48,3,2,62.6,0,0,0,82.29,0
1,39.77,59.82,1,1,71.55,0,58.37,0,0,0
1,78.97,63.45,3,1,53.51,70.2,0,0,0,0
1,55.49,72.07,1,4,69.85,70.56,0,0,0,68.51
0,0,75.84,2,3,54.67,0,0,0,0,87.81
1,63.15,99.29,1,4,69.28,80.16,0,89.38,0,0
1,41.39,72.23,1,2,64.02,0,60.45,65.7,0,0
1,63.34,79.76,2,2,69.9,0,76.25,0,0,64.07
1,58.67,54.43,2,1,80.33,0,48.04,0,0,0
1,61.48,56.7,3,3,62.23,0,0,0,52.24,56.15
0,0,66.45,3,2,62.08,0,0,0,74.6,0
0,0,58.03,2,4,62,0,0,66.09,0,0
1,60.25,84.86,2,4,59.82,0,0,65.41,69.4,0
0,0,65.9,2,2,75.83,0,0,0,75.1,0
0,0,83.82,3,1,73.74,0,0,0,89.18,0
0,0,84.87,3,1,69.63,0,0,98.98,0,0
1,38.55,70.43,2,1,62.6,61.61,0,0,0,0
0,0,75.02,2,2,60.32,0,0,0,0,89.26
1,38.51,69.44,1,2,79.84,0,0,0,51.4,49.72
0,0,75.38,2,3,57.72,0,0,0,0,84.19
1,74.08,74.83,3,1,69.94,0,66.98,0,0,0
0,0,68.76,3,1,67.47,0,0,0,79.17,0
1,44.28,75.05,2,4,59.03,59.88,0,0,67.4,0
1,47.1,87.24,3,1,65.69,0,58.89,0,0,0
0,0,77.13,2,2,76.53,0,0,0,88.38,0
1,53.98,73.26,1,3,59.21,0,0,0,54.78,72.46
0,0,71.25,3,3,59.01,0,0,0,0,81.79
0,0,59.87,3,1,60.86,0,0,0,0,64.87
0,0,59.73,2,2,73.66,0,0,0,0,69.01
1,53.98,73.23,2,1,74.56,71.26,0,0,0,0
0,0,56.31,3,1,63.2,0,0,0,0,65.44
1,44.35,62.34,2,3,61.13,0,0,0,44.97,53.65
0,0,82.82,3,3,68.17,0,0,0,0,95.49
1,70.16,89.14,1,2,72.8,84.51,0,0,78.77,0
1,60.78,53.34,1,4,83.82,0,0,56.4,57.37,0
0,0,86.27,3,4,58.31,0,0,0,0,96.71
1,56.53,67.89,2,1,80.14,63.82,0,0,0,0
1,35.42,69.85,3,1,79.34,51.08,0,0,0,0
0,0,68.87,2,2,53.45,0,0,0,78.73,0
1,92.24,80.81,3,1,69.44,90.42,0,0,0,0
1,58.65,53.92,1,2,84.62,0,0,0,52.81,48.04
1,70.97,74.56,1,4,74.47,0,0,74.75,0,74.71
1,59.02,60.55,1,2,82.7,0,0,0,49.88,64.18
1,65.22,75.71,1,2,85.48,0,0,61.2,0,75.46
0,0,85.43,3,3,88.59,0,0,95.01,0,0
0,0,70,1,1,65.71,0,0,81.98,0,0
1,59.54,73.74,2,4,80.12,0,64.8,69.16,0,0
1,83.68,74.1,1,3,80.8,0,0,0,86.98,73.99
1,48.07,62,2,4,57.6,0,0,52.89,58.03,0
1,51.5,85.12,1,3,59.97,0,63.07,67.77,0,0
0,0,87.06,2,2,69.43,0,0,0,0,97.09
1,64.04,77.02,1,2,74.17,64.27,0,0,0,71.96
0,0,70.73,3,1,70.24,0,0,0,0,77.26
0,0,65.38,1,4,60.17,0,0,76.83,0,0
1,67.49,63.74,1,2,65.62,0,0,0,65.96,64.42
0,0,87.11,3,4,73.42,0,0,0,0,94.68
1,78.89,84.14,1,1,75.44,0,76.16,0,0,0
0,0,69.36,3,1,61.68,0,0,77.37,0,0
1,37.56,54.2,2,1,72.23,36.79,0,0,0,0
1,97.9,41.68,2,1,70.14,0,72.88,0,0,0
0,0,59.17,3,1,59.49,0,0,0,0,70.74
1,57.48,68.69,3,4,78.44,53.48,0,0,0,70.39
1,65.67,84.01,3,2,55.17,75.66,0,77.07,0,0
0,0,63.48,3,3,78.1,0,0,71.81,0,0
1,57.42,75.05,3,1,44.21,0,58.57,0,0,0
0,0,83.03,1,3,76.64,0,0,0,0,92.31
0,0,71.29,1,1,84.2,0,0,85.08,0,0
0,0,68.58,3,3,59.02,0,0,73.74,0,0
0,0,56.91,1,3,71.93,0,0,64.97,0,0
1,73.82,57.98,3,1,78.69,0,63.62,0,0,0
0,0,74.16,2,2,78.99,0,0,0,0,87.21
0,0,67.99,3,4,79.54,0,0,80.11,0,0
1,58.01,71.23,3,2,68.39,64.12,56.67,0,0,0
0,0,69.53,2,2,60.1,0,0,82.67,0,0
0,0,76.64,3,4,67.44,0,0,0,88.8,0
0,0,62.15,2,2,63.57,0,0,71.89,0,0
1,60.71,66.64,2,4,62.33,0,0,0,60.16,73.39
0,0,88.96,2,3,70.01,0,0,0,99.21,0
1,67.97,62,3,1,82.61,0,58.74,0,0,0
0,0,67.18,2,1,63.47,0,0,0,78.11,0
0,0,64.11,2,4,88.96,0,0,74.49,0,0
0,0,74.45,3,2,72.18,0,0,0,0,84.88
0,0,80.22,2,4,81.83,0,0,0,0,92.32
1,81.07,65.02,3,1,80.54,67.41,0,0,0,0
1,62.2,65.69,3,1,72.52,0,64.41,0,0,0
1,37.78,67.21,3,1,70.87,0,56.08,0,0,0
0,0,75.3,3,3,59.94,0,0,84.02,0,0
0,0,62.61,1,1,75.88,0,0,68.96,0,0
1,42.43,66.24,2,4,53.81,0,0,50.01,0,63.93
1,71.47,46.28,3,1,71.58,0,50.84,0,0,0
0,0,56.18,2,2,71.83,0,0,0,0,64.41
1,57.45,68.88,2,3,51.95,0,0,68.2,0,72.48
1,57.99,78.98,1,4,61.61,0,71.39,0,0,75.5
0,0,72.95,1,3,72.39,0,0,0,81.61,0
1,57.11,59.01,1,1,63.92,59.59,0,0,0,0
1,59.5,56,2,4,84.86,0,0,64.97,0,57.49
0,0,71.75,2,4,57.4,0,0,0,0,81.8
1,63.1,53.47,3,1,63.59,0,49.44,0,0,0
0,0,80.66,2,3,69.14,0,0,0,92.86,0
1,63.59,70.64,1,1,71.05,74.42,0,0,0,0
1,80.97,53.93,2,1,82.1,0,73.67,0,0,0
0,0,60.34,1,2,84.1,0,0,0,0,71.35
0,0,62.76,1,3,64.36,0,0,73.51,0,0
0,0,62.27,1,2,53.47,0,0,0,0,75.28
0,0,55.1,1,2,73.26,0,0,66.71,0,0
1,53.16,61.25,1,2,68.73,0,0,52.54,64.53,0
1,81.39,63.16,1,3,60.89,0,0,75.91,73.41,0
0,0,62.89,1,4,65.4,0,0,0,75.34,0
0,0,81.28,2,1,58.8,0,0,0,0,94.36
1,72.49,71.05,2,2,56.31,0,80.69,0,0,72.83
1,64.91,60.07,3,1,91.71,0,71.96,0,0,0
0,0,66.65,3,2,74.23,0,0,78.76,0,0
0,0,61.2,3,1,85.55,0,0,0,69.92,0
0,0,67,1,2,72.88,0,0,79.3,0,0
1,62.38,78.76,2,1,78.81,0,78.37,0,0,0
0,0,72.52,2,4,67.84,0,0,81.69,0,0
1,42.64,92.86,2,1,80.14,68.63,0,0,0,0
0,0,73.76,3,4,53.94,0,0,0,83.14,0
0,0,60.86,1,2,59.94,0,0,0,0,69.03
1,87.33,78.1,2,4,75.08,0,0,0,84.73,84.32
0,0,80.8,3,1,79.76,0,0,92.1,0,0
0,0,80.94,3,4,61.96,0,0,0,0,92.72
0,0,59.06,2,2,74.88,0,0,0,68.01,0
1,50.62,68.52,2,2,55.28,0,0,55.86,60.54,0
1,74.88,81.32,2,3,78.59,70.22,87.79,0,0,0
0,0,53.15,2,2,58.05,0,0,0,0,64.4
0,0,65.01,2,1,67.23,0,0,0,76.37,0
0,0,55.73,3,1,94.88,0,0,62.44,0,0
1,54.67,60.67,2,3,79.9,0,0,49,0,56.32
0,0,59.88,3,3,64.71,0,0,0,69.89,0
0,0,82.51,3,2,75.32,0,0,0,89.9,0
1,63.76,67.65,2,1,68.69,61.95,0,0,0,0
0,0,61.37,2,3,51.61,0,0,0,74.23,0
1,74.4,59.64,3,1,82,0,59.48,0,0,0
0,0,71.42,2,3,75.99,0,0,81.89,0,0
0,0,69.89,3,1,68.45,0,0,0,0,82.56
1,76.86,83.44,2,1,62.31,0,88.28,0,0,0
1,57.4,75,1,3,72.15,70.17,0,57.23,0,0
0,0,55.68,2,1,69.56,0,0,67.09,0,0
0,0,63.71,2,2,60.82,0,0,76.62,0,0
1,75.56,80.7,1,2,41.98,73.53,84.78,0,0,0
1,60.28,63.79,1,1,79.49,0,70.91,0,0,0
1,51.09,87.35,2,2,68.86,73.61,0,0,77.1,0
0,0,59.02,2,4,78.18,0,0,71.41,0,0
0,0,75.73,1,1,60.29,0,0,0,0,85.4
0,0,61.39,3,4,71.56,0,0,0,0,74.77
0,0,64.9,1,4,65.81,0,0,0,0,73.67
0,0,80.99,2,2,70.98,0,0,0,0,94.3
1,69.72,68.73,1,4,65.79,0,0,61.8,0,73.04
0,0,78.13,1,3,71.7,0,0,87.03,0,0
0,0,74.73,2,1,85.47,0,0,0,83.91,0
0,0,77.54,1,1,71.06,0,0,0,0,87.92
0,0,61.12,3,4,88,0,0,0,0,67.96
0,0,67.78,1,2,77.77,0,0,0,76.52,0
1,69.25,74.24,1,4,69.84,0,62.25,0,62.1,0
1,68.05,61.51,1,4,75.38,0,0,0,56.41,65.13
1,66.07,86.3,1,3,60.23,0,85.74,0,68.6,0
1,62.87,62.23,3,4,82.38,0,0,0,70.09,71.76
1,73.21,67,2,4,58.83,0,0,0,64.56,64.54
0,0,59.93,2,1,70.96,0,0,70.48,0,0
0,0,48.57,2,3,92.11,0,0,58.38,0,0
1,71.28,87.97,2,1,72.4,0,81.5,0,0,0
1,68.44,67.96,2,2,69.06,0,0,0,66.65,66.62
1,42.08,65.52,2,2,67.61,0,0,55.65,49.63,0
1,52.49,68.01,2,4,58.42,0,0,60.51,60.92,0
1,63.79,84.2,3,3,73.84,71.57,0,0,80.51,0
1,53.88,60.35,1,4,71.32,0,0,52.93,64.41,0
1,86.62,76.8,1,4,65.03,80.41,88.58,0,0,0
1,54.1,65.76,2,2,52.7,0,0,58.12,0,69.03
0,0,64.03,2,3,70.1,0,0,73.34,0,0
0,0,75.67,1,2,59.77,0,0,83.32,0,0
0,0,79.88,1,4,61.02,0,0,91.29,0,0
1,57.82,64.86,1,3,71.13,0,0,70.48,0,51.67
1,48.65,62.31,3,4,74.61,56.69,0,0,0,46.75
1,64.52,58.31,2,4,68.5,0,0,62.19,0,59.59
1,75.59,81.04,2,2,85.12,76.92,80.09,0,0,0
0,0,64.25,2,3,74.45,0,0,0,0,73.28
0,0,51.51,3,2,74.47,0,0,58.94,0,0
1,86.05,84.1,1,3,77.02,0,80.19,0,0,80.64
0,0,56.3,2,4,76.1,0,0,66.23,0,0
1,36.26,77.79,1,4,70.92,59.83,0,0,55.77,0
1,74.41,71.83,2,1,55.48,71.36,0,0,0,0
1,63.39,72.88,1,3,78.86,0,0,0,75.97,72.01
1,51.76,64.16,3,4,77.09,51.95,0,0,57.99,0
1,43.52,73.66,2,2,60.51,63.27,0,0,0,61.72
0,0,53.32,2,2,66.64,0,0,0,64.05,0
0,0,75.88,1,1,59.17,0,0,0,87.13,0
0,0,85.57,2,2,70.45,0,0,99.07,0,0
0,0,78.84,3,1,90.42,0,0,90.39,0,0
1,66.52,49.8,1,3,79.91,0,0,0,49.26,50.41
0,0,60.16,2,2,56,0,0,67.71,0,0
0,0,68.12,1,1,68.84,0,0,0,0,76.83
0,0,74.87,1,4,74.16,0,0,0,85.07,0
0,0,68.93,2,1,76.78,0,0,0,0,82.2
1,33.88,65.07,1,2,60.07,0,0,52.64,57.84,0
1,48.3,75.95,1,1,69.52,55.72,0,0,0,0
1,64.07,81.64,1,1,60.01,0,69.36,0,0,0
1,75.68,67.68,3,3,92.86,67.83,0,0,0,80.68
1,68.99,77.29,3,3,63.7,71.44,0,0,0,68.99
0,0,44.21,3,3,70.85,0,0,0,51.56,0
1,41.05,60.62,2,1,82.97,0,52.77,0,0,0
0,0,66.79,1,2,72.46,0,0,0,75.32,0
0,0,65.11,2,3,75.67,0,0,0,74.17,0
1,51.16,73.33,2,2,61.78,68.08,0,63.91,0,0
1,53.27,80.14,3,3,63.45,0,0,0,74.03,75.69
1,61.97,75.07,3,1,61.61,0,75.14,0,0,0
1,38.92,63.78,1,3,72.06,0,0,0,44.77,61.05
1,54.75,54.77,2,2,53.32,0,0,55.35,0,60.28
0,0,75.57,2,1,64.03,0,0,0,87.07,0
0,0,51.62,1,4,81.94,0,0,0,65.19,0
1,65.39,76.53,3,4,65.76,62.03,0,0,69.7,0
0,0,68.12,3,2,83.91,0,0,0,78.94,0
0,0,58.24,3,1,76.13,0,0,0,66.96,0
1,38.66,72.87,3,2,66.73,55.86,0,0,45.82,0
1,88.83,69.97,1,3,78.25,0,0,0,77.31,78.9
1,28.27,69.63,1,1,56.7,58.37,0,0,0,0
0,0,69.16,1,2,76.66,0,0,0,77.46,0
0,0,74.2,1,1,69.78,0,0,86.29,0,0
1,47.63,79.24,1,2,82.17,0,0,66.83,0,66.98
1,66.34,74.97,3,2,75.73,0,67.77,74.48,0,0
0,0,80.12,3,1,75.38,0,0,0,91.23,0
0,0,69.56,2,4,61.4,0,0,0,76.23,0
0,0,86.18,3,3,84.85,0,0,0,0,98.03
1,40.23,75.71,2,4,81.32,48.89,0,48.64,0,0
1,68.12,64.56,3,1,75.05,68,0,0,0,0
0,0,59.06,3,3,83.19,0,0,69.25,0,0
1,51.54,72.06,1,2,83.36,0,0,68.74,0,68.57
0,0,56.93,3,4,66.72,0,0,0,0,61.75
1,67.62,60.27,2,1,91.53,62.18,0,0,0,0
0,0,72.39,1,4,70.27,0,0,0,81.05,0
1,41.98,63.92,1,1,77.78,56.62,0,0,0,0
1,67.85,60.67,3,3,59.74,56.62,0,0,61.94,0
1,51.94,69.66,1,4,66.61,0,0,62.22,0,56.03
1,61.49,70.73,2,3,66.09,0,0,60.01,0,63.12
0,0,67.94,2,1,69.75,0,0,0,80.17,0
0,0,66.22,2,1,60.53,0,0,79.57,0,0
0,0,78.55,2,2,82.73,0,0,0,85.23,0
1,62.41,73.42,1,1,69.14,0,73.63,0,0,0
1,45.71,67.77,2,4,79.24,0,0,49.84,56.07,0
1,84.13,94.64,2,1,67.21,0,91.56,0,0,0
1,51.58,71.94,2,1,77.54,51.87,0,0,0,0
0,0,81.32,3,2,61.25,0,0,0,0,93.64
0,0,64.39,3,3,64.56,0,0,0,0,77.15
0,0,56.37,1,1,71.05,0,0,70.05,0,0
0,0,62.08,2,1,69.61,0,0,0,0,71.74
0,0,67.32,1,2,68.95,0,0,0,76.59,0
0,0,65.03,3,4,80.43,0,0,0,0,74.83
1,64.79,83.36,3,1,68.01,0,75.58,0,0,0
1,57.93,68.8,1,3,49.13,0,0,0,69.68,59.12
0,0,74.61,3,2,64.25,0,0,83.79,0,0
1,39.77,69.54,2,4,42.8,0,0,55.66,62.29,0
0,0,65.66,3,2,53.15,0,0,74.83,0,0
0,0,70.38,2,1,77.04,0,0,83.8,0,0
1,67.69,87.14,3,1,69.54,73.22,0,0,0,0
0,0,62.32,3,3,71.29,0,0,0,0,74.51
1,69.04,77.67,1,2,48.42,0,0,0,65.87,76.02
0,0,59.74,3,2,63.4,0,0,0,71.8,0
0,0,65.4,1,2,77.67,0,0,0,0,73.9
0,0,70.04,2,4,74.68,0,0,81.26,0,0
0,0,73.26,1,2,73.83,0,0,0,0,81.61
1,69.38,84.83,3,2,66.43,76,75.5,0,0,0
0,0,69.5,2,4,68.82,0,0,81.05,0,0
0,0,61.56,1,3,58.24,0,0,0,0,72.23
1,58.9,76.5,1,3,75.71,0,0,0,62.74,73.83
1,40.54,66.36,1,3,77.29,0,0,44.05,60.38,0
0,0,72.39,1,2,66.77,0,0,0,83.56,0
0,0,68.84,3,4,69.65,0,0,0,79.94,0
