EnrolledElectiveBefore,GradeAvgPrevElec,Grade,Major,Class,GradePerm,Course1,Course2,Course3,Course4,Course5,Course6,Course7
1,61.12,70.27,1,1,84.56,0,74.68,0,0,0,0,0
1,43.84,71.83,1,4,70.28,53.27,0,0,0,0,0,56.85
1,53.63,65.29,1,3,70,0,0,0,0,0,62.89,67.7
0,0,72.73,1,1,83.97,0,0,0,0,0,0,80.56
0,0,78.18,1,2,55.41,0,0,0,0,0,0,89.44
1,71.79,67.21,1,3,48.76,0,0,0,0,60.14,0,72.32
1,59.14,84.32,3,4,71.54,0,0,0,0,0,79.76,79.4
0,0,84.62,1,2,65.25,0,0,0,0,0,0,93.65
1,74.11,65.71,1,3,69.01,0,0,0,0,65.55,74.25,0
1,66.08,63.62,2,4,74.76,0,0,0,0,0,70.4,56.65
1,67.47,53.36,3,4,60.77,51.35,0,0,0,0,0,66.81
0,0,68.73,3,4,51.55,0,0,0,0,0,0,75.77
0,0,66.37,3,1,65.9,0,0,0,0,76.35,0,0
0,0,77.79,1,1,72.48,0,0,0,0,88.05,0,0
1,52.01,54.9,1,4,55.21,0,0,0,0,60.3,54.04,0
0,0,67.23,1,4,66.1,0,0,0,0,77.32,0,0
0,0,79.69,1,2,55.73,0,0,0,0,0,0,88.42
0,0,62.7,2,4,84.03,0,0,0,0,75.83,0,0
0,0,62.38,1,1,69.55,0,0,0,0,73.78,0,0
0,0,55.53,1,4,70.38,0,0,0,0,63.55,0,0
0,0,96.21,2,4,63.44,0,0,0,0,0,100,0
1,85.23,62.53,1,3,67.89,0,0,0,0,0,83.12,70.92
1,47.21,57,1,2,60.09,0,0,0,0,0,54.56,59.34
1,60.34,61.96,2,4,61.31,0,0,0,0,70.42,0,56.26
0,0,62.26,1,2,85.74,0,0,0,0,0,0,70.55
0,0,67.31,1,1,62.89,0,0,0,0,0,79.37,0
1,47.43,78.25,1,1,75,0,59.49,0,0,0,0,0
1,51.13,67.02,3,3,81.64,61.24,0,0,0,0,0,68.03
1,49.98,60.77,1,4,76.96,0,0,0,0,46.15,48.54,0
0,0,55.49,1,1,58.58,0,0,0,0,64.3,0,0
1,64.95,70.22,1,4,50.19,63.15,0,0,0,0,0,61.29
0,0,70.43,3,2,60.43,0,0,0,0,0,0,81.46
1,80.56,85.31,2,3,84.99,0,0,73.14,75.36,0,0,0
0,0,70.92,2,4,70.28,0,0,0,0,0,0,81.52
1,64.87,69.01,1,2,72.13,0,0,0,0,68.43,0,57
1,74.96,59.49,2,2,68.58,0,0,0,0,72.45,0,76.5
1,60.46,66.94,1,2,63.75,0,0,0,0,55.8,67.14,0
0,0,65.62,3,4,67.01,0,0,0,0,72.99,0,0
1,60.77,66.3,2,1,71.93,0,64.69,0,0,0,0,0
0,0,60.41,3,4,64.44,0,0,0,0,0,0,72.85
0,0,75.38,2,4,74.33,0,0,0,0,0,0,83.32
1,55.11,68.58,3,4,78.62,0,0,0,0,0,60.07,58.85
0,0,68,3,3,60.41,0,0,0,0,0,0,78.14
1,64.67,52.86,1,3,84.22,0,0,0,0,0,50.42,60.74
0,0,74.94,1,1,67,0,0,0,0,0,0,82.06
0,0,74.87,2,1,65.52,0,0,0,0,0,0,85.48
1,74.59,61.61,3,1,84.98,0,69.54,0,0,0,0,0
0,0,79.9,2,1,63.53,0,0,0,0,0,0,89.94
0,0,56.35,1,2,68.46,0,0,0,0,64.37,0,0
0,0,69.78,3,2,44.59,0,0,0,0,0,0,81.1
0,0,67.29,1,1,76.99,0,0,0,0,0,79.71,0
0,0,56.83,2,2,78.81,0,0,0,0,0,68.46,0
0,0,71.9,3,4,54.16,0,0,0,0,83.56,0,0
0,0,87.03,1,2,83.29,0,0,0,0,0,94.11,0
0,0,70.68,3,4,65.29,0,0,0,0,0,0,83.22
0,0,65.37,3,1,78.79,0,0,0,0,0,75.45,0
1,54.78,74.47,2,2,75.02,0,0,63.39,0,0,0,65.44
0,0,71.06,1,1,68.93,0,0,0,0,80.03,0,0
1,44.51,70.28,3,3,81.15,53,0,0,0,0,0,65.18
1,53.45,65.74,2,4,56.2,0,0,0,0,0,51.29,63.21
0,0,84.22,1,3,55.49,0,0,0,0,0,0,94.49
1,53.91,74.56,2,4,81.62,0,0,72.01,0,0,64.51,0
1,51.97,64.71,1,1,82.51,52.44,0,0,0,0,0,0
1,60.38,68.92,3,2,63.48,0,0,0,0,71.8,72.72,0
0,0,62.59,2,4,50.86,0,0,0,0,0,0,70.31
0,0,63.92,1,1,75.97,0,0,0,0,0,0,74.58
1,60.32,63.59,2,4,74.87,0,0,0,0,0,60.21,68.41
1,61.49,58.66,3,3,70.43,54.76,0,0,0,0,59.07,0
1,63.41,77.77,3,4,75.05,78.3,0,0,0,0,69.22,0
1,44.75,67.09,1,3,75.58,0,0,0,0,51.21,0,48.28
0,0,75.54,1,1,66.68,0,0,0,0,85.03,0,0
1,64.63,63.3,1,1,58.91,67.6,0,0,0,0,0,0
0,0,69.4,3,1,85.57,0,0,0,0,0,78.22,0
1,72.98,62.89,2,2,71.97,0,0,0,0,0,64.32,65.62
0,0,77.2,1,1,60.27,0,0,0,0,89.76,0,0
0,0,67.52,2,1,77.2,0,0,0,0,0,0,75.25
0,0,62.69,3,4,78.13,0,0,0,0,0,0,75.62
0,0,53.58,2,2,84.19,0,0,0,0,0,0,66.22
1,70.49,72.76,1,4,74.24,74.73,0,0,75.92,0,0,0
1,44.08,62.92,1,2,65.53,0,0,0,0,58.89,63.32,0
1,56.66,69.84,1,4,66.58,0,0,0,0,57.07,66.46,0
1,47.12,65.08,3,3,81.04,46.93,0,0,0,0,53.3,0
1,60.76,79.54,3,3,64.9,66.9,0,0,0,0,0,77.09
0,0,75.44,3,1,86.3,0,0,0,0,0,84.8,0
1,79.9,74.47,2,3,69.97,0,0,77.92,83.27,0,0,0
0,0,63.84,1,3,62.61,0,0,0,0,0,75.47,0
1,60.9,74.66,3,2,71.01,0,0,0,0,73.29,63.95,0
0,0,87.15,3,4,77.16,0,0,0,0,0,96.44,0
1,48.57,61.68,1,2,69.89,0,0,0,0,59.86,0,48.33
0,0,71.72,1,2,77.54,0,0,0,0,0,0,79.16
1,74.05,53.51,1,3,59.88,0,0,0,0,66.53,71.46,0
1,52.12,83.99,2,2,68.52,0,66.95,0,70.96,0,0,0
0,0,66.02,2,4,79.79,0,0,0,0,0,0,72.69
0,0,77.83,3,3,67.14,0,0,0,0,0,0,87.72
0,0,52.77,2,2,59.43,0,0,0,0,0,0,62.13
1,67.08,87.98,3,3,68.76,78.63,0,0,0,0,0,72.12
1,73.96,66.43,1,2,54.52,0,0,0,0,78.88,0,61.35
1,57.37,75.46,2,3,66.84,0,0,70.57,0,0,0,68.34
0,0,71.51,3,3,53.15,0,0,0,0,0,81.31,0
0,0,67.45,3,4,53.7,0,0,0,0,79.98,0,0
1,47.15,86.86,2,4,87.24,59.51,60.81,0,0,0,0,0
0,0,53.52,3,2,72.52,0,0,0,0,60.97,0,0
0,0,72.99,1,2,81.49,0,0,0,0,0,0,84.66
1,53.94,79.11,3,2,57.87,73.08,0,0,67,0,0,0
0,0,69.7,1,1,66.39,0,0,0,0,81.85,0,0
0,0,68.82,2,1,72.41,0,0,0,0,0,0,78.94
0,0,68.57,2,4,65.19,0,0,0,0,0,0,77.56
1,62.85,57.72,3,4,59.87,0,0,0,0,0,51.87,54.43
0,0,70.38,2,2,68.04,0,0,0,0,80.3,0,0
1,87.34,75.13,2,2,69.64,0,0,0,90.21,0,74.6,0
0,0,70.69,1,1,79.66,0,0,0,0,0,0,80.22
1,42.23,67.28,1,4,68.16,0,0,0,0,56.99,60.47,0
0,0,65.1,2,2,76.44,0,0,0,0,0,72.84,0
1,79.94,67.21,2,2,75.11,0,0,0,0,81.16,71.3,0
1,47.74,82.58,3,4,68.87,59.93,0,0,0,0,73.88,0
0,0,49.13,1,4,67.99,0,0,0,0,0,59,0
0,0,70.4,2,1,74.6,0,0,0,0,82.91,0,0
1,29.29,66.72,3,3,76.52,38.64,0,0,0,0,0,51.57
0,0,84.56,1,1,68.8,0,0,0,0,0,94.17,0
1,74.51,70.55,3,4,83.75,64.58,0,0,0,0,0,63.09
0,0,84.85,2,4,40.05,0,0,0,0,0,94.22,0
1,56.04,48.76,2,2,77.09,0,0,0,0,57.04,50.66,0
0,0,74.6,2,2,75.93,0,0,0,0,0,82.21,0
0,0,72.8,1,4,86.27,0,0,0,0,0,0,84.82
0,0,83.91,1,3,75.3,0,0,0,0,0,94.29,0
0,0,53.59,2,2,64.1,0,0,0,0,0,64.02,0
1,79.88,68.45,3,2,55.1,0,0,0,0,0,78.22,78.92
1,63.08,70.66,2,1,62.03,57.7,0,0,0,0,0,0
0,0,65.04,2,1,74.73,0,0,0,0,0,0,75.43
1,95.09,82.17,1,2,75.5,86.22,0,95.98,0,0,0,0
0,0,66.61,3,2,74.18,0,0,0,0,72.96,0,0
1,56.11,90.35,3,2,63.48,0,0,0,0,82.82,72.96,0
1,65.47,80.54,1,2,62.69,0,73.01,0,0,0,65.94,0
0,0,79.51,3,4,81.17,0,0,0,0,0,89.71,0
1,83.89,75.59,3,3,70.04,82.65,0,0,0,0,0,69.99
0,0,59.36,2,1,57.84,0,0,0,0,0,68.04,0
0,0,65.69,3,1,72.76,0,0,0,0,0,78.51,0
0,0,75.73,1,2,73.19,0,0,0,0,0,0,87
0,0,76.78,2,2,46.28,0,0,0,0,0,0,83.16
0,0,83.07,2,4,65.97,0,0,0,0,0,91.39,0
1,44.9,65.33,1,2,71.51,0,0,0,0,0,52.11,57.69
1,85.22,61.4,3,1,80.22,0,80.93,0,0,0,0,0
0,0,78.59,2,2,72.87,0,0,0,0,0,91.52,0
0,0,61.9,3,4,53.58,0,0,0,0,69.21,0,0
0,0,78.73,3,2,72.27,0,0,0,0,87.48,0,0
0,0,82,3,3,56.27,0,0,0,0,0,0,91.21
1,67.22,74.56,1,4,61.13,0,72.67,0,77.07,0,0,0
1,100,66.42,3,1,77.79,0,88.01,0,0,0,0,0
0,0,70.41,2,3,65.71,0,0,0,0,0,0,78.55
0,0,75.93,2,4,56.32,0,0,0,0,86.15,0,0
1,64.13,70.1,1,2,80.6,0,0,0,61.35,59.45,0,0
0,0,91.98,2,3,70.31,0,0,0,0,0,100,0
1,67.61,60.09,3,3,56.18,65.87,0,0,0,0,69.39,0
1,58.26,59.97,2,1,73.23,0,59.63,0,0,0,0,0
1,45.79,60.23,1,3,77.19,0,0,0,0,0,49.96,50.15
1,63.67,64.1,3,2,53.34,0,0,0,0,56,0,68.06
1,81.02,48.21,3,4,71.47,0,0,0,0,0,66.21,59.01
1,53.84,63.7,1,2,75.65,0,0,0,0,0,60.24,58.81
1,67.93,63.47,2,4,65.66,0,0,0,0,0,74.47,57.03
1,63.69,70.79,3,2,77.44,0,0,71.07,0,0,67.4,0
1,72.95,74.18,2,2,61.98,64.92,0,0,0,0,0,82.33
1,47.93,57.6,3,1,78.51,0,50.09,0,0,0,0,0
1,95.2,79,1,2,62.27,89.26,0,0,0,0,79.67,0
0,0,88.02,2,1,74.56,0,0,0,0,0,0,98.49
0,0,67.92,1,4,70.99,0,0,0,0,0,75.12,0
1,74.07,85.74,1,4,68.51,0,0,0,89.44,73.76,0,0
1,64.45,71.99,3,1,70.29,0,62.39,0,0,0,0,0
1,72.45,89.89,1,1,68.65,0,78.41,0,0,0,0,0
1,52.56,81.17,2,2,79.69,58.04,0,0,0,0,61.94,0
0,0,54.36,3,4,64.93,0,0,0,0,0,67.87,0
0,0,70.19,3,1,61.65,0,0,0,0,0,78.94,0
1,83.54,80.54,1,4,75.54,0,0,88.25,0,0,83.68,0
0,0,70.31,3,3,84.26,0,0,0,0,0,0,79.82
0,0,69.63,1,3,64.16,0,0,0,0,77.28,0,0
1,50.13,82.7,3,4,89.61,70.07,0,0,0,0,68.36,0
0,0,62.9,2,2,68.37,0,0,0,0,0,0,74.71
1,63.38,70.18,1,3,54.9,0,0,75.4,0,0,0,68.38
0,0,73.24,2,3,71.74,0,0,0,0,0,82.73,0
1,90.21,66.66,2,3,87.98,0,0,0,0,73.82,84.06,0
0,0,69.8,2,3,63.92,0,0,0,0,0,0,80.98
0,0,77.75,3,1,87.14,0,0,0,0,86.3,0,0
1,47.04,74.33,2,3,70.19,0,68.67,0,0,0,0,51.64
0,0,61.91,2,4,65.04,0,0,0,0,0,0,71.83
0,0,58.96,3,2,69.6,0,0,0,0,0,0,68.74
0,0,62.11,3,2,71,0,0,0,0,0,69.36,0
0,0,70.01,1,3,81.28,0,0,0,0,0,78.57,0
0,0,68.4,3,3,59.96,0,0,0,0,0,75.82,0
1,75.97,61.68,3,3,78.91,74.49,0,0,0,0,60.94,0
0,0,64.02,1,4,71.13,0,0,0,0,72.07,0,0
1,66.5,54.8,1,3,78.76,0,0,0,0,65.46,0,68
0,0,74.18,1,3,64.68,0,0,0,0,85.23,0,0
0,0,69.6,2,1,73.76,0,0,0,0,0,0,84.85
1,80.78,57.4,3,2,58.15,0,0,0,0,76.36,62.24,0
1,55.45,70.29,3,2,78.25,0,0,56.81,0,0,64.38,0
1,66.62,83.43,1,1,70.26,0,70.14,0,0,0,0,0
1,62.68,62.6,1,4,70.03,0,0,0,0,57.55,61.38,0
0,0,83.15,3,4,74.31,0,0,0,0,94.29,0,0
0,0,66.77,1,1,64.77,0,0,0,0,79.08,0,0
1,64.34,71.98,3,4,75.46,74.67,0,0,0,0,61.85,0
0,0,70.98,3,1,84.59,0,0,0,0,0,0,82.41
1,57.02,84.02,3,2,60.23,61.67,0,0,0,0,65.23,0
1,61.41,71.58,1,4,74.07,0,0,0,65.11,0,0,70.32
1,42.79,58.58,3,4,71.46,0,0,0,0,0,42.94,54.41
1,54.63,56.89,2,2,77.69,0,0,0,0,0,63.31,53.54
0,0,54.67,3,3,69.66,0,0,0,0,0,64.33,0
0,0,52.88,1,4,80.7,0,0,0,0,61.39,0,0
1,53.67,70.46,3,1,75.59,0,70.43,0,0,0,0,0
0,0,60.42,2,2,96.21,0,0,0,0,70.44,0,0
0,0,69.19,3,2,69.4,0,0,0,0,0,77.13,0
1,63.02,62.96,2,3,76.08,0,0,0,0,0,64.93,56.7
1,68.11,62.29,2,4,54.77,0,0,0,0,70.54,56.6,0
1,32.73,65.19,3,3,80.42,46.96,0,0,0,0,0,42.49
0,0,77.04,1,2,75.28,0,0,0,0,0,84.15,0
0,0,79.29,3,1,79.51,0,0,0,0,0,88.82,0
0,0,73.71,2,4,71.06,0,0,0,0,0,0,82.76
1,85.11,60.1,3,4,65.38,0,0,0,0,0,77.91,63.48
1,62.42,76.44,3,3,73.97,64.09,0,0,0,0,69.85,0
0,0,76.89,1,2,58.66,0,0,0,0,0,0,87.73
1,48.14,72.75,2,3,79.27,0,0,68.73,54.9,0,0,0
0,0,63.96,1,1,65.33,0,0,0,0,0,74.9,0
0,0,77.09,1,2,53.74,0,0,0,0,0,0,89.1
0,0,74.23,3,4,72.98,0,0,0,0,84.38,0,0
1,63.22,38.83,3,1,77.78,53.95,0,0,0,0,0,0
1,61.46,76.44,2,3,61.37,78.2,0,0,0,0,66.06,0
0,0,50.86,2,1,82.8,0,0,0,0,61.97,0,0
1,70.52,76.64,2,1,56.87,0,75,0,0,0,0,0
0,0,68.46,2,3,62.15,0,0,0,0,0,0,82.11
1,43.54,81.94,1,1,60.44,0,62.14,0,0,0,0,0
0,0,69.02,2,2,62,0,0,0,0,0,0,77.52
0,0,61.13,2,4,62.29,0,0,0,0,0,0,73.57
1,44.32,68.53,3,3,69.71,61.37,0,0,0,0,56.4,0
0,0,80.6,1,1,53.92,0,0,0,0,0,92.04,0
0,0,70.26,2,1,76.44,0,0,0,0,81.3,0,0
0,0,68.86,1,3,72.07,0,0,0,0,79.27,0,0
0,0,77.44,3,1,88.08,0,0,0,0,0,87.33,0
0,0,72.1,1,2,67.02,0,0,0,0,80.97,0,0
1,56.9,69.94,1,4,58.03,0,0,0,0,54.42,0,56.52
1,49.83,83.66,2,3,64.11,0,0,0,0,58.72,0,68.87
1,71.31,85.55,1,4,58.02,0,88.24,70.36,0,0,0,0
1,75.98,76.13,2,2,74.04,77.98,0,0,81.21,0,0,0
1,74.78,67.14,3,2,71.01,0,0,0,0,73.81,80.92,0
1,71.5,84.97,2,4,65.13,0,85.64,0,84.04,0,0,0
1,66.04,81.83,3,2,53.59,0,0,73.44,72.58,0,0,0
1,33.36,77.19,3,3,75.01,0,0,0,0,0,48.04,49.8
0,0,57.84,2,3,69.18,0,0,0,0,0,0,64.6
0,0,71.41,2,2,84.01,0,0,0,0,0,78.75,0
0,0,62.56,1,3,83.15,0,0,0,0,71.46,0,0
0,0,68.41,2,2,84.15,0,0,0,0,0,0,76.97
1,81.5,72.4,3,2,73.07,0,0,78.75,0,79,0,0
1,66.28,71,1,1,59.93,71.3,0,0,0,0,0,0
1,66.53,65.25,2,4,67.29,0,0,0,0,63.63,0,75.44
1,51.01,82.73,1,4,67.94,0,0,61.27,73.88,0,0,0
0,0,53.04,1,2,70.73,0,0,0,0,0,63.1,0
1,47.19,77.3,3,3,69.7,0,0,0,0,0,60.22,54.22
0,0,51.43,3,2,73.36,0,0,0,0,0,62.08,0
0,0,73.83,3,2,74.66,0,0,0,0,82.19,0,0
1,57.66,61.13,2,1,86.96,59.59,0,0,0,0,0,0
1,75.74,78.78,3,4,61.12,68.89,0,0,0,0,0,77.09
1,100,70.86,1,2,94.51,0,75.48,0,0,85.93,0,0
0,0,72.48,3,2,62.6,0,0,0,0,85.61,0,0
1,39.77,59.82,1,1,71.55,43.93,0,0,0,0,0,0
1,78.97,63.45,3,1,53.51,0,79.24,0,0,0,0,0
1,55.49,72.07,1,4,69.85,61.82,64.89,0,0,0,0,0
0,0,75.84,2,3,54.67,0,0,0,0,82.78,0,0
1,63.15,99.29,1,4,69.28,89.74,86.37,0,0,0,0,0
1,41.39,72.23,1,2,64.02,52.28,0,47.75,0,0,0,0
1,63.34,79.76,2,2,69.9,0,0,0,0,0,62.12,68.63
1,58.67,54.43,2,1,80.33,63.26,0,0,0,0,0,0
1,61.48,56.7,3,3,62.23,68.78,0,0,0,0,0,58.86
0,0,66.45,3,2,62.08,0,0,0,0,75.21,0,0
0,0,58.03,2,4,62,0,0,0,0,0,0,71.61
1,60.25,84.86,2,4,59.82,0,0,0,0,80.01,67.82,0
0,0,65.9,2,2,75.83,0,0,0,0,0,74.99,0
0,0,83.82,3,1,73.74,0,0,0,0,0,94.9,0
0,0,84.87,3,1,69.63,0,0,0,0,0,94.64,0
1,38.55,70.43,2,1,62.6,0,50.23,0,0,0,0,0
0,0,75.02,2,2,60.32,0,0,0,0,0,0,84.57
1,38.51,69.44,1,2,79.84,0,0,0,0,44.67,46.61,0
0,0,75.38,2,3,57.72,0,0,0,0,83.83,0,0
1,74.08,74.83,3,1,69.94,0,69.85,0,0,0,0,0
0,0,68.76,3,1,67.47,0,0,0,0,0,81.1,0
1,44.28,75.05,2,4,59.03,0,0,66.41,0,0,50.37,0
1,47.1,87.24,3,1,65.69,0,58.97,0,0,0,0,0
0,0,77.13,2,2,76.53,0,0,0,0,0,0,86.99
1,53.98,73.26,1,3,59.21,0,0,67.16,0,0,0,65.46
0,0,71.25,3,3,59.01,0,0,0,0,0,0,80.78
0,0,59.87,3,1,60.86,0,0,0,0,0,0,73.39
0,0,59.73,2,2,73.66,0,0,0,0,0,0,68.48
1,53.98,73.23,2,1,74.56,68.65,0,0,0,0,0,0
0,0,56.31,3,1,63.2,0,0,0,0,0,67.34,0
1,44.35,62.34,2,3,61.13,0,0,0,0,0,59.05,49.68
0,0,82.82,3,3,68.17,0,0,0,0,92.02,0,0
1,70.16,89.14,1,2,72.8,71.18,72.98,0,0,0,0,0
1,60.78,53.34,1,4,83.82,0,0,0,0,0,65.79,59.98
0,0,86.27,3,4,58.31,0,0,0,0,96.41,0,0
1,56.53,67.89,2,1,80.14,66.49,0,0,0,0,0,0
1,35.42,69.85,3,1,79.34,0,49.63,0,0,0,0,0
0,0,68.87,2,2,53.45,0,0,0,0,79.91,0,0
1,92.24,80.81,3,1,69.44,77.85,0,0,0,0,0,0
1,58.65,53.92,1,2,84.62,0,0,0,0,0,51.21,46.42
1,70.97,74.56,1,4,74.47,0,0,76.11,0,65.78,0,0
1,59.02,60.55,1,2,82.7,0,0,0,0,59.59,0,54.26
1,65.22,75.71,1,2,85.48,0,0,67.43,0,0,0,74.76
0,0,85.43,3,3,88.59,0,0,0,0,0,94.11,0
0,0,70,1,1,65.71,0,0,0,0,79.96,0,0
1,59.54,73.74,2,4,80.12,0,0,74.71,69.35,0,0,0
1,83.68,74.1,1,3,80.8,78.14,0,78.62,0,0,0,0
1,48.07,62,2,4,57.6,0,0,0,0,61.5,0,60.25
1,51.5,85.12,1,3,59.97,0,62.9,74.14,0,0,0,0
0,0,87.06,2,2,69.43,0,0,0,0,0,0,95.61
1,64.04,77.02,1,2,74.17,0,76.57,0,0,77.92,0,0
0,0,70.73,3,1,70.24,0,0,0,0,0,80.16,0
0,0,65.38,1,4,60.17,0,0,0,0,0,0,74.04
1,67.49,63.74,1,2,65.62,0,0,0,0,0,68.88,74.63
0,0,87.11,3,4,73.42,0,0,0,0,96.26,0,0
1,78.89,84.14,1,1,75.44,0,83.56,0,0,0,0,0
0,0,69.36,3,1,61.68,0,0,0,0,0,78.68,0
1,37.56,54.2,2,1,72.23,0,43.84,0,0,0,0,0
1,97.9,41.68,2,1,70.14,0,74.79,0,0,0,0,0
0,0,59.17,3,1,59.49,0,0,0,0,0,71.94,0
1,57.48,68.69,3,4,78.44,71.06,0,0,0,0,0,71.21
1,65.67,84.01,3,2,55.17,68.51,0,76.47,0,0,0,0
0,0,63.48,3,3,78.1,0,0,0,0,72.69,0,0
1,57.42,75.05,3,1,44.21,57.02,0,0,0,0,0,0
0,0,83.03,1,3,76.64,0,0,0,0,0,0,89.82
0,0,71.29,1,1,84.2,0,0,0,0,0,81.33,0
0,0,68.58,3,3,59.02,0,0,0,0,0,78.08,0
0,0,56.91,1,3,71.93,0,0,0,0,65.45,0,0
1,73.82,57.98,3,1,78.69,0,70.98,0,0,0,0,0
0,0,74.16,2,2,78.99,0,0,0,0,0,0,83.19
0,0,67.99,3,4,79.54,0,0,0,0,0,76.25,0
1,58.01,71.23,3,2,68.39,0,0,0,60.68,0,0,68.08
0,0,69.53,2,2,60.1,0,0,0,0,0,75.99,0
0,0,76.64,3,4,67.44,0,0,0,0,0,0,86.49
0,0,62.15,2,2,63.57,0,0,0,0,0,0,73.27
1,60.71,66.64,2,4,62.33,0,0,0,0,70.14,0,54.24
0,0,88.96,2,3,70.01,0,0,0,0,0,0,100
1,67.97,62,3,1,82.61,65.98,0,0,0,0,0,0
0,0,67.18,2,1,63.47,0,0,0,0,0,76.46,0
0,0,64.11,2,4,88.96,0,0,0,0,0,0,74.8
0,0,74.45,3,2,72.18,0,0,0,0,0,83.78,0
0,0,80.22,2,4,81.83,0,0,0,0,88.97,0,0
1,81.07,65.02,3,1,80.54,67.35,0,0,0,0,0,0
1,62.2,65.69,3,1,72.52,0,72.69,0,0,0,0,0
1,37.78,67.21,3,1,70.87,0,55.16,0,0,0,0,0
0,0,75.3,3,3,59.94,0,0,0,0,0,0,84.4
0,0,62.61,1,1,75.88,0,0,0,0,0,0,74
1,42.43,66.24,2,4,53.81,0,0,0,0,0,48.34,62.46
1,71.47,46.28,3,1,71.58,59.37,0,0,0,0,0,0
0,0,56.18,2,2,71.83,0,0,0,0,0,0,66.63
1,57.45,68.88,2,3,51.95,0,0,0,0,67.86,57.07,0
1,57.99,78.98,1,4,61.61,0,0,67.39,61.34,0,0,0
0,0,72.95,1,3,72.39,0,0,0,0,0,0,81.64
1,57.11,59.01,1,1,63.92,0,67.88,0,0,0,0,0
1,59.5,56,2,4,84.86,0,0,0,0,49.7,0,52.6
0,0,71.75,2,4,57.4,0,0,0,0,80.32,0,0
1,63.1,53.47,3,1,63.59,0,50.03,0,0,0,0,0
0,0,80.66,2,3,69.14,0,0,0,0,0,88.84,0
1,63.59,70.64,1,1,71.05,0,72.76,0,0,0,0,0
1,80.97,53.93,2,1,82.1,0,77.34,0,0,0,0,0
0,0,60.34,1,2,84.1,0,0,0,0,0,73.65,0
0,0,62.76,1,3,64.36,0,0,0,0,0,0,71.75
0,0,62.27,1,2,53.47,0,0,0,0,0,0,70.96
0,0,55.1,1,2,73.26,0,0,0,0,0,0,60.68
1,53.16,61.25,1,2,68.73,0,0,0,0,54.53,0,47.53
1,81.39,63.16,1,3,60.89,0,0,0,0,0,74.29,64.03
0,0,62.89,1,4,65.4,0,0,0,0,0,0,71.35
0,0,81.28,2,1,58.8,0,0,0,0,0,0,88.73
1,72.49,71.05,2,2,56.31,0,0,68.07,0,0,76.61,0
1,64.91,60.07,3,1,91.71,71.14,0,0,0,0,0,0
0,0,66.65,3,2,74.23,0,0,0,0,74.23,0,0
0,0,61.2,3,1,85.55,0,0,0,0,69.13,0,0
0,0,67,1,2,72.88,0,0,0,0,75.65,0,0
1,62.38,78.76,2,1,78.81,0,64.81,0,0,0,0,0
0,0,72.52,2,4,67.84,0,0,0,0,0,0,80.48
1,42.64,92.86,2,1,80.14,61.24,0,0,0,0,0,0
0,0,73.76,3,4,53.94,0,0,0,0,0,83.91,0
0,0,60.86,1,2,59.94,0,0,0,0,72.13,0,0
1,87.33,78.1,2,4,75.08,88.78,0,80.36,0,0,0,0
0,0,80.8,3,1,79.76,0,0,0,0,92.56,0,0
0,0,80.94,3,4,61.96,0,0,0,0,90.1,0,0
0,0,59.06,2,2,74.88,0,0,0,0,0,68.21,0
1,50.62,68.52,2,2,55.28,0,0,0,0,0,67.79,53.63
1,74.88,81.32,2,3,78.59,0,75.3,0,0,0,75.16,0
0,0,53.15,2,2,58.05,0,0,0,0,0,0,63.91
0,0,65.01,2,1,67.23,0,0,0,0,0,0,76.38
0,0,55.73,3,1,94.88,0,0,0,0,66.06,0,0
1,54.67,60.67,2,3,79.9,0,0,0,0,51.02,49.44,0
0,0,59.88,3,3,64.71,0,0,0,0,0,0,71.94
0,0,82.51,3,2,75.32,0,0,0,0,0,94.06,0
1,63.76,67.65,2,1,68.69,0,72.94,0,0,0,0,0
0,0,61.37,2,3,51.61,0,0,0,0,0,69.84,0
1,74.4,59.64,3,1,82,61.7,0,0,0,0,0,0
0,0,71.42,2,3,75.99,0,0,0,0,0,0,81.61
0,0,69.89,3,1,68.45,0,0,0,0,0,0,82.02
1,76.86,83.44,2,1,62.31,0,73.09,0,0,0,0,0
1,57.4,75,1,3,72.15,0,0,73.44,0,70.16,0,0
0,0,55.68,2,1,69.56,0,0,0,0,64.83,0,0
0,0,63.71,2,2,60.82,0,0,0,0,0,0,72.98
1,75.56,80.7,1,2,41.98,0,80.92,0,0,0,0,78.31
1,60.28,63.79,1,1,79.49,0,54.87,0,0,0,0,0
1,51.09,87.35,2,2,68.86,0,75.71,0,0,0,0,76.48
0,0,59.02,2,4,78.18,0,0,0,0,69.94,0,0
0,0,75.73,1,1,60.29,0,0,0,0,0,0,83.08
0,0,61.39,3,4,71.56,0,0,0,0,0,0,68.27
0,0,64.9,1,4,65.81,0,0,0,0,0,0,78.57
0,0,80.99,2,2,70.98,0,0,0,0,0,93.47,0
1,69.72,68.73,1,4,65.79,0,0,0,0,75.61,0,71.68
0,0,78.13,1,3,71.7,0,0,0,0,0,0,87.24
0,0,74.73,2,1,85.47,0,0,0,0,85.62,0,0
0,0,77.54,1,1,71.06,0,0,0,0,0,0,87.45
0,0,61.12,3,4,88,0,0,0,0,0,0,72.63
0,0,67.78,1,2,77.77,0,0,0,0,0,79.7,0
1,69.25,74.24,1,4,69.84,0,0,76.84,0,69.7,0,0
1,68.05,61.51,1,4,75.38,0,0,0,0,56.52,0,59.8
