EnrolledElectiveBefore,GradeAvgPrevElec,Grade,Major,Class,GradePerm,Course1,Course2,Course3,Course4,Course5,Course6,Course7
1,51.15,66.92,2,1,58.97,58.72,0,0,0,0,0,0
1,58.34,72.69,2,1,68.25,0,63.87,0,0,0,0,0
0,0,75.25,2,4,69.35,0,0,0,0,0,84.14,0
0,0,82.67,1,2,89.98,0,0,0,0,0,0,90.54
1,54.31,74.99,1,3,77.04,73.01,0,0,0,62.34,0,0
1,33.86,69.38,3,3,51.76,0,0,0,0,0,55.52,60.53
0,0,82.59,2,4,70.33,0,0,0,0,90.52,0,0
1,69.08,77.04,1,3,74.05,0,0,75.72,0,0,81.84,0
1,73.43,55.04,2,3,73.11,0,0,0,0,54.35,0,54.73
1,58.02,95.26,3,3,71.89,0,0,0,0,0,75.06,83.88
0,0,87.7,3,1,58.22,0,0,0,0,0,0,94.88
0,0,68.32,1,3,69.85,0,0,0,0,0,79.91,0
0,0,73.78,3,3,76.9,0,0,0,0,0,84.23,0
1,79.29,83.24,1,2,62.05,0,0,0,0,0,73.66,79.35
0,0,68.28,2,4,79.38,0,0,0,0,0,0,83.09
0,0,77.3,1,4,65.44,0,0,0,0,85.1,0,0
0,0,81.05,3,1,69.38,0,0,0,0,0,0,87.28
0,0,59.85,2,3,73.66,0,0,0,0,0,0,69.41
0,0,63.98,3,3,68.56,0,0,0,0,0,70.25,0
0,0,79.21,2,3,70.99,0,0,0,0,0,87.12,0
1,41.61,74.61,2,3,67.28,0,48.9,56.73,0,0,0,0
1,62.75,79.24,2,1,74.61,0,77.9,0,0,0,0,0
1,85.06,68.67,2,2,61.46,0,0,0,0,0,66.88,67.63
0,0,67.11,3,4,57.89,0,0,0,0,0,0,75.13
0,0,50.01,1,2,59.69,0,0,0,0,0,0,60.23
1,49.69,58.54,2,3,59.39,0,0,0,0,50.11,63.8,0
1,58.24,70.47,3,2,70.19,58.17,0,0,0,70.66,0,0
1,66.99,78.25,3,2,83.24,0,0,0,0,69.98,82.53,0
0,0,75.31,3,4,74.18,0,0,0,0,82.15,0,0
1,53.19,68.72,1,2,73.02,0,0,0,0,66.64,0,52.82
0,0,67.28,3,2,74.72,0,0,0,0,0,0,77.79
1,46.23,72.17,3,2,63.39,0,0,0,0,0,64.42,53.23
0,0,70.78,1,1,67.87,0,0,0,0,81.28,0,0
1,72.3,84.05,3,1,50.01,0,73.76,0,0,0,0,0
1,80.4,71.46,3,1,64.74,0,70.79,0,0,0,0,0
1,58.64,55.19,1,2,59.48,0,0,0,0,54.25,0,49.03
0,0,57.27,1,1,61.41,0,0,0,0,0,66.37,0
1,75.52,85.19,1,2,53.38,0,0,0,77.64,73.48,0,0
0,0,58.29,2,2,62.92,0,0,0,0,0,0,67.84
0,0,77.64,1,1,76.08,0,0,0,0,0,0,85.72
1,55.43,67.32,2,3,65.84,0,0,0,0,0,61.94,64.16
0,0,68.3,2,2,67.24,0,0,0,0,0,0,80.01
1,58.92,68.66,1,2,56.29,0,0,0,0,0,60.58,61.29
0,0,82.21,2,4,67.32,0,0,0,0,92.53,0,0
0,0,68.07,3,1,70.25,0,0,0,0,0,0,77.23
1,64.3,69.67,3,4,56.22,0,0,0,0,0,64.23,62.58
0,0,54.69,1,2,55.67,0,0,0,0,60.81,0,0
0,0,72.07,2,4,58.15,0,0,0,0,0,81.13,0
0,0,75.31,3,2,59.57,0,0,0,0,0,0,87.44
0,0,72.39,2,4,64.67,0,0,0,0,0,81.41,0
0,0,83.98,2,2,65.99,0,0,0,0,0,96.13,0
0,0,70.55,3,1,61.41,0,0,0,0,80.12,0,0
0,0,72.99,1,4,88.23,0,0,0,0,0,86.32,0
0,0,86.49,2,4,79.21,0,0,0,0,0,0,95.48
0,0,54.5,3,3,61.84,0,0,0,0,0,65.05,0
1,46.01,65.44,1,3,89.05,0,0,0,0,53.59,0,49.05
0,0,84.26,2,1,75.41,0,0,0,0,0,98.9,0
1,66.79,79.36,2,2,74.41,76.61,0,0,0,0,65.88,0
1,61.47,76.78,2,3,64.9,0,0,63.46,0,0,0,66.89
0,0,78.33,2,1,64.78,0,0,0,0,0,0,87.19
1,50.26,73.27,1,1,61.48,56.59,0,0,0,0,0,0
1,59.65,86.32,2,2,72.24,0,75.92,0,0,0,0,63.57
1,76.19,73.78,3,2,61.22,0,0,80.98,0,0,0,68.82
0,0,72.4,3,4,69.65,0,0,0,0,0,0,83.55
0,0,71.59,3,4,68.28,0,0,0,0,83.47,0,0
1,51.81,71.93,1,1,74.68,52.95,0,0,0,0,0,0
1,31.73,58.43,3,1,68.27,38.13,0,0,0,0,0,0
1,30.81,77.71,2,1,62.04,50.15,0,0,0,0,0,0
1,46.31,68.7,2,4,76.63,0,0,0,0,51.15,0,64.33
0,0,88.22,3,3,80.91,0,0,0,0,100,0,0
1,65.9,69.24,1,2,72.07,0,0,0,0,0,67.38,69.97
0,0,74.21,1,1,56.59,0,0,0,0,0,81.51,0
1,75.26,72.47,2,4,68.47,75.82,0,0,0,0,74.64,0
0,0,63.74,2,4,70.78,0,0,0,0,70.62,0,0
0,0,79.92,3,2,72.69,0,0,0,0,0,0,89.29
0,0,89.05,1,3,80.65,0,0,0,0,0,0,99.95
0,0,69.85,3,1,55.04,0,0,0,0,0,0,81.05
1,71.33,67,2,2,70.16,0,0,0,0,0,66.98,71.75
1,73.01,66.45,2,4,71.62,0,0,0,0,73.96,73,0
1,50.15,51.08,3,3,84.35,0,0,0,0,0,46.21,53.36
1,17.48,68.22,1,1,67.93,45.48,0,0,0,0,0,0
1,91.75,72.51,2,4,72.47,82.59,89.07,0,0,0,0,0
0,0,80.55,2,4,76.71,0,0,0,0,0,89.34,0
1,59.46,79.6,1,2,70.75,0,0,68.82,69.92,0,0,0
0,0,65.84,2,4,71.59,0,0,0,0,0,78,0
1,64.96,67.23,1,1,63.17,0,68.35,0,0,0,0,0
0,0,81.24,1,4,59.83,0,0,0,0,92.15,0,0
1,37.46,68.27,2,2,70.31,0,0,0,0,48.91,53.48,0
0,0,64.9,3,2,62.34,0,0,0,0,0,0,70.56
