EnrolledElectiveBefore,GradeAvgPrevElec,Grade,Major,Class,GradePerm,Course1,Course2,Course3
0,0,66.61,3,2,74.18,0,0,73.43
1,56.11,90.35,3,2,63.48,0,78.89,71.07
1,65.47,80.54,1,2,62.69,0,68.75,79.45
0,0,79.51,3,4,81.17,0,91.66,0
1,83.89,75.59,3,3,70.04,88.29,0,87.13
0,0,59.36,2,1,57.84,0,67.25,0
0,0,65.69,3,1,72.76,0,74.12,0
0,0,75.73,1,2,73.19,89.14,0,0
0,0,76.78,2,2,46.28,0,0,86.82
0,0,83.07,2,4,65.97,92.1,0,0
1,44.9,65.33,1,2,71.51,47.94,0,57.89
1,85.22,61.4,3,1,80.22,70.64,0,0
0,0,78.59,2,2,72.87,0,91.89,0
0,0,61.9,3,4,53.58,0,73.11,0
0,0,78.73,3,2,72.27,91.04,0,0
0,0,82,3,3,56.27,0,94.96,0
1,67.22,74.56,1,4,61.13,78.07,0,61.93
1,100,66.42,3,1,77.79,88.21,0,0
0,0,70.41,2,3,65.71,0,0,81.46
0,0,75.93,2,4,56.32,0,85.13,0
1,64.13,70.1,1,2,80.6,0,67.79,63.91
0,0,91.98,2,3,70.31,100,0,0
1,67.61,60.09,3,3,56.18,59.43,54.59,0
1,58.26,59.97,2,1,73.23,50.84,0,0
1,45.79,60.23,1,3,77.19,50.61,50.46,0
1,63.67,64.1,3,2,53.34,55,70.74,0
1,81.02,48.21,3,4,71.47,0,67.32,68.75
1,53.84,63.7,1,2,75.65,0,62.72,60.08
1,67.93,63.47,2,4,65.66,62.31,0,67.48
1,63.69,70.79,3,2,77.44,62.84,0,71.87
1,72.95,74.18,2,2,61.98,0,79.8,75.91
1,47.93,57.6,3,1,78.51,0,55.94,0
1,95.2,79,1,2,62.27,83.12,80.06,0
0,0,88.02,2,1,74.56,0,98.84,0
0,0,67.92,1,4,70.99,79.39,0,0
1,74.07,85.74,1,4,68.51,0,79.27,88.01
1,64.45,71.99,3,1,70.29,69.64,0,0
1,72.45,89.89,1,1,68.65,0,86.51,0
1,52.56,81.17,2,2,79.69,0,72.5,64.89
0,0,54.36,3,4,64.93,0,64.79,0
0,0,70.19,3,1,61.65,77.71,0,0
1,83.54,80.54,1,4,75.54,72.3,82.62,0
0,0,70.31,3,3,84.26,0,78.25,0
0,0,69.63,1,3,64.16,0,0,81.09
1,50.13,82.7,3,4,89.61,0,61.56,74.94
0,0,62.9,2,2,68.37,0,0,72.23
1,63.38,70.18,1,3,54.9,74.71,0,75.38
0,0,73.24,2,3,71.74,0,0,80.94
1,90.21,66.66,2,3,87.98,85.42,68.88,0
0,0,69.8,2,3,63.92,0,78.64,0
0,0,77.75,3,1,87.14,0,0,87.32
1,47.04,74.33,2,3,70.19,52.28,0,62.19
0,0,61.91,2,4,65.04,73.38,0,0
0,0,58.96,3,2,69.6,0,0,68.22
0,0,62.11,3,2,71,71.85,0,0
0,0,70.01,1,3,81.28,80.54,0,0
0,0,68.4,3,3,59.96,77.57,0,0
1,75.97,61.68,3,3,78.91,71,0,70.79
0,0,64.02,1,4,71.13,0,76.13,0
1,66.5,54.8,1,3,78.76,57.09,0,66.38
0,0,74.18,1,3,64.68,87.74,0,0
0,0,69.6,2,1,73.76,0,0,77.68
1,80.78,57.4,3,2,58.15,63.58,78.55,0
1,55.45,70.29,3,2,78.25,66.41,0,54.49
1,66.62,83.43,1,1,70.26,80.96,0,0
1,62.68,62.6,1,4,70.03,53.25,63.74,0
0,0,83.15,3,4,74.31,0,0,90.87
0,0,66.77,1,1,64.77,0,0,76.98
1,64.34,71.98,3,4,75.46,0,76.11,67.09
0,0,70.98,3,1,84.59,82.89,0,0
1,57.02,84.02,3,2,60.23,0,73.77,63.88
1,61.41,71.58,1,4,74.07,57.37,56.99,0
1,42.79,58.58,3,4,71.46,0,55.26,49.61
1,54.63,56.89,2,2,77.69,0,46.78,46.05
0,0,54.67,3,3,69.66,66.86,0,0
0,0,52.88,1,4,80.7,0,0,61.75
1,53.67,70.46,3,1,75.59,0,61.55,0
0,0,60.42,2,2,96.21,0,0,70
0,0,69.19,3,2,69.4,0,0,81.34
1,63.02,62.96,2,3,76.08,0,67.18,62.49
1,68.11,62.29,2,4,54.77,74.36,75.07,0
1,32.73,65.19,3,3,80.42,0,55.52,57.8
0,0,77.04,1,2,75.28,0,87.23,0
0,0,79.29,3,1,79.51,87.85,0,0
0,0,73.71,2,4,71.06,0,0,83.41
1,85.11,60.1,3,4,65.38,77.19,0,78.21
1,62.42,76.44,3,3,73.97,75,76.45,0
0,0,76.89,1,2,58.66,0,85.4,0
1,48.14,72.75,2,3,79.27,67.55,0,68.97
0,0,63.96,1,1,65.33,77.4,0,0
0,0,77.09,1,2,53.74,0,0,87.77
0,0,74.23,3,4,72.98,0,0,83.01
1,63.22,38.83,3,1,77.78,0,46.34,0
1,61.46,76.44,2,3,61.37,70.9,0,64.75
0,0,50.86,2,1,82.8,0,0,63.81
1,70.52,76.64,2,1,56.87,0,74.02,0
0,0,68.46,2,3,62.15,79.61,0,0
1,43.54,81.94,1,1,60.44,67.41,0,0
0,0,69.02,2,2,62,75.27,0,0
0,0,61.13,2,4,62.29,68.36,0,0
1,44.32,68.53,3,3,69.71,0,54,49.04
0,0,80.6,1,1,53.92,0,91.25,0
0,0,70.26,2,1,76.44,0,79.76,0
0,0,68.86,1,3,72.07,0,0,79.69
0,0,77.44,3,1,88.08,90.47,0,0
0,0,72.1,1,2,67.02,81.34,0,0
1,56.9,69.94,1,4,58.03,65.45,72.49,0
1,49.83,83.66,2,3,64.11,0,63.61,56.8
1,71.31,85.55,1,4,58.02,0,85.7,85.18
1,75.98,76.13,2,2,74.04,0,83.59,71
1,74.78,67.14,3,2,71.01,0,76.46,72.06
1,71.5,84.97,2,4,65.13,76.39,73.38,0
1,66.04,81.83,3,2,53.59,74.18,0,64.36
1,33.36,77.19,3,3,75.01,48.19,0,63.68
0,0,57.84,2,3,69.18,0,0,66.26
0,0,71.41,2,2,84.01,0,81.77,0
0,0,62.56,1,3,83.15,71.98,0,0
0,0,68.41,2,2,84.15,0,0,75.33
1,81.5,72.4,3,2,73.07,75.15,0,73.81
1,66.28,71,1,1,59.93,0,76.22,0
1,66.53,65.25,2,4,67.29,67.71,0,63.08
1,51.01,82.73,1,4,67.94,0,62.29,60.7
0,0,53.04,1,2,70.73,65.9,0,0
1,47.19,77.3,3,3,69.7,57.38,0,70.78
0,0,51.43,3,2,73.36,0,0,58.55
0,0,73.83,3,2,74.66,0,82.86,0
1,57.66,61.13,2,1,86.96,62.96,0,0
1,75.74,78.78,3,4,61.12,75.18,74.76,0
1,100,70.86,1,2,94.51,0,77.01,81.63
0,0,72.48,3,2,62.6,83.35,0,0
1,39.77,59.82,1,1,71.55,0,44.46,0
1,78.97,63.45,3,1,53.51,0,62.47,0
1,55.49,72.07,1,4,69.85,57.29,73.69,0
0,0,75.84,2,3,54.67,83.03,0,0
1,63.15,99.29,1,4,69.28,79.86,0,74.26
1,41.39,72.23,1,2,64.02,62.68,65.33,0
1,63.34,79.76,2,2,69.9,67.59,72.18,0
1,58.67,54.43,2,1,80.33,50.3,0,0
1,61.48,56.7,3,3,62.23,62.14,0,67.41
0,0,66.45,3,2,62.08,79.04,0,0
0,0,58.03,2,4,62,70.66,0,0
1,60.25,84.86,2,4,59.82,0,74.73,69.39
0,0,65.9,2,2,75.83,0,73.99,0
0,0,83.82,3,1,73.74,89.91,0,0
0,0,84.87,3,1,69.63,0,98.23,0
1,38.55,70.43,2,1,62.6,0,60.94,0
0,0,75.02,2,2,60.32,0,80.02,0
1,38.51,69.44,1,2,79.84,0,61.72,63.1
0,0,75.38,2,3,57.72,0,0,85.42
1,74.08,74.83,3,1,69.94,0,64.79,0
0,0,68.76,3,1,67.47,78.9,0,0
1,44.28,75.05,2,4,59.03,60.7,0,64.79
1,47.1,87.24,3,1,65.69,0,66.36,0
0,0,77.13,2,2,76.53,0,89.18,0
1,53.98,73.26,1,3,59.21,0,62.16,59.6
0,0,71.25,3,3,59.01,0,0,83.26
0,0,59.87,3,1,60.86,0,69.14,0
0,0,59.73,2,2,73.66,0,69.22,0
1,53.98,73.23,2,1,74.56,0,72.1,0
0,0,56.31,3,1,63.2,0,65.17,0
1,44.35,62.34,2,3,61.13,53.86,0,48.98
0,0,82.82,3,3,68.17,0,0,95.54
1,70.16,89.14,1,2,72.8,79.44,0,70.77
1,60.78,53.34,1,4,83.82,0,58.7,60.29
0,0,86.27,3,4,58.31,0,0,95.96
1,56.53,67.89,2,1,80.14,0,65.45,0
1,35.42,69.85,3,1,79.34,51.08,0,0
0,0,68.87,2,2,53.45,0,78.1,0
1,92.24,80.81,3,1,69.44,0,85.67,0
1,58.65,53.92,1,2,84.62,59.12,0,46.43
1,70.97,74.56,1,4,74.47,78.25,78.49,0
1,59.02,60.55,1,2,82.7,57.08,0,60.57
1,65.22,75.71,1,2,85.48,0,67.14,73.38
0,0,85.43,3,3,88.59,0,95.62,0
0,0,70,1,1,65.71,0,81.51,0
1,59.54,73.74,2,4,80.12,64.09,62.59,0
1,83.68,74.1,1,3,80.8,76.63,0,85.96
1,48.07,62,2,4,57.6,51.71,47.75,0
1,51.5,85.12,1,3,59.97,0,69.7,61.86
0,0,87.06,2,2,69.43,99.8,0,0
1,64.04,77.02,1,2,74.17,0,77.75,71.47
0,0,70.73,3,1,70.24,0,78.67,0
0,0,65.38,1,4,60.17,0,0,79.46
1,67.49,63.74,1,2,65.62,57.54,0,70.81
0,0,87.11,3,4,73.42,97.93,0,0
1,78.89,84.14,1,1,75.44,89.51,0,0
0,0,69.36,3,1,61.68,0,0,79.37
1,37.56,54.2,2,1,72.23,0,46.15,0
1,97.9,41.68,2,1,70.14,64.5,0,0
0,0,59.17,3,1,59.49,0,0,69.64
1,57.48,68.69,3,4,78.44,61.16,0,64.59
1,65.67,84.01,3,2,55.17,0,67.38,71.28
0,0,63.48,3,3,78.1,0,0,65.64
1,57.42,75.05,3,1,44.21,60.06,0,0
0,0,83.03,1,3,76.64,0,92.94,0
0,0,71.29,1,1,84.2,79.94,0,0
0,0,68.58,3,3,59.02,0,78.83,0
0,0,56.91,1,3,71.93,0,0,68.81
1,73.82,57.98,3,1,78.69,0,70.96,0
0,0,74.16,2,2,78.99,0,0,84.5
0,0,67.99,3,4,79.54,77.34,0,0
1,58.01,71.23,3,2,68.39,0,66.01,70.84
0,0,69.53,2,2,60.1,0,0,79.94
0,0,76.64,3,4,67.44,88.07,0,0
0,0,62.15,2,2,63.57,0,0,70.69
1,60.71,66.64,2,4,62.33,0,60.17,61.73
0,0,88.96,2,3,70.01,100,0,0
1,67.97,62,3,1,82.61,0,69.7,0
0,0,67.18,2,1,63.47,0,0,77.04
0,0,64.11,2,4,88.96,0,73.26,0
0,0,74.45,3,2,72.18,88.44,0,0
0,0,80.22,2,4,81.83,0,89.82,0
1,81.07,65.02,3,1,80.54,0,74.89,0
1,62.2,65.69,3,1,72.52,59.54,0,0
1,37.78,67.21,3,1,70.87,53.96,0,0
0,0,75.3,3,3,59.94,0,0,84.2
0,0,62.61,1,1,75.88,76.09,0,0
1,42.43,66.24,2,4,53.81,51.58,47.89,0
1,71.47,46.28,3,1,71.58,0,68.3,0
0,0,56.18,2,2,71.83,67.01,0,0
1,57.45,68.88,2,3,51.95,71.32,0,64.95
1,57.99,78.98,1,4,61.61,76.24,61.81,0
0,0,72.95,1,3,72.39,0,0,84.14
1,57.11,59.01,1,1,63.92,67.67,0,0
1,59.5,56,2,4,84.86,60.41,0,62.39
0,0,71.75,2,4,57.4,0,0,83.82
1,63.1,53.47,3,1,63.59,62.87,0,0
0,0,80.66,2,3,69.14,0,92.95,0
1,63.59,70.64,1,1,71.05,62.92,0,0
1,80.97,53.93,2,1,82.1,62.76,0,0
0,0,60.34,1,2,84.1,71.12,0,0
0,0,62.76,1,3,64.36,0,0,69.75
0,0,62.27,1,2,53.47,0,0,70.62
0,0,55.1,1,2,73.26,0,63.21,0
1,53.16,61.25,1,2,68.73,0,58.44,65.3
1,81.39,63.16,1,3,60.89,72.45,72.28,0
0,0,62.89,1,4,65.4,0,0,68.21
0,0,81.28,2,1,58.8,92.14,0,0
1,72.49,71.05,2,2,56.31,73.21,76.66,0
1,64.91,60.07,3,1,91.71,0,60.93,0
0,0,66.65,3,2,74.23,0,73.5,0
0,0,61.2,3,1,85.55,0,70.08,0
0,0,67,1,2,72.88,0,0,76.6
1,62.38,78.76,2,1,78.81,71.41,0,0
0,0,72.52,2,4,67.84,80.43,0,0
1,42.64,92.86,2,1,80.14,73.04,0,0
0,0,73.76,3,4,53.94,85.53,0,0
0,0,60.86,1,2,59.94,0,73.04,0
1,87.33,78.1,2,4,75.08,0,73.55,90.48
0,0,80.8,3,1,79.76,88.58,0,0
0,0,80.94,3,4,61.96,0,93.27,0
0,0,59.06,2,2,74.88,71.05,0,0
1,50.62,68.52,2,2,55.28,0,51.71,68.24
1,74.88,81.32,2,3,78.59,73.73,70.66,0
0,0,53.15,2,2,58.05,64.43,0,0
0,0,65.01,2,1,67.23,0,0,73.68
0,0,55.73,3,1,94.88,0,60.48,0
1,54.67,60.67,2,3,79.9,64.35,53.91,0
0,0,59.88,3,3,64.71,0,0,71.19
0,0,82.51,3,2,75.32,0,0,92.72
1,63.76,67.65,2,1,68.69,70.02,0,0
0,0,61.37,2,3,51.61,0,67.94,0
1,74.4,59.64,3,1,82,57.52,0,0
0,0,71.42,2,3,75.99,0,79.4,0
0,0,69.89,3,1,68.45,0,76.58,0
1,76.86,83.44,2,1,62.31,82.76,0,0
1,57.4,75,1,3,72.15,0,70.42,64.24
0,0,55.68,2,1,69.56,67.22,0,0
0,0,63.71,2,2,60.82,0,0,73.33
1,75.56,80.7,1,2,41.98,78.15,69.48,0
1,60.28,63.79,1,1,79.49,0,66.03,0
1,51.09,87.35,2,2,68.86,62.12,0,62.27
0,0,59.02,2,4,78.18,66.8,0,0
0,0,75.73,1,1,60.29,80.23,0,0
0,0,61.39,3,4,71.56,0,0,69.38
0,0,64.9,1,4,65.81,0,72.8,0
0,0,80.99,2,2,70.98,0,0,88.87
1,69.72,68.73,1,4,65.79,0,73.69,67.67
0,0,78.13,1,3,71.7,0,0,88.79
0,0,74.73,2,1,85.47,0,0,86.58
0,0,77.54,1,1,71.06,0,0,91.21
0,0,61.12,3,4,88,0,0,67.68
0,0,67.78,1,2,77.77,0,0,77.28
1,69.25,74.24,1,4,69.84,0,66.87,80.08
1,68.05,61.51,1,4,75.38,61.86,0,72.43
1,66.07,86.3,1,3,60.23,0,69.66,84.89
1,62.87,62.23,3,4,82.38,52.67,68.19,0
1,73.21,67,2,4,58.83,63.4,66.21,0
0,0,59.93,2,1,70.96,0,0,69.38
0,0,48.57,2,3,92.11,0,59.29,0
1,71.28,87.97,2,1,72.4,0,77.47,0
1,68.44,67.96,2,2,69.06,0,74.19,60.14
1,42.08,65.52,2,2,67.61,48.54,45.01,0
1,52.49,68.01,2,4,58.42,0,62.38,57.96
1,63.79,84.2,3,3,73.84,0,72,65.36
1,53.88,60.35,1,4,71.32,64.62,60.3,0
1,86.62,76.8,1,4,65.03,83.71,0,79.3
1,54.1,65.76,2,2,52.7,52.7,65.38,0
0,0,64.03,2,3,70.1,0,0,74.17
0,0,75.67,1,2,59.77,0,0,86.32
0,0,79.88,1,4,61.02,89.54,0,0
1,57.82,64.86,1,3,71.13,69.76,0,68.96
1,48.65,62.31,3,4,74.61,59.09,0,56.54
1,64.52,58.31,2,4,68.5,55.5,0,58.15
1,75.59,81.04,2,2,85.12,80.08,0,79.18
0,0,64.25,2,3,74.45,0,0,74.68
0,0,51.51,3,2,74.47,62.66,0,0
1,86.05,84.1,1,3,77.02,78.87,0,87.34
0,0,56.3,2,4,76.1,66.42,0,0
1,36.26,77.79,1,4,70.92,63.66,55.5,0
1,74.41,71.83,2,1,55.48,72.03,0,0
1,63.39,72.88,1,3,78.86,0,72.49,70.85
1,51.76,64.16,3,4,77.09,50.71,52.38,0
1,43.52,73.66,2,2,60.51,57.26,0,51.46
0,0,53.32,2,2,66.64,0,62.16,0
0,0,75.88,1,1,59.17,0,87.21,0
0,0,85.57,2,2,70.45,92.29,0,0
0,0,78.84,3,1,90.42,87.65,0,0
1,66.52,49.8,1,3,79.91,0,66.06,61.58
0,0,60.16,2,2,56,69.58,0,0
0,0,68.12,1,1,68.84,0,0,77.01
0,0,74.87,1,4,74.16,0,86.05,0
0,0,68.93,2,1,76.78,0,0,82.88
1,33.88,65.07,1,2,60.07,45.51,55.84,0
1,48.3,75.95,1,1,69.52,67.98,0,0
1,64.07,81.64,1,1,60.01,0,82.45,0
1,75.68,67.68,3,3,92.86,73.28,0,70.01
1,68.99,77.29,3,3,63.7,67.64,0,76.5
0,0,44.21,3,3,70.85,0,54.16,0
1,41.05,60.62,2,1,82.97,0,48.95,0
0,0,66.79,1,2,72.46,0,75.84,0
0,0,65.11,2,3,75.67,0,76.62,0
1,51.16,73.33,2,2,61.78,67.81,60.1,0
1,53.27,80.14,3,3,63.45,0,64.36,72.26
1,61.97,75.07,3,1,61.61,0,77.27,0
1,38.92,63.78,1,3,72.06,0,59.17,57.92
1,54.75,54.77,2,2,53.32,53.16,0,53.66
0,0,75.57,2,1,64.03,0,86.73,0
0,0,51.62,1,4,81.94,0,61.68,0
1,65.39,76.53,3,4,65.76,70.64,71.18,0
0,0,68.12,3,2,83.91,0,76.78,0
0,0,58.24,3,1,76.13,0,68.04,0
1,38.66,72.87,3,2,66.73,50.92,56.8,0
1,88.83,69.97,1,3,78.25,0,77.28,78.53
1,28.27,69.63,1,1,56.7,53.51,0,0
0,0,69.16,1,2,76.66,0,79.66,0
0,0,74.2,1,1,69.78,84.92,0,0
1,47.63,79.24,1,2,82.17,0,63.59,67.34
1,66.34,74.97,3,2,75.73,62.91,0,80.38
0,0,80.12,3,1,75.38,88.21,0,0
0,0,69.56,2,4,61.4,82.24,0,0
0,0,86.18,3,3,84.85,0,92.94,0
1,40.23,75.71,2,4,81.32,0,53.05,50.64
1,68.12,64.56,3,1,75.05,64.26,0,0
0,0,59.06,3,3,83.19,0,0,69.01
1,51.54,72.06,1,2,83.36,0,63.47,63.76
0,0,56.93,3,4,66.72,0,0,65.69
1,67.62,60.27,2,1,91.53,0,64.47,0
0,0,72.39,1,4,70.27,0,0,82.02
1,41.98,63.92,1,1,77.78,59.89,0,0
1,67.85,60.67,3,3,59.74,69.81,0,71.19
1,51.94,69.66,1,4,66.61,61.17,0,61
1,61.49,70.73,2,3,66.09,73.63,0,72.04
0,0,67.94,2,1,69.75,0,77.07,0
0,0,66.22,2,1,60.53,0,77.11,0
0,0,78.55,2,2,82.73,0,85.49,0
1,62.41,73.42,1,1,69.14,0,59.34,0
1,45.71,67.77,2,4,79.24,54.79,56.67,0
1,84.13,94.64,2,1,67.21,0,89.31,0
1,51.58,71.94,2,1,77.54,0,66.18,0
0,0,81.32,3,2,61.25,0,0,91.67
0,0,64.39,3,3,64.56,0,0,72.06
0,0,56.37,1,1,71.05,0,0,66.8
0,0,62.08,2,1,69.61,67.52,0,0
0,0,67.32,1,2,68.95,0,0,78.11
0,0,65.03,3,4,80.43,0,75.13,0
1,64.79,83.36,3,1,68.01,80.61,0,0
1,57.93,68.8,1,3,49.13,0,68.96,70.36
0,0,74.61,3,2,64.25,81.52,0,0
1,39.77,69.54,2,4,42.8,62.24,54.28,0
0,0,65.66,3,2,53.15,75.73,0,0
0,0,70.38,2,1,77.04,78.05,0,0
1,67.69,87.14,3,1,69.54,73.37,0,0
0,0,62.32,3,3,71.29,0,0,72.06
1,69.04,77.67,1,2,48.42,0,75.82,73.48
0,0,59.74,3,2,63.4,0,72.54,0
0,0,65.4,1,2,77.67,0,0,77.23
0,0,70.04,2,4,74.68,80.81,0,0
0,0,73.26,1,2,73.83,0,0,81.63
1,69.38,84.83,3,2,66.43,80.57,0,68.32
0,0,69.5,2,4,68.82,80.39,0,0
0,0,61.56,1,3,58.24,0,0,72.05
1,58.9,76.5,1,3,75.71,0,63.33,73.33
1,40.54,66.36,1,3,77.29,59.69,62.38,0
0,0,72.39,1,2,66.77,0,80.75,0
0,0,68.84,3,4,69.65,0,74.2,0
1,54.18,50.57,2,4,65.11,0,52.16,51.88
0,0,75.08,1,3,74.08,85.31,0,0
1,48,75.83,1,2,78.45,0,66.4,68.42
0,0,79.27,1,3,56.27,91.24,0,0
1,79.63,88,3,1,64.39,0,87.89,0
0,0,58.05,3,1,63.79,0,69.22,0
1,77.18,75.17,1,2,58.95,83.65,80.21,0
1,65.2,74.09,1,3,75.13,72.98,0,76
1,71.61,65.81,2,1,80.94,59.08,0,0
0,0,73.97,2,4,65.02,82.43,0,0
1,61.57,75,3,2,53.08,0,75.52,64.03
0,0,57.81,1,1,70.46,0,69.31,0
1,50.81,72.46,3,1,67.21,0,62.85,0
1,47.66,60.82,1,4,79.97,0,58.08,51.67
0,0,63.48,2,2,79.13,72.69,0,0
0,0,52.25,2,1,67.96,60.91,0,0
0,0,65.27,3,1,64.35,0,0,76.54
1,80.19,67.96,3,2,65.37,0,78.12,78.74
1,52.99,75.5,3,2,74.1,70.22,0,65.72
0,0,70.01,2,2,61.56,75.98,0,0
0,0,54.58,1,4,71.9,0,0,61.86
0,0,78.62,1,1,62.92,89.8,0,0
0,0,68.81,3,3,75.71,0,78.26,0
0,0,74.88,1,2,49.8,85.87,0,0
0,0,79.66,1,3,84.12,92.02,0,0
1,45.48,84.23,3,4,63.96,71.25,0,67.06
0,0,89.61,2,3,68.86,100,0,0
0,0,69.28,3,1,63.71,74.62,0,0
0,0,73.11,3,4,68.8,0,0,83.59
0,0,59.22,3,4,73.24,69.68,0,0
1,68.1,80.62,1,2,68,71.05,78.85,0
0,0,58.15,3,1,61.68,0,0,65.74
0,0,51.95,3,2,72.13,0,61.08,0
0,0,78.3,2,2,84.02,0,0,89.55
1,53.82,64.78,2,3,59.95,61.66,60.3,0
1,53.95,77.78,3,1,63.24,68.14,0,0
0,0,74.08,2,3,60.6,84.6,0,0
1,49.56,53.7,3,1,67.32,0,50,0
0,0,42.8,2,3,71.94,54.38,0,0
0,0,59.03,3,2,60.35,70.69,0,0
0,0,70.16,2,2,59.37,0,0,79.75
1,73.23,57.78,1,2,51.53,57.92,0,58.78
0,0,63.47,2,1,48.57,0,73.65,0
0,0,55.41,2,2,87.97,0,0,65.6
0,0,71.7,3,1,67.68,0,80.73,0
1,65.58,70.91,2,3,67.09,0,69.69,74.12
1,66.86,65.19,2,3,81.48,60.4,61.67,0
1,74.44,83.97,1,3,78.77,0,83.48,83.94
0,0,84.98,3,2,84.32,95.46,0,0
0,0,75.65,1,1,57.96,0,84.16,0
1,65.86,52,3,2,77.79,0,65.32,57.08
0,0,58.95,3,2,91.91,0,0,66.53
1,52.34,74.07,3,2,87.61,70.87,65.33,0
1,71.62,63.71,2,1,69.08,0,67.58,0
0,0,65.13,3,1,71.23,0,0,76.41
0,0,78.99,1,2,80.59,0,85.36,0
0,0,75.11,2,2,38.83,0,85.69,0
0,0,83.14,3,1,74.87,0,94.07,0
0,0,65.71,3,2,63.47,75.76,0,0
0,0,83.75,2,1,52.56,95.01,0,0
0,0,64.46,1,4,76.57,78.23,0,0
0,0,84.99,1,4,70.68,0,92.73,0
1,65.84,71.06,2,3,71.42,59.91,0,64.71
0,0,61.39,2,3,70.44,70.83,0,0
