EnrolledElectiveBefore,GradeAvgPrevElec,Grade,Major,Class,GradePerm,Course1,Course2,Course3,Course4,Course5
0,0,84.26,2,1,75.41,0,0,0,96.52,0
1,66.79,79.36,2,2,74.41,0,0,63.12,78.03,0
1,61.47,76.78,2,3,64.9,0,0,69,0,74.53
0,0,78.33,2,1,64.78,0,0,85.43,0,0
1,50.26,73.27,1,1,61.48,0,62.72,0,0,0
1,59.65,86.32,2,2,72.24,79.4,76.34,0,0,0
1,76.19,73.78,3,2,61.22,71.14,0,73.59,0,0
0,0,72.4,3,4,69.65,0,0,0,0,85.2
0,0,71.59,3,4,68.28,0,0,0,81.58,0
1,51.81,71.93,1,1,74.68,69.75,0,0,0,0
1,31.73,58.43,3,1,68.27,36.93,0,0,0,0
1,30.81,77.71,2,1,62.04,45.18,0,0,0,0
1,46.31,68.7,2,4,76.63,0,0,0,52.5,48.74
0,0,88.22,3,3,80.91,0,0,0,0,96.67
1,65.9,69.24,1,2,72.07,0,0,0,67.17,73.19
0,0,74.21,1,1,56.59,0,0,0,84.12,0
1,75.26,72.47,2,4,68.47,67.33,0,0,66.71,0
0,0,63.74,2,4,70.78,0,0,0,0,77
0,0,79.92,3,2,72.69,0,0,87.02,0,0
0,0,89.05,1,3,80.65,0,0,0,0,95.94
0,0,69.85,3,1,55.04,0,0,0,80.15,0
1,71.33,67,2,2,70.16,0,0,67.88,0,62.58
1,73.01,66.45,2,4,71.62,0,0,0,73.06,60.01
1,50.15,51.08,3,3,84.35,0,0,0,48.87,49.68
1,17.48,68.22,1,1,67.93,49.95,0,0,0,0
1,91.75,72.51,2,4,72.47,0,0,0,73.03,90.49
0,0,80.55,2,4,76.71,0,0,0,87,0
1,59.46,79.6,1,2,70.75,63.12,0,67.16,0,0
0,0,65.84,2,4,71.59,0,0,0,0,74.81
1,64.96,67.23,1,1,63.17,0,72.81,0,0,0
0,0,81.24,1,4,59.83,0,0,91.07,0,0
1,37.46,68.27,2,2,70.31,0,0,0,52.11,54.39
0,0,64.9,3,2,62.34,0,0,0,76.66,0
