data,fold,depth,min_samples_leaf,min_samples_split,prediction_method,prediction_method_leaf,evaluation_method,mse,nof_infeasibilities,training_duration
cars,4,12,5,10,lagrangian,optimal,mse,10402567.5108949,0,157.657659053803
cars,4,12,5,10,mean,medoid,mse,10741918.6429408,0,1.6568603515625
cars,4,12,5,10,mean,optimal,mse,10402567.5108949,0,1.78414583206177
cars,4,12,5,10,medoid,medoid,mse,9806574.9774873,0,18.5538878440857
cars,4,12,5,10,medoid,optimal,mse,9566167.18265772,0,18.6269886493683
cars,4,12,5,10,optimal,medoid,mse,10741918.6429408,0,131.357662677765
cars,4,12,5,10,optimal,optimal,mse,10402567.5108949,0,128.7419962883
cars,4,12,5,10,sklearn,sklearn,sklearn,12694218.6314725,0,0.003537654876709
cars,4,12,5,10,sklearn,sklearn,sklearn,12694218.6314725,0,0.003726243972778
cars,4,12,5,10,sklearn,sklearn,sklearn,12694218.6314725,0,0.004421234130859
cars,4,12,5,10,sklearn,sklearn,sklearn,12694218.6314725,0,0.004014730453491
cars,4,15,5,10,lagrangian,lagrangian,mse,10389581.8342167,58,138.973982810974
cars,4,15,5,10,lagrangian,medoid,mse,10741918.6429408,0,143.432153224945
cars,4,15,5,10,lagrangian,optimal,mse,10389582.0242168,0,156.09362411499
cars,4,15,5,10,mean,medoid,mse,10741918.6429408,0,1.44678354263306
cars,4,15,5,10,mean,optimal,mse,10389582.0242168,0,1.60048413276672
cars,4,15,5,10,medoid,medoid,mse,9685548.6724873,0,16.8815808296204
cars,4,15,5,10,medoid,optimal,mse,9264967.23098477,0,17.1743836402893
cars,4,15,5,10,optimal,medoid,mse,10741918.6429408,0,130.852965593338
cars,4,15,5,10,optimal,optimal,mse,10389582.0242168,0,126.348522901535
cars,4,15,5,10,sklearn,sklearn,sklearn,12694218.6314725,0,0.003229856491089
cars,4,15,5,10,sklearn,sklearn,sklearn,12694218.6314725,0,0.004804372787476
cars,4,15,5,10,sklearn,sklearn,sklearn,12694218.6314725,0,0.005932807922363
cars,4,15,5,10,sklearn,sklearn,sklearn,12694218.6314725,0,0.003575801849365
class,0,3,5,10,lagrangian,lagrangian,mse,1382.22853569445,0,801.88325381279
class,0,3,5,10,lagrangian,medoid,mse,1255.62650510413,0,774.96339392662
class,0,3,5,10,lagrangian,optimal,mse,1264.30078358826,0,771.696292638779
class,0,3,5,10,mean,medoid,mse,1391.13777998717,0,26.8556764125824
class,0,3,5,10,mean,medoid,mse,1391.13777998717,0,26.8556764125824
class,0,3,5,10,mean,optimal,mse,1215.137526495,0,29.270268201828
class,0,3,5,10,mean,optimal,mse,1215.137526495,0,29.270268201828
class,0,3,5,10,medoid,medoid,mse,1298.94843790501,0,140.236126899719
class,0,3,5,10,medoid,medoid,mse,1298.94843790501,0,140.236126899719
class,0,3,5,10,medoid,optimal,mse,1248.63422082554,0,137.13464307785
class,0,3,5,10,medoid,optimal,mse,1248.63422082554,0,137.13464307785
class,0,3,5,10,optimal,medoid,mse,1275.6309195671,0,500.06006360054
class,0,3,5,10,optimal,medoid,mse,1275.6309195671,0,500.06006360054
class,0,3,5,10,optimal,optimal,mse,1217.46704066314,0,474.997577905655
class,0,3,5,10,optimal,optimal,mse,1217.46704066314,0,474.997577905655
class,0,3,5,10,sklearn,sklearn,sklearn,874.572124927493,200,0.00798225402832
class,0,3,5,10,sklearn,sklearn,sklearn,874.572124927493,200,0.00798225402832
class,0,3,5,10,sklearn,sklearn,sklearn,874.572124927493,200,0.003730773925781
class,0,3,5,10,sklearn,sklearn,sklearn,874.572124927493,200,0.003439426422119
class,0,3,5,10,sklearn,sklearn,sklearn,874.572124927493,200,0.006673812866211
class,0,6,5,10,lagrangian,lagrangian,mse,1382.22853569445,0,1337.34063434601
class,0,6,5,10,lagrangian,medoid,mse,1349.65060256397,0,1281.22018074989
class,0,6,5,10,lagrangian,optimal,mse,1275.97391257435,0,1293.53343987465
class,0,6,5,10,mean,medoid,mse,1408.60354569588,0,1.39736866950989
class,0,6,5,10,mean,optimal,mse,1230.09413411517,0,1.54287171363831
class,0,6,5,10,medoid,medoid,mse,1359.13482619479,0,45.7271614074707
class,0,6,5,10,medoid,optimal,mse,1237.75071756092,0,48.7196443080902
class,0,6,5,10,optimal,medoid,mse,1424.60384881273,0,684.009586334229
class,0,6,5,10,optimal,optimal,mse,1276.29227022709,0,753.775782585144
class,0,6,5,10,sklearn,sklearn,sklearn,942.201826844034,186,0.003256797790527
class,0,6,5,10,sklearn,sklearn,sklearn,942.201826844034,186,0.008570432662964
class,0,6,5,10,sklearn,sklearn,sklearn,942.201826844034,186,0.006884336471558
class,0,6,5,10,sklearn,sklearn,sklearn,942.201826844034,186,0.003326892852783
class,0,9,5,10,lagrangian,lagrangian,mse,1382.22853569445,0,1675.33262252808
class,0,9,5,10,lagrangian,medoid,mse,1444.05057756195,0,1590.99543595314
class,0,9,5,10,lagrangian,optimal,mse,1236.66809003273,0,1604.01846122742
class,0,9,5,10,mean,medoid,mse,1545.35893951274,0,1.61474514007568
class,0,9,5,10,mean,optimal,mse,1309.18860111446,0,1.77148032188416
class,0,9,5,10,medoid,medoid,mse,1386.36595604002,0,60.1022336483002
class,0,9,5,10,medoid,optimal,mse,1231.1977483099,0,53.7055230140686
class,0,9,5,10,optimal,medoid,mse,1495.81321639801,0,819.829935312271
class,0,9,5,10,optimal,optimal,mse,1283.26241791771,0,892.424387931824
class,0,9,5,10,sklearn,sklearn,sklearn,1048.34527281453,161,0.003449440002441
class,0,9,5,10,sklearn,sklearn,sklearn,1048.34527281453,161,0.008194208145142
class,0,9,5,10,sklearn,sklearn,sklearn,1048.34527281453,161,0.007038831710815
class,0,9,5,10,sklearn,sklearn,sklearn,1048.34527281453,161,0.007299184799194
class,0,12,5,10,lagrangian,lagrangian,mse,1382.22853569445,0,1912.02746605873
class,0,12,5,10,lagrangian,medoid,mse,1480.15861032408,0,1839.8843126297
class,0,12,5,10,lagrangian,optimal,mse,1266.09880103002,0,1840.21618890762
class,0,12,5,10,mean,medoid,mse,1567.39984756571,0,1.76198816299438
class,0,12,5,10,mean,optimal,mse,1328.14090361287,0,2.31192564964294
class,0,12,5,10,medoid,medoid,mse,1378.01621447769,0,64.0080904960632
class,0,12,5,10,medoid,optimal,mse,1223.327564734,0,71.1844580173492
class,0,12,5,10,optimal,medoid,mse,1543.55613983637,0,6026.1125690937
class,0,12,5,10,optimal,optimal,mse,1276.97374040491,0,855.023185968399
class,0,12,5,10,sklearn,sklearn,sklearn,1106.46029897181,140,0.004301071166992
class,0,12,5,10,sklearn,sklearn,sklearn,1106.46029897181,140,0.008853197097778
class,0,12,5,10,sklearn,sklearn,sklearn,1106.46029897181,140,0.008764028549194
class,0,12,5,10,sklearn,sklearn,sklearn,1106.46029897181,140,0.004547834396362
class,0,15,5,10,lagrangian,lagrangian,mse,1382.22853569445,0,1948.05327701569
class,0,15,5,10,lagrangian,medoid,mse,1597.8958311697,0,1877.83008956909
class,0,15,5,10,lagrangian,optimal,mse,1293.26386100911,0,1918.79070138931
class,0,15,5,10,mean,medoid,mse,1567.66415780509,0,1.48352384567261
class,0,15,5,10,mean,optimal,mse,1328.35412446086,0,1.80209183692932
class,0,15,5,10,medoid,medoid,mse,1602.90380087256,0,70.9415128231049
class,0,15,5,10,medoid,optimal,mse,1274.50266234785,0,71.1644756793976
class,0,15,5,10,optimal,medoid,mse,1629.54442739302,0,827.083025455475
class,0,15,5,10,optimal,optimal,mse,1314.63347956899,0,846.043087005615
class,0,15,5,10,sklearn,sklearn,sklearn,1114.63407934967,132,0.003032684326172
class,0,15,5,10,sklearn,sklearn,sklearn,1114.63407934967,132,0.008063077926636
class,0,15,5,10,sklearn,sklearn,sklearn,1114.63407934967,132,0.007920742034912
class,0,15,5,10,sklearn,sklearn,sklearn,1114.63407934967,132,0.00499439239502
class,1,3,5,10,lagrangian,lagrangian,mse,1369.58236732692,0,702.788557052612
class,1,3,5,10,lagrangian,medoid,mse,1449.5029514661,0,675.209315538406
class,1,3,5,10,lagrangian,optimal,mse,1316.02037163828,0,683.031188964844
class,1,3,5,10,mean,medoid,mse,1326.90584984851,0,27.2857828140259
class,1,3,5,10,mean,medoid,mse,1326.90584984851,0,27.2857828140259
class,1,3,5,10,mean,optimal,mse,1282.5870807687,0,29.1046736240387
class,1,3,5,10,mean,optimal,mse,1282.5870807687,0,29.1046736240387
class,1,3,5,10,medoid,medoid,mse,1246.42954332936,0,138.272662878037
class,1,3,5,10,medoid,medoid,mse,1246.42954332936,0,138.272662878037
class,1,3,5,10,medoid,optimal,mse,1285.26047451812,0,137.285996437073
class,1,3,5,10,medoid,optimal,mse,1285.26047451812,0,137.285996437073
class,1,3,5,10,optimal,medoid,mse,1280.58686726833,0,505.623252153397
class,1,3,5,10,optimal,medoid,mse,1280.58686726833,0,505.623252153397
class,1,3,5,10,optimal,optimal,mse,1247.32815773081,0,513.914140224457
class,1,3,5,10,optimal,optimal,mse,1247.32815773081,0,513.914140224457
class,1,3,5,10,sklearn,sklearn,sklearn,898.719079335434,198,0.01025128364563
class,1,3,5,10,sklearn,sklearn,sklearn,898.719079335434,198,0.01025128364563
class,1,3,5,10,sklearn,sklearn,sklearn,898.719079335434,198,0.004969596862793
class,1,3,5,10,sklearn,sklearn,sklearn,898.719079335434,198,0.004914999008179
class,1,3,5,10,sklearn,sklearn,sklearn,898.719079335434,198,0.009931802749634
class,1,6,5,10,lagrangian,lagrangian,mse,1369.58236732692,0,1084.64735102654
class,1,6,5,10,lagrangian,medoid,mse,1558.05409169633,0,1029.85389852524
class,1,6,5,10,lagrangian,optimal,mse,1294.89929445682,0,1053.72580695152
class,1,6,5,10,mean,medoid,mse,1414.04332773281,0,1.43400478363037
class,1,6,5,10,mean,optimal,mse,1237.43643580725,0,1.57050800323486
class,1,6,5,10,medoid,medoid,mse,1312.20030173579,0,46.7416710853577
class,1,6,5,10,medoid,optimal,mse,1316.53021891674,0,49.0739049911499
class,1,6,5,10,optimal,medoid,mse,1547.67123880103,0,622.638372421265
class,1,6,5,10,optimal,optimal,mse,1286.80060842303,0,693.950033187866
class,1,6,5,10,sklearn,sklearn,sklearn,931.626854942154,190,0.007411956787109
class,1,6,5,10,sklearn,sklearn,sklearn,931.626854942154,190,0.008991003036499
class,1,6,5,10,sklearn,sklearn,sklearn,931.626854942154,190,0.007569074630737
class,1,6,5,10,sklearn,sklearn,sklearn,931.626854942154,190,0.002828121185303
class,1,9,5,10,lagrangian,lagrangian,mse,1369.58236732692,0,1347.44077348709
class,1,9,5,10,lagrangian,medoid,mse,1606.16839911209,0,1292.85769176483
class,1,9,5,10,lagrangian,optimal,mse,1249.38616864107,0,1308.60435843468
class,1,9,5,10,mean,medoid,mse,1541.95928797162,0,1.66641020774841
class,1,9,5,10,mean,optimal,mse,1290.43010198492,0,1.90913367271423
class,1,9,5,10,medoid,medoid,mse,1264.77924824425,0,54.1683330535889
class,1,9,5,10,medoid,optimal,mse,1294.78711019076,0,55.581601858139
class,1,9,5,10,optimal,medoid,mse,1516.50156620511,0,737.680368185043
class,1,9,5,10,optimal,optimal,mse,1278.26826201225,0,676.153497695923
class,1,9,5,10,sklearn,sklearn,sklearn,1040.3757269498,155,0.003667831420898
class,1,9,5,10,sklearn,sklearn,sklearn,1040.3757269498,155,0.010458469390869
class,1,9,5,10,sklearn,sklearn,sklearn,1040.3757269498,155,0.009328842163086
class,1,9,5,10,sklearn,sklearn,sklearn,1040.3757269498,155,0.011470317840576
class,1,12,5,10,lagrangian,lagrangian,mse,1369.58236732692,0,1423.61311221123
class,1,12,5,10,lagrangian,medoid,mse,1778.00966905444,0,1372.45251131058
class,1,12,5,10,lagrangian,optimal,mse,1276.33246258722,0,1407.39665746689
class,1,12,5,10,mean,medoid,mse,1541.32827884015,0,1.59557414054871
class,1,12,5,10,mean,optimal,mse,1265.92486828368,0,1.94168543815613
class,1,12,5,10,medoid,medoid,mse,1274.49983834235,0,57.506311416626
class,1,12,5,10,medoid,optimal,mse,1250.60758275383,0,57.8565833568573
class,1,12,5,10,optimal,medoid,mse,1546.04607546022,0,649.886709451675
class,1,12,5,10,optimal,optimal,mse,1290.39898667793,0,658.630721092224
class,1,12,5,10,sklearn,sklearn,sklearn,1136.95322751838,140,0.003325939178467
class,1,12,5,10,sklearn,sklearn,sklearn,1136.95322751838,140,0.010035276412964
class,1,12,5,10,sklearn,sklearn,sklearn,1136.95322751838,140,0.013307809829712
class,1,12,5,10,sklearn,sklearn,sklearn,1136.95322751838,140,0.006272315979004
class,1,15,5,10,lagrangian,lagrangian,mse,1369.58236732692,0,1658.57383227348
class,1,15,5,10,lagrangian,medoid,mse,1693.88878626602,0,1450.22642159462
class,1,15,5,10,lagrangian,optimal,mse,1254.08612797218,0,1355.23219752312
class,1,15,5,10,mean,medoid,mse,1541.93255576261,0,1.72728753089905
class,1,15,5,10,mean,optimal,mse,1266.73589765036,0,1.78257846832275
class,1,15,5,10,medoid,medoid,mse,1403.7290165545,0,59.1302819252014
class,1,15,5,10,medoid,optimal,mse,1296.07047028096,0,59.3018355369568
class,1,15,5,10,optimal,medoid,mse,1537.48750330744,0,652.755190372467
class,1,15,5,10,optimal,optimal,mse,1295.22200099326,0,658.808404684067
class,1,15,5,10,sklearn,sklearn,sklearn,1148.5755779996,132,0.003168344497681
class,1,15,5,10,sklearn,sklearn,sklearn,1148.5755779996,132,0.010693311691284
class,1,15,5,10,sklearn,sklearn,sklearn,1148.5755779996,132,0.009689569473267
class,1,15,5,10,sklearn,sklearn,sklearn,1148.5755779996,132,0.006880044937134
class,2,3,5,10,lagrangian,lagrangian,mse,1429.288136445,0,564.767793178558
class,2,3,5,10,lagrangian,medoid,mse,1407.26478972269,0,546.90475320816
class,2,3,5,10,lagrangian,optimal,mse,1289.64178269982,0,554.781180381775
class,2,3,5,10,mean,medoid,mse,1403.63643825856,0,28.7559616565704
class,2,3,5,10,mean,medoid,mse,1403.63643825856,0,28.7559616565704
class,2,3,5,10,mean,optimal,mse,1316.16160743915,0,32.0516176223755
class,2,3,5,10,mean,optimal,mse,1316.16160743915,0,32.0516176223755
class,2,3,5,10,medoid,medoid,mse,1261.84924427606,0,139.253704786301
class,2,3,5,10,medoid,medoid,mse,1261.84924427606,0,139.253704786301
class,2,3,5,10,medoid,optimal,mse,1261.30268638241,0,139.12837600708
class,2,3,5,10,medoid,optimal,mse,1261.30268638241,0,139.12837600708
class,2,3,5,10,optimal,medoid,mse,1286.02511982864,0,501.692767381668
class,2,3,5,10,optimal,medoid,mse,1286.02511982864,0,501.692767381668
class,2,3,5,10,optimal,optimal,mse,1252.64824499398,0,492.094733715057
class,2,3,5,10,optimal,optimal,mse,1252.64824499398,0,492.094733715057
class,2,3,5,10,sklearn,sklearn,sklearn,932.723227969148,198,0.00970983505249
class,2,3,5,10,sklearn,sklearn,sklearn,932.723227969148,198,0.00970983505249
class,2,3,5,10,sklearn,sklearn,sklearn,932.723227969148,198,0.017593622207642
class,2,3,5,10,sklearn,sklearn,sklearn,932.723227969148,198,0.012448787689209
class,2,3,5,10,sklearn,sklearn,sklearn,932.723227969148,198,0.009889364242554
class,2,6,5,10,lagrangian,lagrangian,mse,1429.288136445,0,818.88809633255
class,2,6,5,10,lagrangian,medoid,mse,1476.94003278664,0,806.067701816559
class,2,6,5,10,lagrangian,optimal,mse,1304.92160815847,0,794.4962246418
class,2,6,5,10,mean,medoid,mse,1618.23204646413,0,1.42210364341736
class,2,6,5,10,mean,optimal,mse,1363.14846242112,0,1.49942016601563
class,2,6,5,10,medoid,medoid,mse,1371.89684306646,0,45.8837018013
class,2,6,5,10,medoid,optimal,mse,1302.10127851814,0,46.5771305561066
class,2,6,5,10,optimal,medoid,mse,1649.80023868345,0,609.238536596298
class,2,6,5,10,optimal,optimal,mse,1349.87394322649,0,684.819952726364
class,2,6,5,10,sklearn,sklearn,sklearn,1068.52734629445,188,0.003088474273682
class,2,6,5,10,sklearn,sklearn,sklearn,1068.52734629445,188,0.009487628936768
class,2,6,5,10,sklearn,sklearn,sklearn,1068.52734629445,188,0.005559921264648
class,2,6,5,10,sklearn,sklearn,sklearn,1068.52734629445,188,0.00584077835083
class,2,9,5,10,lagrangian,lagrangian,mse,1429.288136445,0,923.951467514038
class,2,9,5,10,lagrangian,medoid,mse,1566.60147975242,0,896.973348379135
class,2,9,5,10,lagrangian,optimal,mse,1312.7692349407,0,918.650026082993
class,2,9,5,10,mean,medoid,mse,1707.72611841197,0,1.70626187324524
class,2,9,5,10,mean,optimal,mse,1407.72731539936,0,1.92771029472351
class,2,9,5,10,medoid,medoid,mse,1382.87641921722,0,48.5712749958038
class,2,9,5,10,medoid,optimal,mse,1261.4742738605,0,49.752112865448
class,2,9,5,10,optimal,medoid,mse,1678.46764884738,0,728.601580619812
class,2,9,5,10,optimal,optimal,mse,1362.0099584776,0,653.0982670784
class,2,9,5,10,sklearn,sklearn,sklearn,1172.16220126778,161,0.006577014923096
class,2,9,5,10,sklearn,sklearn,sklearn,1172.16220126778,161,0.008784532546997
class,2,9,5,10,sklearn,sklearn,sklearn,1172.16220126778,161,0.004141330718994
class,2,9,5,10,sklearn,sklearn,sklearn,1172.16220126778,161,0.01025390625
class,2,12,5,10,lagrangian,lagrangian,mse,1429.288136445,0,944.07789516449
class,2,12,5,10,lagrangian,medoid,mse,1752.32998957096,0,910.464135885239
class,2,12,5,10,lagrangian,optimal,mse,1363.95226300145,0,915.069018602371
class,2,12,5,10,mean,medoid,mse,1747.53138335877,0,1.7051272392273
class,2,12,5,10,mean,optimal,mse,1447.0033031566,0,1.99269080162048
class,2,12,5,10,medoid,medoid,mse,1571.77828588308,0,48.5203890800476
class,2,12,5,10,medoid,optimal,mse,1316.00314554881,0,49.8959250450134
class,2,12,5,10,optimal,medoid,mse,1725.59229545024,0,659.851523637772
class,2,12,5,10,optimal,optimal,mse,1377.84862421883,0,656.755972862244
class,2,12,5,10,sklearn,sklearn,sklearn,1230.22646015274,129,0.00334620475769
class,2,12,5,10,sklearn,sklearn,sklearn,1230.22646015274,129,0.009970903396606
class,2,12,5,10,sklearn,sklearn,sklearn,1230.22646015274,129,0.01032567024231
class,2,12,5,10,sklearn,sklearn,sklearn,1230.22646015274,129,0.010035991668701
class,2,15,5,10,lagrangian,lagrangian,mse,1429.288136445,0,1017.13904595375
class,2,15,5,10,lagrangian,medoid,mse,1794.38362661142,0,1113.04152369499
class,2,15,5,10,lagrangian,optimal,mse,1357.73969379763,0,1082.06966423988
class,2,15,5,10,mean,medoid,mse,1747.53138335877,0,1.61384773254395
class,2,15,5,10,mean,optimal,mse,1447.0033031566,0,1.93253660202026
class,2,15,5,10,medoid,medoid,mse,1579.70932524353,0,46.8932721614838
class,2,15,5,10,medoid,optimal,mse,1310.96587071716,0,49.232405424118
class,2,15,5,10,optimal,medoid,mse,1752.39778631786,0,656.60923075676
class,2,15,5,10,optimal,optimal,mse,1381.23871038075,0,673.134968757629
class,2,15,5,10,sklearn,sklearn,sklearn,1229.41869535905,122,0.003509044647217
class,2,15,5,10,sklearn,sklearn,sklearn,1229.41869535905,122,0.011216640472412
class,2,15,5,10,sklearn,sklearn,sklearn,1229.41869535905,122,0.009100675582886
class,2,15,5,10,sklearn,sklearn,sklearn,1229.41869535905,122,0.01157546043396
class,3,3,5,10,lagrangian,lagrangian,mse,1431.74925100737,0,770.287027359009
class,3,3,5,10,lagrangian,medoid,mse,1179.09323084123,0,740.794099569321
class,3,3,5,10,lagrangian,optimal,mse,1265.35985288643,0,749.624349355698
class,3,3,5,10,mean,medoid,mse,1488.85851936067,0,26.8545007705688
class,3,3,5,10,mean,medoid,mse,1488.85851936067,0,26.8545007705688
class,3,3,5,10,mean,optimal,mse,1296.5756136745,0,28.4074370861053
class,3,3,5,10,mean,optimal,mse,1296.5756136745,0,28.4074370861053
class,3,3,5,10,medoid,medoid,mse,1316.44625889742,0,147.620720863342
class,3,3,5,10,medoid,medoid,mse,1316.44625889742,0,147.620720863342
class,3,3,5,10,medoid,optimal,mse,1318.37124334502,0,151.908918380737
class,3,3,5,10,medoid,optimal,mse,1318.37124334502,0,151.908918380737
class,3,3,5,10,optimal,medoid,mse,1390.1290248944,0,501.334389209747
class,3,3,5,10,optimal,medoid,mse,1390.1290248944,0,501.334389209747
class,3,3,5,10,optimal,optimal,mse,1270.42925901038,0,488.697546958923
class,3,3,5,10,optimal,optimal,mse,1270.42925901038,0,488.697546958923
class,3,3,5,10,sklearn,sklearn,sklearn,926.884286745745,200,0.008634328842163
class,3,3,5,10,sklearn,sklearn,sklearn,926.884286745745,200,0.008634328842163
class,3,3,5,10,sklearn,sklearn,sklearn,926.884286745745,200,0.004660129547119
class,3,3,5,10,sklearn,sklearn,sklearn,926.884286745745,200,0.003145456314087
class,3,3,5,10,sklearn,sklearn,sklearn,926.884286745745,200,0.008646726608276
class,3,6,5,10,lagrangian,lagrangian,mse,1431.74925100737,0,1319.95906567574
class,3,6,5,10,lagrangian,medoid,mse,1242.51365742089,0,1262.04898643494
class,3,6,5,10,lagrangian,optimal,mse,1265.25773382268,0,1280.27225852013
class,3,6,5,10,mean,medoid,mse,1605.49797361342,0,1.39457726478577
class,3,6,5,10,mean,optimal,mse,1349.27362678894,0,1.5180242061615
class,3,6,5,10,medoid,medoid,mse,1542.78498093581,0,51.5998187065125
class,3,6,5,10,medoid,optimal,mse,1351.09229844171,0,48.947065114975
class,3,6,5,10,optimal,medoid,mse,1496.02330596087,0,640.490607738495
class,3,6,5,10,optimal,optimal,mse,1310.80916040998,0,652.383791923523
class,3,6,5,10,sklearn,sklearn,sklearn,1043.77556673717,164,0.003190040588379
class,3,6,5,10,sklearn,sklearn,sklearn,1043.77556673717,164,0.009497404098511
class,3,6,5,10,sklearn,sklearn,sklearn,1043.77556673717,164,0.005922079086304
class,3,6,5,10,sklearn,sklearn,sklearn,1043.77556673717,164,0.005774021148682
class,3,9,5,10,lagrangian,lagrangian,mse,1431.74925100737,0,1671.60015463829
class,3,9,5,10,lagrangian,medoid,mse,1394.64358490808,0,1600.02310585976
class,3,9,5,10,lagrangian,optimal,mse,1318.72129557639,0,1596.15520477295
class,3,9,5,10,mean,medoid,mse,1708.58218861115,0,1.51438355445862
class,3,9,5,10,mean,optimal,mse,1384.61274014798,0,1.76504182815552
class,3,9,5,10,medoid,medoid,mse,1567.4879032697,0,52.2380449771881
class,3,9,5,10,medoid,optimal,mse,1363.25855366969,0,51.6875212192535
class,3,9,5,10,optimal,medoid,mse,1590.72945755298,0,778.389255046845
class,3,9,5,10,optimal,optimal,mse,1328.42658005699,0,719.175349235535
class,3,9,5,10,sklearn,sklearn,sklearn,1141.71933521417,147,0.003345251083374
class,3,9,5,10,sklearn,sklearn,sklearn,1141.71933521417,147,0.010102033615112
class,3,9,5,10,sklearn,sklearn,sklearn,1141.71933521417,147,0.009185075759888
class,3,9,5,10,sklearn,sklearn,sklearn,1141.71933521417,147,0.003741502761841
class,3,12,5,10,lagrangian,lagrangian,mse,1431.74925100737,0,1766.65509462357
class,3,12,5,10,lagrangian,medoid,mse,1559.29059023323,0,1721.23737549782
class,3,12,5,10,lagrangian,optimal,mse,1307.53259487289,0,1709.5284948349
class,3,12,5,10,mean,medoid,mse,1723.59410022868,0,1.39938950538635
class,3,12,5,10,mean,optimal,mse,1395.99113336012,0,1.62923455238342
class,3,12,5,10,medoid,medoid,mse,1653.95911286516,0,51.3401353359222
class,3,12,5,10,medoid,optimal,mse,1384.40351816906,0,51.7753646373749
class,3,12,5,10,optimal,medoid,mse,1636.63937991766,0,696.985865592957
class,3,12,5,10,optimal,optimal,mse,1334.68718819313,0,709.22743844986
class,3,12,5,10,sklearn,sklearn,sklearn,1142.26734755298,135,0.002930641174316
class,3,12,5,10,sklearn,sklearn,sklearn,1142.26734755298,135,0.004294633865356
class,3,12,5,10,sklearn,sklearn,sklearn,1142.26734755298,135,0.009609699249268
class,3,12,5,10,sklearn,sklearn,sklearn,1142.26734755298,135,0.008198976516724
class,3,15,5,10,lagrangian,lagrangian,mse,1431.74925100737,0,1760.24181723595
class,3,15,5,10,lagrangian,medoid,mse,1686.55923493942,0,1703.08643245697
class,3,15,5,10,lagrangian,optimal,mse,1341.57459120117,0,1868.53221893311
class,3,15,5,10,mean,medoid,mse,1723.59410022868,0,1.52453970909119
class,3,15,5,10,mean,optimal,mse,1395.99113336012,0,1.79309010505676
class,3,15,5,10,medoid,medoid,mse,1735.68729136573,0,50.0293354988098
class,3,15,5,10,medoid,optimal,mse,1379.17541891737,0,52.4727721214294
class,3,15,5,10,optimal,medoid,mse,1590.91726754383,0,708.120675802231
class,3,15,5,10,optimal,optimal,mse,1307.17377199917,0,709.727387189865
class,3,15,5,10,sklearn,sklearn,sklearn,1135.92392955304,130,0.003357887268066
class,3,15,5,10,sklearn,sklearn,sklearn,1135.92392955304,130,0.008370637893677
class,3,15,5,10,sklearn,sklearn,sklearn,1135.92392955304,130,0.008928060531616
class,3,15,5,10,sklearn,sklearn,sklearn,1135.92392955304,130,0.008243799209595
class,4,3,5,10,lagrangian,lagrangian,mse,1373.3087052824,0,705.485749006271
class,4,3,5,10,lagrangian,medoid,mse,1310.97173144382,0,678.701136350632
class,4,3,5,10,lagrangian,optimal,mse,1246.51898408441,0,680.877891302109
class,4,3,5,10,mean,medoid,mse,1363.6865218418,0,28.9428033828735
class,4,3,5,10,mean,medoid,mse,1363.6865218418,0,28.9428033828735
class,4,3,5,10,mean,optimal,mse,1249.69150354028,0,26.5786094665527
class,4,3,5,10,mean,optimal,mse,1249.69150354028,0,26.5786094665527
class,4,3,5,10,medoid,medoid,mse,1112.99736123101,0,198.717229604721
class,4,3,5,10,medoid,medoid,mse,1112.99736123101,0,198.717229604721
class,4,3,5,10,medoid,optimal,mse,1216.35899190676,0,207.925219535828
class,4,3,5,10,medoid,optimal,mse,1216.35899190676,0,207.925219535828
class,4,3,5,10,optimal,medoid,mse,1292.55423639296,0,477.73908662796
class,4,3,5,10,optimal,medoid,mse,1292.55423639296,0,477.73908662796
class,4,3,5,10,optimal,optimal,mse,1214.88793788579,0,460.994719743729
class,4,3,5,10,optimal,optimal,mse,1214.88793788579,0,460.994719743729
class,4,3,5,10,sklearn,sklearn,sklearn,881.034218591106,199,0.00953221321106
class,4,3,5,10,sklearn,sklearn,sklearn,881.034218591106,199,0.00953221321106
class,4,3,5,10,sklearn,sklearn,sklearn,881.034218591106,199,0.002825736999512
class,4,3,5,10,sklearn,sklearn,sklearn,881.034218591106,199,0.007812738418579
class,4,3,5,10,sklearn,sklearn,sklearn,881.034218591106,199,0.007408618927002
class,4,6,5,10,lagrangian,lagrangian,mse,1373.3087052824,0,951.911422729492
class,4,6,5,10,lagrangian,medoid,mse,1509.11691558093,0,916.998523235321
class,4,6,5,10,lagrangian,optimal,mse,1211.13826749235,0,933.311769008636
class,4,6,5,10,mean,medoid,mse,1490.04143725161,0,1.33735990524292
class,4,6,5,10,mean,optimal,mse,1289.44459839962,0,1.44878482818604
class,4,6,5,10,medoid,medoid,mse,1266.43118517282,0,54.2572598457336
class,4,6,5,10,medoid,optimal,mse,1259.86079756238,0,50.392914056778
class,4,6,5,10,optimal,medoid,mse,1392.81529341473,0,524.886517524719
class,4,6,5,10,optimal,optimal,mse,1213.8715048751,0,571.738696813583
class,4,6,5,10,sklearn,sklearn,sklearn,960.113780523127,189,0.003100633621216
class,4,6,5,10,sklearn,sklearn,sklearn,960.113780523127,189,0.009851694107056
class,4,6,5,10,sklearn,sklearn,sklearn,960.113780523127,189,0.005273342132568
class,4,6,5,10,sklearn,sklearn,sklearn,960.113780523127,189,0.005575180053711
class,4,9,5,10,lagrangian,lagrangian,mse,1373.3087052824,0,1017.99487090111
class,4,9,5,10,lagrangian,medoid,mse,1475.58392827046,0,979.70227599144
